toolname,class_id
0,0
0,1
1,2
2,2
0,3
2,3
3,3
6,3
8,3
0,4
1,4
2,4
4,4
5,4
6,4
7,4
10,4
8,5
5,5
9,6
11,7
0,8
0,9
1,10
2,11
3,12
0,13
1,13
2,13
3,13
0,14
1,14
2,14
3,14
4,14
5,15
0,16
1,16
2,16
3,16
4,16
5,16
7,16
8,16
9,16
1,17
3,17
6,17
0,18
1,18
2,18
3,18
4,18
6,18
7,18
10,18
0,19
0,20
0,21
0,22
0,23
0,24
0,25
0,26
1,26
4,26
0,27
2,28
0,29
1,29
2,29
3,29
4,29
5,29
6,29
16,30
1,30
0,31
1,31
3,31
8,32
2,32
5,32
0,33
0,34
1,34
0,35
1,35
2,36
3,37
4,37
1,38
4,38
1,39
2,39
3,39
4,39
5,39
7,39
0,40
0,41
1,41
9,42
2,42
0,43
1,44
2,45
3,45
4,46
5,47
6,48
0,49
1,50
0,51
1,51
1,52
2,52
3,52
0,53
1,54
4,54
5,55
6,56
13,57
14,57
7,57
8,58
13,58
0,59
0,60
1,60
1,61
2,61
3,61
5,62
9,63
10,64
12,64
11,65
0,66
1,67
0,68
1,68
2,68
3,68
0,69
1,70
2,71
0,72
0,73
2,73
1,74
5,74
2,75
3,75
0,76
0,77
1,78
2,79
3,79
4,79
0,80
0,81
1,82
2,83
7,84
8,85
11,86
12,87
15,88
17,89
0,90
1,90
0,91
3,92
2,93
3,94
0,95
1,95
2,95
3,95
0,96
1,96
4,96
6,96
9,96
0,97
1,98
2,99
0,100
5,100
1,101
3,101
4,102
5,103
6,104
0,105
