user,class_id,parti_rate
jxx071000,0,0.8
ischopra,0,0.6
chucks79in,0,0.8
selina,0,0.8
syj1209,0,0.8
TheChunker,0,0.6
quantumkapnob,0,0.8
avgust,0,1.0
hamid_9341,0,0.8
citizenbobusa,0,0.8
rpratiwadi,0,0.8
merrillfat,0,0.2
sarluke,0,0.6
rahul24,1,0.9
irshad,1,0.1
bharatsainani,1,0.2
mdsadiq,1,0.3
pavan26kp,1,0.2
mini_moses,1,0.5
gsraghu,1,0.1
harani,1,0.8
kotanaveen,1,0.7
karthikc,1,0.3
ashfaq,1,0.4
jwala,1,0.6
jahnvi,1,0.3
sbreddy,1,0.2
ajay43,1,0.2
guttivishu,1,0.5
rakeshk,1,0.2
rajanim,1,0.1
sribotla82,1,0.4
pavansiu,1,0.1
agayathri,1,0.3
yphani,1,0.7
harish,1,0.7
nagaraj,1,0.3
abed820,1,0.8
mdnizam84,1,0.4
moturukh,1,0.3
sairam,1,0.5
ranjithpadidala,1,0.6
praneet9,1,0.2
kajal1,1,0.2
potluri9,1,0.4
raamsid,1,0.2
radhikak,1,0.9
sridhar142in,1,0.2
khader_7786,1,0.5
adeflux,1,0.5
bhupathikalpana,1,0.6
chsumanth14,1,0.1
ssahmed,1,0.4
lnaveen,1,0.5
jodell,2,0.75
diaojiankuai,2,0.5
rmashl,2,0.25
jloffeld,2,0.75
hyoon3,2,0.25
egwolf,2,0.75
pkvalava,2,1.0
mmc,2,0.5
bhaley,2,0.5
macjr,2,0.5
leoh,2,0.75
xge,2,0.75
nanohub2,2,1.0
JLoffeld,2,0.25
alexenko,2,0.5
yiwang,2,0.5
chennima,2,0.5
yangxu,2,0.5
mohamed,2,0.5
mmccull,2,0.75
zenmei,2,0.5
pmartin7,2,0.25
agodoymedina,2,0.25
schiu,2,0.75
michaelcolvin,2,0.25
dmattson,2,0.25
zhijian,2,0.25
andreyk,2,0.5
clarksnano,3,1.0
mmc,3,1.0
mmclennan,3,1.0
kennell,3,1.0
yru,3,1.0
dvarghe,3,1.0
sharjohn,4,0.3333333333333333
Minghong,4,0.6666666666666666
ja81881,4,0.6666666666666666
simigercn,4,0.3333333333333333
snakezap23,4,0.6666666666666666
harsh2312,4,0.6666666666666666
simiger,4,1.0
nherring,4,0.6666666666666666
kobaya67,4,0.6666666666666666
jc50fb,4,1.0
mforney1,4,0.3333333333333333
vatano,4,0.3333333333333333
thedark,4,0.6666666666666666
kevinjmajor,4,0.6666666666666666
raj7_singhania,5,0.2857142857142857
rahul24,5,0.14285714285714285
irshad,5,0.5714285714285714
mdsadiq,5,0.2857142857142857
gritters,5,0.14285714285714285
pavan26kp,5,0.2857142857142857
mini_moses,5,0.5714285714285714
gsraghu,5,0.2857142857142857
umechelimila,5,0.14285714285714285
harani,5,0.42857142857142855
kotanaveen,5,0.5714285714285714
ashfaq,5,0.5714285714285714
jwala,5,0.5714285714285714
jahnvi,5,0.2857142857142857
sbreddy,5,0.14285714285714285
guttivishu,5,0.2857142857142857
rakeshk,5,0.14285714285714285
sribotla82,5,0.14285714285714285
agayathri,5,0.2857142857142857
yphani,5,0.14285714285714285
harish,5,0.5714285714285714
nagaraj,5,0.14285714285714285
moturukh,5,0.5714285714285714
jprasun,5,0.14285714285714285
abed820,5,0.14285714285714285
jingjing,5,0.14285714285714285
ranjithpadidala,5,0.14285714285714285
scsong71,5,0.14285714285714285
kajal1,5,0.14285714285714285
potluri9,5,0.5714285714285714
radhikak,5,0.14285714285714285
raamsid,5,0.7142857142857143
sericsson,5,0.14285714285714285
khader_7786,5,0.5714285714285714
kajalpatil,5,0.14285714285714285
bhupathikalpana,5,0.2857142857142857
sekhar_tee,5,0.14285714285714285
chsumanth14,5,0.14285714285714285
ssahmed,5,0.2857142857142857
lnaveen,5,0.5714285714285714
agnichunduri,6,1.0
abhishekmidturi,6,1.0
ponugupati,6,1.0
suchitradhadigam,6,1.0
deepthinano,6,1.0
saikeerthig,6,1.0
jithudevineni,6,1.0
aliuddin,6,1.0
nagavender,6,1.0
omkareshwarnaik,6,1.0
sravan,6,1.0
subbarao,6,1.0
moin95,6,1.0
jilani919,6,1.0
panyamak,6,1.0
pramod_dude2003,6,1.0
p_deepthi13,6,1.0
lude251,6,1.0
namtih58,6,1.0
abhishekmidturi,7,1.0
myersrr,7,1.0
rajkirangotti,7,1.0
lude251,7,1.0
raghuramsrinivasr,7,1.0
maxon_999,8,1.0
rajkirangottipati,8,1.0
venkatvasu,8,1.0
malleswari,8,1.0
subbarao,8,1.0
vasu_katangooru,8,1.0
raghuramsrinivasr,8,1.0
yjing,9,1.0
cbburger,9,1.0
hmurdoch2,9,1.0
abartow,9,1.0
santoshkumar,9,1.0
dhruvsingh,9,1.0
banglin,9,1.0
dsamson,9,1.0
mrakita,9,1.0
hsinhaouh,9,1.0
yalanz,9,1.0
oliverm,9,1.0
hmurdoch,9,1.0
Ayesha,9,1.0
grlong,9,1.0
apalaria,9,1.0
fangoua,9,1.0
ccqian,9,1.0
strachan,9,1.0
iyums,9,1.0
pourghaz,10,1.0
tuhinsinha,10,1.0
liangz,10,1.0
chindan29,10,1.0
oogiedoogie,10,1.0
mspletze,10,1.0
elyas,11,1.0
parizek,11,1.0
davidko,11,1.0
t36,11,0.6666666666666666
mikaelkv,11,1.0
Nicoinn,11,1.0
shamsa,11,0.6666666666666666
robin77i,11,1.0
lukasvogl13,11,0.6666666666666666
maxem,11,1.0
andrexx,11,0.6666666666666666
Aemo,11,0.3333333333333333
tanzil,11,1.0
krissboy,11,1.0
Vel0th,11,0.6666666666666666
albynanu,11,1.0
bellmanz,11,1.0
johoi,11,1.0
rozycki,11,1.0
svedend,11,1.0
bjnils,11,1.0
gustbee,11,1.0
mlelshei,11,1.0
SwedishViking,11,0.6666666666666666
blubbe,11,1.0
Bondu,11,0.3333333333333333
saad,11,1.0
gokberk,11,1.0
sebricci,11,1.0
mhci,11,0.3333333333333333
semetria,11,0.6666666666666666
dahir,11,0.6666666666666666
anita80,11,1.0
savi,12,1.0
vikram,12,1.0
supreeya,12,0.8181818181818182
gangadharan,12,1.0
deepthi,12,1.0
divya,12,1.0
divsnvik,12,0.9090909090909091
Chisda,13,1.0
dmondschean,13,1.0
afranklin,13,1.0
sifatshahjahan,13,0.5
jroden,13,0.5
mmarkese,13,1.0
rtaylor,13,0.5
djacobs,13,1.0
jasonmartens,13,1.0
rbanakis,13,1.0
ssaddemi,13,1.0
nonhub1122,13,0.5
cal321,13,0.5
willybaw,13,0.5
alyszczarz,13,0.5
