toolname,class_id
0,0
1,1
0,2
2,2
3,2
2,3
3,3
4,3
0,4
5,4
15,4
0,5
1,5
2,5
3,5
6,5
8,6
0,6
4,6
7,6
16,7
9,7
4,7
13,7
10,8
11,9
12,10
14,10
17,11
0,12
1,12
18,12
5,12
19,13
20,14
21,15
19,16
37,16
22,16
23,17
24,18
18,18
3,18
7,18
25,19
26,20
27,21
0,22
9,22
12,22
0,23
1,23
2,23
3,23
4,23
0,24
1,24
2,25
2,26
3,26
0,27
1,28
2,29
3,29
4,29
4,30
5,30
6,30
7,31
8,32
0,32
1,32
9,33
10,34
11,35
12,36
15,36
13,37
17,37
22,37
24,37
25,37
14,38
16,39
18,40
23,40
19,41
20,42
21,43
0,44
4,44
1,45
5,45
0,46
1,46
5,46
8,46
0,47
1,47
2,47
3,47
35,47
5,47
38,47
15,47
23,47
26,47
2,48
4,48
5,48
6,48
7,48
11,48
14,48
16,48
19,48
6,49
0,50
1,51
3,52
4,53
0,54
1,55
0,56
2,56
1,57
3,57
0,58
1,58
1,59
2,59
3,59
0,60
3,60
4,60
11,61
5,61
7,61
6,62
0,63
1,63
2,63
5,63
6,63
9,63
0,64
0,65
1,66
2,67
3,68
4,69
5,70
9,71
6,71
7,71
8,72
0,72
2,72
10,73
11,74
12,75
13,75
0,76
2,76
4,76
14,76
15,77
0,78
1,78
2,78
8,78
16,78
17,78
18,79
19,79
3,80
0,81
0,82
0,83
1,83
2,83
3,83
0,84
0,85
1,85
3,86
4,87
0,88
3,88
6,88
0,89
1,89
2,89
3,89
4,89
10,90
7,90
8,91
0,92
1,92
2,92
1,93
2,94
1,95
6,96
8,97
9,98
0,99
0,100
1,100
0,101
2,102
4,102
3,103
1,104
4,104
6,104
7,104
9,104
10,104
11,104
15,104
16,104
17,104
18,104
20,104
21,104
26,104
31,104
4,105
7,105
0,106
5,106
8,106
12,106
14,106
15,106
17,106
18,106
19,106
22,106
24,106
29,106
30,106
32,107
2,107
9,107
12,107
13,107
16,107
19,107
23,107
25,107
28,107
2,108
3,108
23,109
1,110
0,111
1,112
2,113
0,114
1,115
2,116
3,116
4,117
5,118
6,119
0,120
1,121
0,122
1,123
2,124
0,125
1,126
3,127
4,128
0,129
17,129
20,129
6,129
0,130
0,131
0,132
0,133
1,133
3,133
13,133
0,134
1,134
2,134
7,135
8,136
2,136
9,137
10,138
11,139
12,140
13,141
15,142
17,143
3,144
4,145
5,146
0,147
3,147
1,148
2,149
4,150
5,151
6,152
8,153
7,153
9,154
0,155
1,155
2,156
3,157
0,158
1,158
3,158
1,159
2,159
0,160
2,160
7,160
0,161
17,161
2,161
1,161
0,162
1,162
2,162
18,162
20,162
21,162
0,163
1,163
5,163
6,163
2,164
3,165
0,166
0,167
1,168
2,168
3,169
4,170
0,171
1,172
2,173
0,174
1,174
3,174
4,174
8,174
5,175
6,176
7,176
9,177
0,178
1,179
2,180
3,181
4,182
5,183
6,184
0,185
0,186
1,186
1,187
2,187
0,188
0,189
1,190
2,191
0,192
1,192
2,192
1,193
2,194
9,195
3,195
1,195
6,196
8,197
9,198
28,198
10,199
27,199
12,200
13,201
31,201
15,202
16,203
22,204
39,204
0,205
1,205
2,206
3,206
4,207
6,207
7,208
10,209
1,210
34,210
2,210
11,210
16,210
12,211
18,212
21,213
3,214
4,214
22,214
24,215
25,216
29,217
30,218
32,219
33,220
36,221
0,222
1,222
3,222
6,223
2,224
3,225
10,226
3,226
13,227
11,227
5,227
27,228
6,228
22,228
8,229
0,230
1,230
2,230
3,230
4,230
7,231
0,232
1,233
2,233
4,233
2,234
3,235
1,236
7,237
3,238
0,239
1,240
2,241
3,242
0,243
0,244
0,245
0,246
0,247
0,248
1,249
3,249
4,249
5,249
6,249
7,249
8,249
9,249
10,249
12,249
13,249
14,249
15,249
16,249
17,249
18,249
19,249
2,250
11,251
0,252
0,253
3,253
4,253
5,253
8,254
1,254
6,254
7,254
10,255
11,256
0,257
1,258
0,259
1,260
2,261
0,262
