semester,number of clusters,cluster id,users in each cluster,unique institutions,institution list
,,35,30,1,['sp-tbi']
,,36,30,1,['university of reading']
,,37,29,1,"['indian institute of technology, patna']"
,,38,27,1,['universidad politÃ©cnica de madrid']
,,39,26,1,['drexel university']
,,40,26,1,['arizona state university']
,,41,26,5,"['uc berkeley', 'de la salle university', 'university of the philippines diliman', 'university of the philippines', 'Saint Louis University']"
,,42,25,3,"['arizona state university', 'massachusetts institute of technology (mit)', 'carnegie mellon university']"
,,43,25,2,"['indiana university', 'indiana university school of medicine']"
,,44,24,3,"['purdue university', 'elfys, inc.', 'florida international university']"
,,45,23,1,['unam']
,,46,22,0,[]
,,47,22,3,"['university of granada', 'zewail city of science and technology', 'indian institute of technology, madras']"
,,48,22,11,"['purdue university', 'university of texas at dallas', 'michigan technological university', 'uc berkeley', 'university of waterloo', 'universidad de santiago de chile', 'university of delaware', 'university of illinois at urbana-champaign', 'indian institute of technology (bhu) varanasi', 'university of southern california', 'lawrence berkeley national laboratory']"
,,49,21,3,"['yahoo', 'universidad nacional de cordoba', 'university of notre dame']"
,,50,20,1,"['ned university of engineering & technology, karachi']"
,,51,20,3,"['university of south florida', 'ball state university', 'University of South Alabama']"
,,52,20,1,['purdue university']
,,53,20,6,"['missouri state university', 'beihang university', 'monash university', 'shanghai jiao tong university', 'case western reserve university', 'guangdong technion-israel institute of technology']"
,,54,20,0,[]
,,55,20,2,"['university of pittsburgh', 'indian institute of technology, gandhinagar']"
,,56,20,2,"['universidad de los andes', 'gimnasio vermont']"
,,57,19,0,[]
,,58,19,1,['rensselaer polytechnic institute']
,,59,19,1,['columbia university in the city of new york']
,,60,19,2,"['politecnico di torino', 'florida international university']"
,,61,19,6,"['amity university', 'johns hopkins university', 'university of pennsylvania', 'university of delaware', 'uc santa barbara', 'graz university of technology']"
,,62,18,2,"['indiana university school of medicine', 'indiana university']"
,,63,18,2,"['university of michigan', 'wright state university']"
,,64,18,1,['purdue university']
,,65,18,2,"['cornell university', 'university of kentucky']"
,,66,18,6,"['university of udine', 'duke university', 'the university of texas at el paso', 'drexel university', 'university of pennsylvania', 'uc santa barbara']"
,,67,17,2,"['universidad eafit', 'lawrence technological university']"
,,68,17,1,['purdue university']
,,69,17,1,['texas a&m university']
,,70,17,0,[]
,,71,17,3,"['ucla', 'university of illinois at urbana-champaign', 'university of salerno']"
,,72,16,2,"['universidade do minho', 'inl  - international iberian nanotechnology laboratory']"
,,73,16,1,['Harvard University']
,,74,16,2,"['kth royal institute of technology', 'duke university']"
,,75,16,9,"['university of wisconsin-madison', 'purdue university', 'michigan state university', 'university of california, san diego', 'pasadena city college', 'brown university', 'university of puerto rico', 'University of Rochester', 'albion college']"
,,76,15,0,[]
,,77,15,0,[]
,,78,15,2,"['university of michigan', 'wentworth institute of technology']"
,,79,15,3,"['cairo university', 'university of florida', 'fayoum university']"
,,80,14,0,[]
,,81,14,1,['rensselaer polytechnic institute']
,,82,13,1,['penn state university']
,,83,13,3,"['university of the philippines', 'de la salle university', 'university of the philippines diliman']"
,,84,13,0,[]
,,85,13,4,"['purdue university', 'florida state university', 'Spelman College', 'idaho power company']"
,,86,13,3,"['penn state university', 'universitÃ\xa0 degli studi di cagliari', 'vesim - vivekanand institute of management studies and research']"
,,87,13,4,"['the university of southern mississippi', ""king's college london"", 'northwestern university', 'university of vermont']"
,,88,13,1,['virginia commonwealth university']
,,89,12,1,['wabash college']
,,90,12,0,[]
,,91,12,1,['wentworth institute of technology']
,,92,12,0,[]
,,93,12,4,"['university of florida', 'ball state university', 'bethel university', 'oregon state university']"
,,94,12,3,"['uc berkeley', 'Morgan State University', 'the university of texas at austin']"
,,95,12,3,"['national institute of technology srinagar', 'new york university', 'university of minnesota']"
,,96,11,1,['university of illinois at urbana-champaign']
,,97,11,0,[]
,,98,11,1,['arizona state university']
,,99,11,1,['University of Arizona']
,,100,11,3,"['vanderbilt university', 'universidad de cartagena', 'massachusetts institute of technology (mit)']"
,,101,11,3,"['unsw', 'rice university', 'university of michigan']"
,,102,11,4,"['clemson university', 'istanbul technical university', 'ufrgs', 'utec - universidad de ingenierÃ\xada y tecnologÃ\xada']"
,,103,10,2,"['purdue university', 'binghamton university']"
,,104,10,1,['university of florida']
,,105,10,0,[]
,,106,10,2,"['university of wisconsin-madison', 'viterbo university']"
,,107,10,0,[]
,,108,10,3,"['duke university', 'university of connecticut', 'arizona state university']"
,,109,10,2,"['university of virginia', 'princeton university']"
,,110,10,2,"['stevens institute of technology', 'universidad del valle de guatemala']"
,,111,10,5,"['university of minnesota', 'unsw', 'university of alberta', 'cargill', 'tulane university']"
,,112,9,1,['uc merced']
,,113,9,0,[]
,,114,9,3,"['shri mata vaishno devi university', 'third floor materials, inc.', 'national hellenic research foundation']"
,,115,9,1,['California Polytechnic State University San Luis Obispo']
,,116,9,4,"['purdue university', 'university of modena and reggio emilia', 'Harvard University', 'university of massachusetts amherst']"
,,117,9,1,['university of illinois at urbana-champaign']
,,118,9,2,"['university at buffalo', 'fer']"
,,119,9,2,"['purdue university', 'texas a&m university']"
,,120,9,1,['arizona state university']
,,121,9,1,['iiit delhi']
,,122,9,4,"['purdue university', 'university of michigan', 'university of florida', 'universitÃ© ibn tofail  - kÃ©nitra']"
,,123,8,1,['university of waterloo']
,,124,8,5,"['texas a&m university', 'omni nano', 'pasadena city college', 'oak crest institute of science', 'cableone advertising']"
,,125,8,1,['university of waterloo']
,,126,8,1,['purdue university']
,,127,8,0,[]
,,128,8,2,"['universitÃ© de montrÃ©al', 'mcgill university']"
,,129,8,0,[]
,,130,8,1,['Grand Valley State University']
,,131,8,1,['vellore institute of technology']
,,132,8,2,"['the ohio state university', 'cornell university']"
,,133,8,1,['karunya university']
,,134,8,3,"['universitÃ© de montrÃ©al', 'louisiana tech university', 'intel corporation']"
,,135,8,1,['uc berkeley']
,,136,8,2,"['ict prague', 'rice university']"
,,137,7,0,[]
,,138,7,1,['kursk state university (ksu)']
,,139,7,1,['boise state university']
,,140,7,1,['the university of texas at el paso']
,,141,7,1,['grupa onet.pl sa']
,,142,7,1,['southern illinois university']
,,143,7,1,['duke university']
,,144,7,4,"['purdue university', 'university of wisconsin-madison', 'university of california, san diego', 'university of bristol']"
,,145,7,1,['fer']
,,146,7,2,"['uc santa cruz', 'university of washington, program on the environment']"
,,147,7,5,"['sandia national laboratories', 'massachusetts institute of technology (mit)', 'virginia commonwealth university', 'the ohio state university', 'sabanci university']"
,,148,7,1,['university of new mexico']
,,149,7,0,[]
,,150,7,0,[]
,,151,7,2,"['university of sri jayewardenepura', 'university of rhode island']"
,,152,7,1,['university of illinois at chicago']
,,153,7,1,['university of trieste']
,,154,7,3,"['universidad nacional de san martin', 'yahoo', 'rice university']"
,,155,7,3,"['university of north carolina at chapel hill', 'Jefferson Philadelphia University Thomas Jefferson University', 'university of chicago']"
,,156,7,1,['sp-tbi']
,,157,7,1,['vellore institute of technology']
,,158,6,1,['purdue university']
,,159,6,3,"['greengates school', 'university of chicago', 'california state university, fullerton']"
,,160,6,1,['universiteit utrecht']
,,161,6,3,"['indian institute of technology, gandhinagar', 'university of virginia', 'seoul national university']"
,,162,6,1,['national chiao tung university']
,,163,6,0,[]
,,164,6,0,[]
,,165,6,2,"['university of florida', 'universiti teknologi malaysia']"
,,166,6,1,['lehigh university']
,,167,6,3,"['southern illinois university', 'kth royal institute of technology', 'american university in cairo']"
,,168,6,2,"['case western reserve university', 'clemson university']"
,,169,6,1,['uc berkeley']
,,170,6,1,['tsinghua university']
,,171,6,1,['uc berkeley']
,,172,6,4,"['Western Washington University', 'cornell university', 'university of delaware', 'university of houston']"
,,173,6,2,"['Augustana University', 'dartmouth college']"
,,174,6,0,[]
,,175,6,0,[]
,,176,6,1,['purdue university']
,,177,6,0,[]
,,178,6,1,['massachusetts institute of technology (mit)']
,,179,6,1,['university of south florida']
,,180,6,0,[]
,,181,5,1,['cairo university']
,,182,5,2,"['shiv nadar university', 'peking university']"
,,183,5,1,['California Polytechnic State University San Luis Obispo']
,,184,5,2,"['purdue university', 'university of massachusetts amherst']"
,,185,5,0,[]
,,186,5,2,"['tsinghua university', 'stony brook university']"
,,187,5,3,"['indiana university school of medicine', 'purdue university', 'university of utah']"
,,188,5,2,"['yachay tech university', 'university of illinois at urbana-champaign']"
,,189,5,0,[]
,,190,5,2,"['southern illinois university', 'coinspect']"
,,191,5,0,[]
,,192,5,1,['ivy tech community college']
,,193,5,3,"['ucla', 'zewail city of science and technology', 'universidad continental']"
,,194,5,0,[]
,,195,5,0,[]
,,196,5,2,"['purdue university', 'texas a&m university']"
,,197,5,1,['edmonds community college']
,,198,5,3,"['penn state university', 'university of minnesota', 'university of modena and reggio emilia']"
,,199,5,1,['universidad nacional de cordoba']
,,200,5,0,[]
,,201,5,3,"[""cea - commissariat Ã\xa0 l'Ã©nergie atomique et aux Ã©nergies alternatives"", 'purdue university', 'binghamton university']"
,,202,5,0,[]
,,203,5,1,['purdue university']
,,204,5,1,['vesim - vivekanand institute of management studies and research']
,,205,5,2,"['university of minnesota', 'university of notre dame']"
spring2021,243,1,130,11,"['university of udine', 'university of florida', 'intel corporation', 'arizona state university', 'boston university', 'Harvard University', 'cairo university', 'massachusetts institute of technology (mit)', 'indian institute of information technology, allahabad, india', 'The University of Tennessee Chattanooga', 'universiti teknologi malaysia']"
,,2,123,5,"['university of granada', 'utah state university', 'purdue university', 'bahria university', 'arizona state university']"
,,3,107,1,['purdue university']
,,4,96,5,"['iupui', 'universidad de costa rica', 'university of florida', 'national science foundation', 'massachusetts institute of technology (mit)']"
,,5,96,1,['purdue university']
,,6,96,14,"['silvaco inc', 'Kennesaw State University', 'university of florida', 'massachusetts institute of technology (mit)', 'heriot-watt university', 'university of padova', 'arizona state university', 'ucla', 'purdue university', 'uc berkeley', 'university of texas at dallas', 'Harvard University', 'university of california, riverside', 'university of utah']"
,,7,94,10,"['nazarbayev university', 'vellore institute of technology', 'bml munjal university', 'massachusetts institute of technology (mit)', 'universitÃ\xa0 degli studi di cagliari', 'Harvard University', 'bmsce', 'purdue university', 'universidad autÃ³noma de ciudad juÃ¡rez', 'brown university']"
,,8,93,11,"['universidad de santiago de compostela', 'university of california, san diego', 'shizuoka university', 'ohio university', 'arizona state university', 'university of southern california', 'university of bologna', 'northwestern university', 'wright state university', 'purdue university', 'universitÃ© laval']"
,,9,86,5,"['university of illinois at urbana-champaign', 'carnegie mellon university', 'boise state university', 'California Polytechnic State University San Luis Obispo', 'purdue university']"
,,10,84,11,"['ball state university', 'university of illinois at urbana-champaign', 'rmit university vietnam', 'ural federal university', 'Harvard University', 'university of massachusetts amherst', 'arizona state university', 'utah state university', 'universiti teknologi malaysia', 'rmit university', 'university of utah']"
,,11,74,14,"['the university of texas at el paso', 'arizona state university', 'abes engineering college', 'micron technology', 'universitÃ© de bordeaux', 'northwestern university', 'ned university of engineering & technology, karachi', 'Weber State University', 'Harvard University', 'Morgan State University', 'southern illinois university', 'ucla', 'university of turku', 'national institute of technology srinagar']"
,,12,70,1,['purdue university']
,,13,66,1,['arizona state university']
,,14,65,17,"['kaist', 'duke university', 'purdue university', 'amherst college', 'universidad de los andes', 'university of portland', 'carnegie mellon university', 'Whitworth University', 'university of trieste', 'dublin institute of technology', 'ball state university', 'new jersey institute of technology', 'Harvard University', 'university of delaware', 'arizona state university', 'massachusetts institute of technology (mit)', 'clark university']"
,,15,64,3,"['uc davis', 'national science foundation', 'university of california, riverside']"
,,16,62,4,"['university of florida', 'purdue university', 'Norfolk State University', 'Harvard University']"
,,17,60,3,"['university of florida', 'northwestern university', 'University of South Alabama']"
,,18,60,10,"['istanbul technical university', 'johns hopkins university', 'georgia institute of technology', 'cornell university', 'Harvard University', 'university of south carolina', 'University of Arizona', 'university of utah', 'university of minnesota', 'university college london']"
,,19,58,2,"['arizona state university', 'university of illinois at urbana-champaign']"
,,20,56,4,"['mynet', 'Harvard University', 'southern illinois university', 'arizona state university']"
,,21,49,12,"['villanova university', 'massachusetts institute of technology (mit)', 'Harvard University', 'dwarkadas j. sanghvi college of engineering', 'university of delaware', 'new york university', 'university of puerto rico', 'utah state university', 'wright state university', 'portland state university', 'rmit university', 'vellore institute of technology']"
,,22,47,11,"['purdue university', 'carnegie mellon university', 'northwestern university', 'texas a&m university', 'massachusetts institute of technology (mit)', 'oregon state university', 'north carolina state university', 'university of strathclyde', 'university of florida', 'University of Akron Main Campus', 'khalifa university']"
,,23,47,8,"['university of kashmir', 'university of illinois at urbana-champaign', 'heriot-watt university', 'California Polytechnic State University San Luis Obispo', 'shanghai jiao tong university', 'iupui', 'san jose state university', 'national science foundation']"
,,24,46,14,"['Catholic University of America', 'rensselaer polytechnic institute', 'university of michigan', 'ntnu', 'stanford university', 'cairo university', 'purdue university', 'universidad de cartagena', 'missouri s&t', 'lahore university of management sciences', 'saxion', ""queen's university belfast"", 'addis ababa university', 'columbia university in the city of new york']"
,,25,45,6,"['national university of singapore', 'arizona state university', 'Chicago State University', 'stanford university', 'ball state university', 'boston university']"
,,26,43,1,['politecnico di torino']
,,27,43,2,"['university of messina', 'indian institute of technology, kharagpur']"
,,28,40,4,"['university of twente', 'university of michigan', ""queen's university belfast"", 'university of illinois at urbana-champaign']"
,,29,39,6,"['yonsei university', 'massachusetts institute of technology (mit)', 'purdue university', 'Harvard University', 'arizona state university', 'university of illinois at urbana-champaign']"
,,30,37,1,['university of florida']
,,31,37,6,"['West Virginia University', 'drexel university', 'university of utah', 'university of washington, program on the environment', 'universitÃ© laval', 'tennessee technological university']"
,,32,36,2,"['arizona state university', 'Chicago State University']"
,,33,36,1,['Harvard University']
,,34,33,16,"['duke university', 'northwestern university', 'university of michigan', 'purdue university', 'university of illinois at urbana-champaign', 'University of North Dakota', 'university of bristol', 'rice university', 'university of thessaly', 'uc davis', 'university of illinois at chicago', 'The University of Alabama', 'university of california, san diego', 'university of delaware', 'los alamos national laboratory', 'georgia institute of technology']"
,,35,33,11,"['University of Arizona', 'purdue university', 'unam', ""queen's university belfast"", 'sandia national laboratories', 'eth zurich', 'the kressworks foundation', 'university of waterloo', 'university of washington, program on the environment', 'university of toronto', 'arizona state university']"
,,36,33,5,"['arizona state university', 'Harvard University', 'massachusetts institute of technology (mit)', 'cornell university', 'iupui']"
,,37,32,17,"['Santa Clara University', 'rutgers university', 'purdue university', 'georgia institute of technology', 'penn state university', 'university of puerto rico', 'epfl (Ã©cole polytechnique fÃ©dÃ©rale de lausanne)', 'university of minnesota', 'university of nebraskaâ\x80\x93lincoln', 'universidad nacional de colombia', 'northwestern university', 'university of chicago', 'lehigh university', 'uc davis', 'new mexico tech', 'university of illinois at chicago', 'ames laboratory']"
,,38,32,2,"['national science foundation', 'Norfolk State University']"
,,39,31,4,"['massachusetts institute of technology (mit)', 'swansea university', 'rochester institute of technology', 'university of minnesota']"
,,40,31,2,"['indian institute of technology, gandhinagar', 'ball state university']"
,,41,31,8,"['australian national university', 'West Virginia University', 'university of florida', 'drexel university', 'university of barcelona', 'universidade estadual de campinas', 'universitÃ© laval', 'ucla']"
,,42,30,2,"['uc davis', 'university of central florida']"
,,43,29,10,"['stanford university', 'university of minnesota', 'Harvard University', 'University of Maine', 'brno university of technology', 'faculty of technical sciences, university of novi sad', 'ball state university', 'university of kentucky', 'cornell university', 'national science foundation']"
,,44,27,6,"['universidad nacional de colombia', 'purdue university', 'university of texas at dallas', 'university of cambridge', 'Savannah State University', 'university of michigan']"
,,45,27,2,"['Harvard University', 'Chicago State University']"
,,46,27,1,['national research university - higher school of economics']
,,47,27,8,"['university of minnesota', 'universidad nacional de cordoba', 'ntnu', 'ball state university', 'seoul national university', 'the university of hong kong', 'auburn university', 'politecnico di milano']"
,,48,27,1,['massachusetts institute of technology (mit)']
,,49,26,2,"['southern illinois university', 'the university of texas at el paso']"
,,50,26,1,['massachusetts institute of technology (mit)']
,,51,25,3,"['indiana university school of medicine', 'indiana university', 'iupui']"
,,52,25,2,"['brno university of technology', 'Weber State University']"
,,53,25,4,"['columbia university in the city of new york', 'North Carolina A T State University', 'university of naples federico ii', 'universidad nacional mayor de san marcos']"
,,54,24,2,"['north carolina state university', 'universidad de los andes']"
,,55,23,7,"['university of notre dame', 'the cyprus institute', 'boise state university', 'qsar lab', 'Harvard University', 'stony brook university', 'university of illinois at urbana-champaign']"
,,56,23,11,"['university of south florida', 'Naval Postgraduate School', 'cornell university', 'university of the philippines', 'indian institute of technology, gandhinagar', 'purdue university', 'lehigh university', 'University of Mississippi', 'university of rwanda', 'pontificia universidad catÃ³lica del peru - pucp', 'texas a&m university']"
,,57,23,2,"['politecnico di torino', 'the university of manchester']"
,,58,23,5,"['uc berkeley', 'brno university of technology', 'university of florida', 'national university of singapore', 'university of california, riverside']"
,,59,22,2,"['national chiao tung university', 'purdue university']"
,,60,22,8,"['university of puerto rico', 'milwaukee public schools', 'dodgeland school district', 'university of wisconsin-madison', 'madison metropolitan school district', 'university of illinois at urbana-champaign', 'carroll university', 'Harvard University']"
,,61,22,9,"['purdue university', 'arizona state university', 'ucla', 'yahoo', 'universidad de cantabria', 'binghamton university', 'los alamos national laboratory', 'university of waterloo', 'university of wisconsin milwaukee']"
,,62,21,1,['politecnico di torino']
,,63,21,1,['purdue university']
,,64,21,9,"['massachusetts institute of technology (mit)', 'universidad de extremadura', 'arizona state university', 'ball state university', 'iupui', 'university of massachusetts amherst', 'Chicago State University', 'Harvard University', 'university of sheffield']"
,,65,21,3,"['university of michigan', ""queen's university belfast"", 'universidad nacional mayor de san marcos']"
,,66,21,1,['yonsei university']
,,67,20,2,"['arizona state university', 'skit jaipur']"
,,68,20,1,['ucla']
,,69,19,8,"['university of louisville', 'university of trento', 'universidade estadual de campinas', 'university of johannesburg', 'technical university of denmark', 'california state university, northridge', 'massachusetts institute of technology (mit)', 'mcgill university']"
,,70,19,2,"['university of wisconsin-madison', 'boston university']"
,,71,19,1,['boise state university']
,,72,19,7,"['university of modena and reggio emilia', 'massachusetts institute of technology (mit)', 'universidad de mÃ¡laga', 'The University of Tennessee Chattanooga', 'Tacoma Community College', 'national science foundation', 'arizona state university']"
,,73,19,1,['villanova university']
,,74,19,3,"['texas state university', 'university of florida', 'universiti sains malaysia']"
,,75,19,2,"['purdue university', 'north carolina state university']"
,,76,19,7,"['Excelsior College', 'Widener University', 'technische universitÃ¤t mÃ¼nchen', 'university of kentucky', 'university of pittsburgh', 'arizona state university', 'university of toronto']"
,,77,19,8,"['ucla', 'shiv nadar university', 'universidade estadual de ponta grossa', 'University of Akron Main Campus', 'stanford university', 'utah state university', 'northwestern university', 'yonsei university']"
,,78,18,2,"['zewail city of science and technology', 'iiser bhopal']"
,,79,18,2,"['politecnico di torino', 'portland state university']"
,,80,18,1,['university of michigan']
,,81,18,4,"['arizona state university', 'uc berkeley', 'university of hyderabad', 'university of sheffield']"
,,82,17,2,"['arizona state university', 'university of padova']"
,,83,17,2,"['university of calgary', 'minnesota state university, mankato']"
,,84,16,3,"['Grand Valley State University', 'clear spring high school', 'massachusetts institute of technology (mit)']"
,,85,16,1,['bits']
,,86,16,4,"['arizona state university', 'Harvard University', 'wright state university', 'university of california, riverside']"
,,87,16,7,"[""queen's university belfast"", 'unsw', 'lakehead university', 'istanbul technical university', 'university of houston', 'University of Rochester', 'university of new brunswick']"
,,88,15,2,"['university of chicago', 'city colleges of chicago']"
,,89,15,1,['duke university']
,,90,15,6,"['michigan state university', 'university of delaware', 'nanjing normal university', 'vellore institute of technology', 'massachusetts institute of technology (mit)', 'portland state university']"
,,91,15,4,"['university of illinois at urbana-champaign', 'university of missouri system', 'missouri s&t', 'oak ridge national laboratory']"
,,92,15,1,['purdue university']
,,93,15,4,"['b.i.t. mesra, ranchi', 'iit mandi', 'ball state university', 'arizona state university']"
,,94,15,4,"['stanford university', 'arizona state university', 'Harvard University', 'cornell university']"
,,95,15,1,['university of florida']
,,96,15,1,['virginia commonwealth university']
,,97,14,1,['Grand Valley State University']
,,98,14,1,['universidad de mÃ¡laga']
,,99,14,1,['university of modena and reggio emilia']
,,100,14,2,"['university of nebraskaâ\x80\x93lincoln', 'universidade estadual de campinas']"
,,101,14,1,['arizona state university']
,,102,14,2,"['zewail city of science and technology', 'north south university']"
,,103,14,1,"['indian institute of technology, bombay']"
,,104,13,1,['uc davis']
,,105,13,9,"['marshall university', 'epfl (Ã©cole polytechnique fÃ©dÃ©rale de lausanne)', 'purdue university', 'university of missouri', 'csir', 'vinca institute of nuclear sciences', 'university of illinois at urbana-champaign', 'the university of texas at el paso', 'the university of manchester']"
,,106,13,3,"['SUNY Polytechnic Institute', 'suny polytechnic institute', 'Chicago State University']"
,,107,13,4,"['arizona state university', 'purdue university', 'cornell university', 'Harvard University']"
,,108,13,8,"['universidad de santiago de chile', 'arizona state university', 'lawrence berkeley national laboratory', 'university of california, san diego', 'ufpe', 'university of illinois at urbana-champaign', 'uc berkeley', 'national university of singapore']"
,,109,12,7,"['San Francisco State University', 'cornell university', 'ball state university', 'university of central florida', 'the university of texas at el paso', 'tufts university', 'the ohio state university']"
,,110,12,4,"['university of illinois at urbana-champaign', 'university of florida', 'national science foundation', 'arizona state university']"
,,111,12,2,"['University of South Alabama', 'stanford university']"
,,112,12,2,"['northwestern university', 'university of calgary']"
,,113,12,1,['stanford university']
,,114,12,1,['cornell university']
,,115,12,3,"['oberlin college', 'iit mandi', 'north south university']"
,,116,12,2,"['dongguk university', 'vesim - vivekanand institute of management studies and research']"
,,117,12,4,"['university of illinois at urbana-champaign', 'north carolina state university', 'politecnico di milano', 'chongqing university']"
,,118,11,2,"['skit jaipur', 'university of washington, program on the environment']"
,,119,11,1,['iupui']
,,120,11,1,['sse plc']
,,121,11,1,['purdue university']
,,122,11,0,[]
,,123,11,4,"['northwestern university', 'dalhousie university', 'bundesanstalt fÃ¼r materialforschung und -prÃ¼fung', 'istituto italiano di tecnologia']"
,,124,11,1,['kaunas university of technology']
,,125,11,1,['arizona state university']
,,126,11,1,['kth royal institute of technology']
,,127,11,1,['binghamton university']
,,128,11,1,['lahore university of management sciences']
,,129,11,6,"['metu', ""xi'an jiaotong university"", 'cornell university', 'national science foundation', 'uc santa cruz', 'marshall university']"
,,130,11,4,"['Texas Tech University', 'yachay tech university', 'arizona state university', 'sri sathya sai institute of higher learning']"
,,131,10,7,"['university of maryland baltimore county', 'university of puerto rico', 'ned university of engineering & technology, karachi', 'university of rome ""la sapienza""', 'university of wisconsin-madison', 'arizona state university', 'indian institute of science education and research, thiruvananthapuram']"
,,132,10,7,"['university of toronto', 'caltech', 'north carolina state university', 'universidad nacional de colombia', 'seoul national university', 'birzeit university', 'villanova university']"
,,133,10,4,"['Wheaton College', 'ivy tech community college', 'university of washington, program on the environment', 'minnesota state university, mankato']"
,,134,10,2,"['indian institute of information technology, allahabad, india', 'universiti teknologi malaysia']"
,,135,10,1,['universidad de los andes']
,,136,10,3,"['nanyang technological university', 'universitÃ© de sherbrooke', 'duke university']"
,,137,10,3,"['physikalisch-technische bundesanstalt, ptb', 'wright state university', 'university of dayton']"
,,138,10,3,"['The University of Alabama', 'universidad de los andes', 'university of delaware']"
,,139,9,4,"['university of southern california', 'university of wisconsin - whitewater', 'arizona state university', 'university of bologna']"
,,140,9,1,['vesim - vivekanand institute of management studies and research']
,,141,9,2,"['university of missouri', 'university of missouri system']"
,,142,9,2,"['instec', 'university of illinois at chicago']"
,,143,9,2,"['aol', 'purdue university']"
,,144,9,1,['purdue university']
,,145,9,3,"['Kennesaw State University', 'georgia southern university', 'university of delaware']"
,,146,9,4,"['stanford university', 'cornell university', 'ball state university', 'arizona state university']"
,,147,9,1,['California Polytechnic State University San Luis Obispo']
,,148,9,1,['swansea university']
,,149,9,4,"['lawrence livermore national laboratory', 'cornell university', 'ita', 'texas a&m university']"
,,150,9,3,"['university of granada', 'northwestern university', 'george washington university']"
,,151,9,4,"['shinshu university', 'university of illinois at urbana-champaign', 'university of patras', 'mcgill university']"
,,152,9,4,"['university of illinois at urbana-champaign', 'arizona state university', 'the university of texas at el paso', 'massachusetts institute of technology (mit)']"
,,153,9,1,['binghamton university']
,,154,8,2,"['university of colorado boulder', 'ball state university']"
,,155,8,6,"['university of iceland', 'northwestern university', 'university of california, riverside', 'purdue university', 'university of california, san diego', 'university of illinois at chicago']"
,,156,8,1,['purdue university']
,,157,8,1,['arizona state university']
,,158,8,5,"['air force institute of technology', 'purdue university', 'university of warwick', 'university of illinois at urbana-champaign', 'university of florida']"
,,159,8,4,"['columbia university in the city of new york', 'nanjing university', 'Harvard University', 'universidad de santiago de chile']"
,,160,8,1,['swansea university']
,,161,8,2,"['purdue university', 'texas a&m university']"
,,162,8,1,['the university of texas at austin']
,,163,8,1,['massachusetts institute of technology (mit)']
,,164,8,3,"['north south university', 'university of hawaii at manoa', 'rwth aachen university']"
,,165,8,3,"['universidad nacional de colombia', 'university of calgary', 'cornell university']"
,,166,8,4,"['indian institute of technology, bhubaneswar', 'arizona state university', 'northwestern university', 'boston university']"
,,167,8,6,"['stanford university', 'wright state university', 'nanjing university', 'university of washington, program on the environment', 'lehigh university', 'cedarville university']"
,,168,8,0,[]
,,169,8,6,"['north carolina state university', 'university of bath', 'university of bologna', 'Chicago State University', 'skolkovo institute of science and technology', 'southeast university']"
,,170,7,5,"['maryville college', 'the university of texas at austin', 'university of toronto', 'brigham young university', 'amgen']"
,,171,7,2,"['east penn school district', 'lehigh university']"
,,172,7,3,"['arizona state university', 'massachusetts institute of technology (mit)', 'purdue university']"
,,173,7,2,"['bits', 'Harvard University']"
,,174,7,2,"['arizona state university', 'Chicago State University']"
,,175,7,1,['politecnico di torino']
,,176,7,2,"['university of missouri', 'university of missouri system']"
,,177,7,3,"['Chicago State University', 'arizona state university', 'stanford university']"
,,178,7,0,[]
,,179,7,3,"['mcmaster university', 'purdue university', 'university of michigan']"
,,180,7,0,[]
,,181,7,1,['ball state university']
,,182,7,1,['Harvard University']
,,183,6,4,"['the university of texas at austin', 'New Mexico State University Main Campus', 'purdue university', 'uc berkeley']"
,,184,6,1,['clemson university']
,,185,6,1,['purdue university']
,,186,6,4,"['the university of manchester', 'universidad de mÃ¡laga', 'university of washington, program on the environment', 'iupui']"
,,187,6,3,"['florida a&m university', 'Bethune Cookman University', 'Miami Dade College']"
,,188,6,5,"['university of missouri', 'ball state university', 'sggsie&t, nanded', 'Harvard University', 'arizona state university']"
,,189,6,1,['purdue university']
,,190,6,0,[]
,,191,6,3,"['university of south florida', 'clemson university', 'university of utah']"
,,192,6,1,['iiui']
,,193,6,1,['technische universitÃ¤t mÃ¼nchen']
,,194,6,2,"['purdue university', 'pasadena city college']"
,,195,6,1,['politecnico di torino']
,,196,6,1,['graz university of technology']
,,197,6,1,['massachusetts institute of technology (mit)']
,,198,6,0,[]
,,199,6,3,"['universidad de santiago de chile', 'Chicago State University', 'universidad nacional de cordoba']"
,,200,6,2,"['virginia commonwealth university', 'arizona state university']"
,,201,6,1,['university of florida']
,,202,6,0,[]
,,203,6,1,['vesim - vivekanand institute of management studies and research']
,,204,5,1,['Kennesaw State University']
,,205,5,2,"['shiv nadar university', 'university of the philippines']"
,,206,5,1,['university of pittsburgh']
,,207,5,3,"['university of illinois at chicago', 'Whitworth University', 'universidad de los andes']"
,,208,5,0,[]
,,209,5,3,"['purdue university', 'university of florida', 'penn state university']"
,,210,5,2,"['Norfolk State University', 'university of nevada las vegas']"
,,211,5,1,['stanford university']
,,212,5,3,"['national institute of technology srinagar', 'national chiao tung university', 'north south university']"
,,213,5,4,"['arizona state university', 'universidad de los andes', 'carnegie mellon university', 'rochester institute of technology']"
,,214,5,4,"['purdue university', 'university of central florida', 'arizona state university', 'uc santa cruz']"
,,215,5,1,['university of wisconsin-madison']
