semester,number of clusters,cluster id,users in each cluster,unique institutions,institution list
,,14,29,5,"['cairo university', 'Chicago State University', 'american university in cairo', 'ieee', 'Harvard University']"
,,15,27,15,"['Naval Postgraduate School', 'southern illinois university', 'ibm', 'indian institute of technology, delhi', 'Claremont Graduate University', 'cornell university', 'university of barcelona', 'the ohio state university', 'university of udine', 'stevens institute of technology', 'institut de ciÃ¨ncia de materials de barcelona (icmab - csic)', 'duke university', 'massachusetts institute of technology (mit)', 'nvidia', 'national university of singapore']"
,,16,26,8,"['intel corporation', 'purdue university', 'university of california, riverside', 'georgia institute of technology', 'texas a&m university', 'university of barcelona', 'north carolina state university', 'university of new mexico']"
,,17,26,1,['the university of texas at el paso']
,,18,25,2,"['gwangju institute of science & technology', 'university of texas at dallas']"
,,19,25,4,"['ubon ratchathani university', 'boise state university', 'purdue university', 'indian institute of technology, bombay']"
,,20,24,0,[]
,,21,24,1,['united business student senate']
,,22,24,4,"['the university of texas at austin', 'sohu.com', 'purdue university', 'kth royal institute of technology']"
,,23,23,1,['purdue university']
,,24,23,2,"['University of Toledo', 'purdue university']"
,,25,22,2,"['drexel university', 'purdue university']"
,,26,22,9,"['rwth aachen university', 'brown university', 'ntnu', 'wright state university', 'epfl (Ã©cole polytechnique fÃ©dÃ©rale de lausanne)', 'chalmers university of technology', 'ben gurion university of the negev', 'stanford university', 'north carolina state university']"
,,27,22,2,"['cornell university', 'washington state university']"
,,28,20,2,"['north carolina state university', 'universidad de los andes']"
,,29,18,1,['northwestern university']
,,30,18,1,['university of illinois at urbana-champaign']
,,31,18,1,['university of portland']
,,32,18,2,"['university of potsdam', 'queensland university of technology']"
,,33,17,3,"['madigan army medical center', 'dynamics research corporation', 'university of new mexico']"
,,34,17,1,['purdue university']
,,35,16,1,['university of illinois at urbana-champaign']
,,36,16,8,"['georgia institute of technology', 'purdue university', 'university of new mexico', 'intel corporation', 'caltech', 'university of notre dame', 'globalfoundries', 'massachusetts institute of technology (mit)']"
,,37,16,4,"['duke university', 'university of new mexico', 'clemson university', 'korea institute of science and technology']"
,,38,15,2,"['cornell university', 'purdue university']"
,,39,15,5,"['metamaterial technologies inc.', 'university of alberta', 'university at buffalo', 'university of dayton', 'wright state university']"
,,40,14,0,[]
,,41,14,1,['university of illinois at urbana-champaign']
,,42,13,1,"['california state university, fullerton']"
,,43,13,2,"['southwest research institute', 'kth royal institute of technology']"
,,44,12,2,"['northwestern university', 'The University of Alabama']"
,,45,12,1,['university of illinois at urbana-champaign']
,,46,12,2,"['Chicago State University', 'university of illinois at urbana-champaign']"
,,47,12,1,['purdue university']
,,48,12,2,"['purdue university', 'ieee']"
,,49,12,1,['university of michigan']
,,50,11,2,"['massachusetts institute of technology (mit)', 'wright state university']"
,,51,11,2,"['mcgill university', 'university of vermont']"
,,52,10,2,"['carleton university', 'university of ottawa']"
,,53,10,2,"['north carolina state university', 'universidad de los andes']"
,,54,10,7,"['universidad eafit', 'Worcester Polytechnic Institute', 'arizona state university', 'helmholtz zentrum berlin', 'universitat rovira i virgili', 'university of maryland', 'boise state university']"
,,55,9,2,"['cornell university', 'university of minnesota']"
,,56,9,1,['university of illinois at urbana-champaign']
,,57,9,2,"['university of illinois at urbana-champaign', 'purdue university']"
,,58,9,1,['university of minnesota']
,,59,9,3,"['sandia national laboratories', 'old dominion university', 'university of alberta']"
,,60,9,4,"['shiv nadar university', 'universidad de los andes', 'the university of texas at el paso', 'penn state university']"
,,61,9,4,"['the university of texas at el paso', 'universidad de los andes', 'florida international university', 'purdue university']"
,,62,8,2,"['the university of texas at austin', 'West Virginia University']"
,,63,8,2,"['university of bath', 'fer']"
,,64,8,1,['northwestern university']
,,65,8,3,"['Chippewa Valley Technical College', 'hkust', 'cornell university']"
,,66,8,2,"['bae systems', 'university of illinois at urbana-champaign']"
,,67,8,1,['Chicago State University']
,,68,8,3,"['virginia commonwealth university', 'university of california, san diego', 'intel corporation']"
,,69,7,1,['university of twente']
,,70,7,1,['northwestern university']
,,71,7,1,['boise state university']
,,72,7,0,[]
,,73,7,2,"['american university in cairo', 're/max partners']"
,,74,7,1,['purdue university']
,,75,7,0,[]
,,76,7,2,"['argonne national laboratory', 'amo gmbh']"
,,77,7,5,"['clemson university', 'national institute of standards and technology', 'asylum research, an oxford instruments company', 'national science foundation', 'eth zurich']"
,,78,7,5,"['universidad autÃ³noma de madrid', 'brown university', 'uc berkeley', 'rwth aachen university', 'university of california, san diego']"
,,79,6,1,['university of pennsylvania']
,,80,6,1,['university of illinois at urbana-champaign']
,,81,6,1,['university of louisville']
,,82,6,1,['arizona state university']
,,83,6,0,[]
,,84,6,3,"['purdue university', 'university of notre dame', 'arizona state university']"
,,85,6,1,['duke university']
,,86,6,4,"['Norfolk State University', 'university of toronto', 'massachusetts institute of technology (mit)', 'University of Washington Seattle Campus']"
,,87,6,1,['national institute of standards and technology']
,,88,6,1,['cern']
,,89,6,2,"['sgenia', 'nasa']"
,,90,6,1,['kth royal institute of technology']
,,91,5,1,['sohu.com']
,,92,5,3,"['university of michigan', 'university of wisconsin milwaukee', 'impression technologies ltd']"
,,93,5,2,"['georgia institute of technology', 'massachusetts institute of technology (mit)']"
,,94,5,2,"['universidad de los andes', 'the university of texas at el paso']"
,,95,5,3,"[""cea - commissariat Ã\xa0 l'Ã©nergie atomique et aux Ã©nergies alternatives"", 'purdue university', 'the university of texas at el paso']"
,,96,5,4,"['graz university of technology', 'louisiana tech university', 'the ohio state university', 'university of wisconsin-madison']"
,,97,5,4,"['rutgers university', 'yonsei university', 'university of illinois at urbana-champaign', 'unsw']"
,,98,5,2,"['university of saskatchewan', 'University of Akron Main Campus']"
,,99,5,1,['purdue university']
,,100,5,2,"['university of bologna', 'university of sheffield']"
,,101,5,1,['massachusetts institute of technology (mit)']
,,102,5,0,[]
,,103,5,1,['purdue university']
,,104,5,1,['rensselaer polytechnic institute']
,,105,5,3,"['purdue university', 'university of southern california', 'university of pennsylvania']"
,,106,5,4,"['carnegie mellon university', 'university of vermont', 'illinois institute of technology', 'arkex']"
spring2013,119,1,218,1,['northwestern university']
,,2,128,2,"['university of illinois at urbana-champaign', 'arizona state university']"
,,3,124,15,"['Grand Valley State University', 'kaist', 'kth royal institute of technology', 'cairo university', 'rensselaer polytechnic institute', 'university of toronto', 'universidad de los andes', 'southern polytechnic state university', ""cea - commissariat Ã\xa0 l'Ã©nergie atomique et aux Ã©nergies alternatives"", 'princeton university', 'university of saskatchewan', 'randleman middle school', 'imec', 'rochester institute of technology', 'University of Arizona']"
,,4,97,4,"['northwestern university', 'Saint Xavier University', 'university of new mexico', 'The University of Alabama']"
,,5,74,7,"['purdue university', 'university of warwick', 'Walla Walla University', 'universidad de antioquia', 'university of milan', 'btu cottbus', 'electrical engineering institute ""nikola tesla""']"
,,6,70,6,"['northwestern university', 'the university of british columbia', 'ensicaen-university of caen', 'University of Mary Washington', 'purdue university', 'clemson university']"
,,7,62,1,['purdue university']
,,8,59,2,"['purdue university', 'portland state university']"
,,9,53,4,"['north carolina state university', 'aim professional group', 'pentabside', 'pwr racing team']"
,,10,47,11,"['lahore university of management sciences', 'Onondaga Community College', 'university of illinois at urbana-champaign', 'tu dresden', 'southern illinois university', 'purdue university', 'freie universitÃ¤t berlin', 'rensselaer polytechnic institute', 'university of california, san diego', 'illinois business consulting', 'epfl (Ã©cole polytechnique fÃ©dÃ©rale de lausanne)']"
,,11,46,4,"['iowa state university', 'mapper lithography', 'national institute of standards and technology', 'intel corporation']"
,,12,41,2,"['the ohio state university', 'aim professional group']"
,,13,37,5,"['imec', 'stanford university', 'university of wisconsin-madison', 'duke university', 'southern polytechnic state university']"
,,14,35,4,"['university of illinois at urbana-champaign', 'purdue university', 'iowa state university', 'university of oregon']"
,,15,33,13,"['purdue university', 'university of notre dame', 'arizona state university', 'kaust', 'university of new mexico', 'universidad pontificia bolivariana', 'micron technology', 'lehigh university', 'john deere', 'intel corporation', 'university of dayton', 'university of colorado boulder', 'Texas A M University Commerce']"
,,16,29,3,"['purdue university', 'iupui', 'georgia institute of technology']"
,,17,27,4,"['cairo university', 'Chicago State University', 'american university in cairo', 'ieee']"
,,18,25,4,"['imperial college london', 'purdue university', 'Harvard University', 'freescale semiconductor']"
,,19,25,2,"['seznam.cz', 'brno university of technology']"
,,20,24,2,"['purdue university', 'university of hamburg']"
,,21,24,8,"['ball state university', 'sandia national laboratories', 'sperry van ness', 'arizona state university', 'purdue university', 'Norfolk State University', 'iowa state university', 'george mason university']"
,,22,23,1,['university of illinois at urbana-champaign']
,,23,23,1,['university of illinois at urbana-champaign']
,,24,22,3,"['university of illinois at urbana-champaign', 'purdue university', 'nanyang technological university']"
,,25,22,1,['uc santa barbara']
,,26,22,1,['purdue university']
,,27,21,4,"['indiana university school of medicine', 'iupui', 'purdue university', 'University of Washington Seattle Campus']"
,,28,21,1,['binghamton university']
,,29,21,2,"['nextel, argentina', 'kth royal institute of technology']"
,,30,18,1,['university of illinois at urbana-champaign']
,,31,18,1,['northwestern university']
,,32,18,2,"['unsw', 'queensland university of technology']"
,,33,17,1,['university of illinois at urbana-champaign']
,,34,17,3,"['university of illinois at urbana-champaign', 'arizona state university', 'kansas state university foundation']"
,,35,16,1,['university of illinois at urbana-champaign']
,,36,16,3,"['lsi corporation', 'clemson university', 'purdue university']"
,,37,15,4,"['purdue university', 'rochester institute of technology', 'forschungszentrum jÃ¼lich', 'Naval Postgraduate School']"
,,38,14,1,['the university of texas at el paso']
,,39,14,1,['cornell university']
,,40,14,1,['united business student senate']
,,41,14,1,['united business student senate']
,,42,14,8,"['clarkson university', 'micron technology', 'north carolina state university', 'Worcester Polytechnic Institute', 'john deere', 'oregon state university', 'swansea university race engineering', 'ngee ann polytechnic']"
,,43,13,3,"['ku leuven', 'university of california, riverside', 'university of southern california']"
,,44,13,1,['southern polytechnic state university']
,,45,13,3,"['northwestern university', 'Colorado College', 'technische universitÃ¤t mÃ¼nchen']"
,,46,13,4,"['the university of texas at el paso', 'edf', 'seznam.cz', 'clemson university']"
,,47,11,2,"['university of illinois at urbana-champaign', 'illinois business consulting']"
,,48,11,2,"['national oilwell varco', 'repsol']"
,,49,10,1,['koÃ§ university']
,,50,10,4,"['the university of texas at austin', 'uc berkeley', 'ntnu', 'New Mexico State University Main Campus']"
,,51,10,1,['the university of texas at el paso']
,,52,10,1,['koÃ§ university']
,,53,10,1,['purdue university']
,,54,10,1,['university of granada']
,,55,10,2,"['uc santa barbara', 'university of colorado boulder']"
,,56,10,4,"['hkust', 'university of illinois at chicago', 'tu delft', 'purdue university']"
,,57,9,1,['arizona state university']
,,58,9,1,['fachhochschule jena']
,,59,9,1,['purdue university']
,,60,8,2,"['uc merced', 'university of southern california']"
,,61,8,1,['university of hertfordshire']
,,62,8,2,"['the university of texas at el paso', 'southern illinois university']"
,,63,8,3,"['cornell university', 'seoul national university', 'university of calgary']"
,,64,8,1,['West Virginia University']
,,65,8,3,"['university of kurdistan', 'the university of texas at el paso', 'universitÃ© de liÃ¨ge (ulg)']"
,,66,8,2,"['the university of texas at austin', 'purdue university']"
,,67,8,2,"['lord shiva temple in moscow', 'universitatea ovidius din constanta']"
,,68,7,2,"['purdue university', 'lfoundry']"
,,69,7,2,"['computer vision center', 'universitat autÃ²noma de barcelona']"
,,70,7,2,"['stanford university', 'universidad de los andes']"
,,71,7,3,"['columbia university in the city of new york', 'pacific northwest national laboratory', 'northwestern university']"
,,72,6,2,"['massachusetts institute of technology (mit)', 'bracnet limited']"
,,73,6,1,['massachusetts institute of technology (mit)']
,,74,6,1,['missouri s&t']
,,75,6,2,"['science museum of minnesota', 'Erie Community College']"
,,76,6,2,"['consiglio nazionale delle ricerche', 'purdue university']"
,,77,6,0,[]
,,78,6,2,"['vanderbilt university', 'the ohio state university']"
,,79,6,0,[]
,,80,6,2,"['brno university of technology', 'seznam.cz']"
,,81,6,1,['iupui']
,,82,6,1,"['university of california, riverside']"
,,83,6,1,['mcgill university']
,,84,6,3,"['purdue university', 'peking university', ""universitÃ© d'aix-marseille""]"
,,85,6,2,"['national university of singapore', 'technische universitÃ¤t berlin']"
,,86,6,1,['massachusetts institute of technology (mit)']
,,87,6,1,['cornell university']
,,88,6,1,['ecole centrale paris']
,,89,6,2,"['rutgers university', 'illinois institute of technology']"
,,90,6,2,"['university college london', 'purdue university']"
,,91,6,4,"['michigan state university', 'zhejiang university', 'seoul national university', 'massachusetts institute of technology (mit)']"
,,92,6,1,['arizona state university']
,,93,5,0,[]
,,94,5,2,"['brno university of technology', 'seznam.cz']"
,,95,5,1,['brno university of technology']
,,96,5,1,['stanford university']
,,97,5,2,"['purdue university', 'the university of nottingham malaysia campus']"
,,98,5,0,[]
,,99,5,2,"['university of bologna', 'university of virginia']"
,,100,5,0,[]
,,101,5,1,['mcgill university']
,,102,5,0,[]
,,103,5,1,['hasselt university']
,,104,5,1,['seznam.cz']
,,105,5,2,"['wright state university', 'university of south florida']"
,,106,5,3,"['university of groningen', 'stony brook university', 'university of notre dame']"
,,107,5,2,"['ens lyon', 'university of warwick']"
,,108,5,0,[]
,,109,5,3,"['university of texas at dallas', 'iupui', ""cea - commissariat Ã\xa0 l'Ã©nergie atomique et aux Ã©nergies alternatives""]"
,,110,5,2,"['University of Wisconsin Platteville', 'grupa onet.pl sa']"
,,111,5,2,"['drexel university', 'purdue university']"
,,112,5,1,['university of illinois at chicago']
,,113,5,3,"['university of bologna', 'synopsys', 'philips']"
,,114,5,1,['purdue university']
,,115,5,1,['arizona state university']
,,116,5,1,['university of illinois at urbana-champaign']
,,117,5,2,"['foster + partners', 'hunan university']"
,,118,5,3,"['cairo university', 'university of alberta', 'Norfolk State University']"
,,119,5,2,"['northwestern university', 'louisiana tech university']"
fall2013,102,1,153,1,['northwestern university']
,,2,139,2,"['university of illinois at urbana-champaign', 'boston university']"
,,3,123,1,['purdue university']
,,4,101,11,"['arizona state university', 'brigham young university', 'universidad de los andes', 'university of texas at dallas', 'university of maryland baltimore county', 'Manhattan College', 'unsw', 'university of illinois at urbana-champaign', 'universitÃ© paris-sud', 'university of new mexico', 'university of notre dame']"
,,5,64,3,"['purdue university', 'ieee', 'southern illinois university']"
,,6,60,1,['university of reading']
,,7,59,4,"['kaist', 'wright state university', 'stanford university', 'arizona state university']"
,,8,51,6,"['the university of texas at el paso', 'university of illinois at urbana-champaign', 'university of texas at dallas', 'southern polytechnic state university', 'purdue university', 'City College of San Francisco']"
,,9,49,2,"['purdue university', 'aim professional group']"
,,10,48,2,"['chalmers university of technology', 'north carolina state university']"
,,11,45,2,"['purdue university', 'university of waterloo']"
,,12,44,1,['purdue university']
,,13,43,1,['stanford university']
,,14,43,3,"['university of illinois at urbana-champaign', 'purdue university', 'whirlpool appliance svc']"
,,15,39,1,['drexel university']
,,16,38,1,['purdue university']
,,17,36,2,"['analog devices', 'Rock Valley College']"
,,18,34,0,[]
,,19,33,4,"['university of illinois at urbana-champaign', 'texas a&m university', 'vanderbilt university', 'pacific northwest national laboratory']"
,,20,30,5,"['university of florida', 'the university of texas at el paso', 'university of windsor', 'university of waterloo', 'university of udine']"
,,21,29,6,"['university of illinois at urbana-champaign', 'gebze institute of technology', 'korea institute of science and technology', 'arizona state university', 'indian institute of technology, bombay', 'university of hyderabad']"
,,22,28,1,['university of illinois at urbana-champaign']
,,23,27,4,"['purdue university', 'arizona state university', 'aiub', 'washington state university']"
,,24,26,5,"['university of illinois at urbana-champaign', 'florida state university', 'gwangju institute of science & technology', 'kaist', 'university of groningen']"
,,25,25,3,"['northwestern university', 'cornell university', 'Providence College']"
,,26,24,0,[]
,,27,23,2,"['university of illinois at urbana-champaign', 'columbia university in the city of new york']"
,,28,23,2,"['purdue university', 'university of michigan']"
,,29,23,1,['universidad de los andes']
,,30,23,4,"['universidade de sÃ£o paulo', 'university of washington, program on the environment', 'arizona state university', 'northwestern university']"
,,31,23,8,"['technion - israel institute of technology', 'puc', 'bilkent university', 'anadolu university', ""cea - commissariat Ã\xa0 l'Ã©nergie atomique et aux Ã©nergies alternatives"", 'university of pittsburgh', 'purdue university', 'university of pennsylvania']"
,,32,23,1,['College of William and Mary']
,,33,21,1,['university of illinois at urbana-champaign']
,,34,21,2,"['united business student senate', 'cornell university']"
,,35,20,2,"['university of illinois at urbana-champaign', 'boston university']"
,,36,20,3,"['purdue university', 'uc santa barbara', 'iupui']"
,,37,20,2,"['cairo university', 'Harvard University']"
,,38,20,2,"['indiana university school of medicine', 'iupui']"
,,39,19,1,['northwestern university']
,,40,19,2,"['india.com', 'university of southern california']"
,,41,19,14,"['north carolina state university', 'Harvard University', 'kth royal institute of technology', 'arizona state university', 'university of new mexico', 'sri sathya sai institute of higher learning', 'national taiwan university', 'mcmaster university', 'uc davis', 'michigan state university', 'georgia institute of technology', 'clemson university', 'lawrence berkeley national laboratory', 'uc berkeley']"
,,42,19,1,['columbia university in the city of new york']
,,43,19,8,"['avago technologies', 'association for computing machinery', 'university of utah', 'purdue university', 'university of exeter', 'ball state university', 'cornell university', 'michigan state university']"
,,44,18,1,['the university of texas at el paso']
,,45,18,4,"['universidad autÃ³noma de madrid', 'purdue university', 'uc davis', 'national institute of standards and technology']"
,,46,17,1,['cornell university']
,,47,17,10,"['intel corporation', 'university of massachusetts lowell', 'the university of hong kong', 'nanyang technological university', 'university of connecticut', 'university of saskatchewan', 'the university of texas at austin', 'uc davis', 'national university of singapore', 'rti international']"
,,48,16,6,"['South Dakota School of Mines and Technology', 'illinois business consulting', ""cea - commissariat Ã\xa0 l'Ã©nergie atomique et aux Ã©nergies alternatives"", 'university of cape town', 'university of delaware', 'arizona state university']"
,,49,16,3,"['the university of texas at austin', 'arizona state university', 'ieee']"
,,50,15,2,"['university of alberta', 'stanford university']"
,,51,14,7,"['idaho national laboratory', 'Santa Clara University', 'university of michigan', 'the university of alabama at birmingham', 'new age project inc', 'nasa', 'university of southern california']"
,,52,14,1,['northwestern university']
,,53,14,1,['university of pennsylvania']
,,54,14,3,"['university of illinois at urbana-champaign', 'national institute of standards and technology', 'thapar university']"
,,55,13,5,"['aalto university', 'southern illinois university', 'qimonda', 'massachusetts institute of technology (mit)', 'arizona state university']"
,,56,12,1,"['california state university, fullerton']"
,,57,12,2,"['northwestern university', 'university of portland']"
,,58,11,2,"['the university of texas at austin', 'university of california, san diego']"
,,59,11,5,"['clemson university', 'universitÃ© de strasbourg', 'texas a&m university', 'mcmaster university', 'uc berkeley']"
,,60,10,1,['purdue university']
,,61,10,3,"['caltech', 'university of louisville', 'unam']"
,,62,10,4,"['university of michigan', 'cornell university', 'Worcester Polytechnic Institute', 'purdue university']"
,,63,9,4,"['purdue university', 'imec', 'university of louisville', 'university of connecticut']"
,,64,9,1,['unc charlotte']
,,65,9,1,['university of wisconsin-madison']
,,66,8,2,"['vanderbilt university', 'Point Loma Nazarene University']"
,,67,8,2,"['national chiao tung university', 'university of nevada las vegas']"
,,68,8,3,"['university of florence', 'boise state university', 'yonsei university']"
,,69,7,1,['northwestern university']
,,70,7,1,['columbia university in the city of new york']
,,71,7,3,"['national institute of standards and technology', 'purdue university', 'university of illinois at urbana-champaign']"
,,72,7,1,['arizona state university']
,,73,7,0,[]
,,74,7,3,"['epfl (Ã©cole polytechnique fÃ©dÃ©rale de lausanne)', 'University of Rochester', 'bundesanstalt fÃ¼r materialforschung und -prÃ¼fung']"
,,75,7,2,"['cornell university', 'university of pennsylvania']"
,,76,7,1,['arizona state university']
,,77,6,3,"['purdue university', 'georgia institute of technology', 'pacific nw national laboratory']"
,,78,6,1,['drexel university']
,,79,6,1,['arizona state university']
,,80,6,4,"['michigan state university', 'north carolina state university', 'Mesa Community College', 'university of illinois at urbana-champaign']"
,,81,6,1,['university of illinois at urbana-champaign']
,,82,6,3,"['tsinghua university', 'intel corporation', 'purdue university']"
,,83,6,2,"['indiana university school of medicine', 'iupui']"
,,84,6,0,[]
,,85,6,1,['West Virginia University']
,,86,6,1,['mcmaster university']
,,87,6,1,['purdue university']
,,88,6,1,['princeton university']
,,89,5,1,['university of illinois at urbana-champaign']
,,90,5,1,['drexel university']
,,91,5,2,"['massachusetts institute of technology (mit)', 'university of illinois at urbana-champaign']"
,,92,5,2,"['university of notre dame', 'university of leeds']"
,,93,5,0,[]
,,94,5,2,"['landa labs', 'purdue university']"
,,95,5,1,['nanjing university']
,,96,5,0,[]
,,97,5,3,"['northwestern university', 'intel corporation', 'the university of texas at austin']"
,,98,5,2,"['university of california, riverside', 'duke university']"
,,99,5,1,['kaust']
,,100,5,2,"['arab academy for science and technology and maritime transport', 'university of portland']"
,,101,5,1,['caltech']
,,102,5,2,"['national university of singapore', 'sandia national laboratories']"
spring2014,104,1,191,1,['northwestern university']
,,2,161,2,"['university of illinois at urbana-champaign', 'illinois business consulting']"
,,3,148,8,"['northwestern university', 'clemson university', 'university of valencia', 'University of Mary Washington', 'cathedral high school', 'university of southern california', 'converge media', 'purdue university']"
,,4,132,12,"['Grand Valley State University', 'southern illinois university', 'stanford university', 'southern polytechnic state university', 'jacobs university bremen', 'massachusetts institute of technology (mit)', 'Harvard University', 'university of udine', 'university of pennsylvania', 'cairo university', ""mckenney's, inc."", 'university of chicago']"
,,5,79,10,"['arizona state university', 'purdue university', 'universidad de los andes', 'universidad de medellin', 'university of alberta', 'tosoh corporation', 'ku leuven', 'sandia national laboratories', 'Norfolk State University', 'Dakota County Technical College']"
,,6,62,9,"['purdue university', 'georgia institute of technology', 'university of pittsburgh', 'university of illinois at urbana-champaign', 'weizmann institute of science', 'grenoble inp - institut polytechnique de grenoble', 'pas ltd', 'walla! news', 'trinity college dublin']"
,,7,51,3,"['north carolina state university', 'university of north carolina at chapel hill', 'australian national university']"
,,8,38,2,"['northwestern university', 'cathedral high school']"
,,9,38,6,"['Bard College', 'university of illinois at urbana-champaign', 'uc berkeley', 'tohoku university', 'purdue university', 'universidad eafit']"
,,10,38,3,"['kth royal institute of technology', 'arizona state university', 'Grand Valley State University']"
,,11,36,4,"['uc santa barbara', 'university of michigan', 'university of minnesota', 'virginia tech']"
,,12,33,0,[]
,,13,32,1,['georgia institute of technology']
,,14,31,1,['purdue university']
,,15,30,2,"['university of illinois at urbana-champaign', 'uc berkeley']"
,,16,29,2,"['stanford university', 'purdue university']"
,,17,26,2,"['university of new mexico', 'stanford university']"
,,18,24,2,"['university of illinois at urbana-champaign', 'iowa state university']"
,,19,24,5,"['massachusetts institute of technology (mit)', 'ewi', 'northeastern university bouvÃ© college of health sciences school of nursing', 'North Carolina A T State University', 'university of basel']"
,,20,24,3,"['cairo university', 'Harvard University', 'ieee']"
,,21,23,1,['karunya university']
,,22,22,1,['unsw']
,,23,21,4,"['brno university of technology', 'seznam.cz', 'boise state university', 'university of delaware']"
,,24,20,2,"['Grand Valley State University', 'kth royal institute of technology']"
,,25,19,2,"['universidad de los andes', 'university of illinois at urbana-champaign']"
,,26,19,3,"['university of dayton', 'the university of texas at el paso', 'kth royal institute of technology']"
,,27,19,3,"['purdue university', 'brno university of technology', 'seznam.cz']"
,,28,18,1,['universidad de los andes']
,,29,17,0,[]
,,30,16,1,['george washington university']
,,31,14,1,['the university of texas at el paso']
,,32,14,2,"['university of illinois at urbana-champaign', 'columbia university in the city of new york']"
,,33,13,1,['university of michigan']
,,34,13,0,[]
,,35,12,2,"['Harvard University', 'arizona state university']"
,,36,12,1,['university of wisconsin-madison']
,,37,12,1,['university of vermont']
,,38,12,1,['the university of texas at el paso']
,,39,12,5,"['university of michigan', 'uc berkeley', 'purdue university', 'university of illinois at urbana-champaign', 'universidad eafit']"
,,40,12,6,"['university of pittsburgh', 'purdue university', 'asylum research, an oxford instruments company', 'bilkent university', 'weizmann institute of science', 'university of twente']"
,,41,11,1,['the university of texas at el paso']
,,42,11,1,['university of michigan']
,,43,11,3,"['university of sydney', 'university of alberta', 'ieee']"
,,44,10,1,['universidad de los andes']
,,45,10,4,"['purdue university', 'micron technology', ""cea - commissariat Ã\xa0 l'Ã©nergie atomique et aux Ã©nergies alternatives"", 'universitÃ© paris-sud']"
,,46,10,1,['arizona state university']
,,47,10,5,"['binghamton university', 'texas state university', 'kth royal institute of technology', 'purdue university', 'stanford university']"
,,48,10,1,['arizona state university']
,,49,10,4,"['aalto university', 'arizona state university', 'purdue university', 'the university of texas at austin']"
,,50,10,1,['koÃ§ university']
,,51,9,2,"['university of granada', 'university at buffalo']"
,,52,9,1,['Calvin College']
,,53,9,2,"['ball state university', 'binghamton university']"
,,54,9,3,"['stanford university', 'cairo university', 'uc berkeley']"
,,55,8,2,"['university of illinois at urbana-champaign', 'university of pittsburgh']"
,,56,8,2,"['university of oregon', 'university of new mexico']"
,,57,8,1,['mcgill university']
,,58,8,1,['fer']
,,59,8,2,"['clemson university', 'Dakota County Technical College']"
,,60,7,1,['University of Mary Washington']
,,61,7,2,"['purdue university', 'Harvard University']"
,,62,7,2,"['fer', 'university of california, riverside']"
,,63,7,1,['purdue university']
,,64,6,0,[]
,,65,6,1,['purdue university']
,,66,6,1,['stanford university']
,,67,6,5,"['purdue university', 'dalhousie university', 'ieee', 'uc berkeley', 'massachusetts institute of technology (mit)']"
,,68,6,3,"['arizona state university', 'rochester institute of technology', 'vanderbilt university']"
,,69,6,0,[]
,,70,6,1,['technische universitÃ¤t mÃ¼nchen']
,,71,6,2,"['purdue university', 'washington state university']"
,,72,6,3,"['purdue university', 'The University of Tennessee Knoxville', 'iowa state university']"
,,73,6,0,[]
,,74,6,1,"['university of california, san diego']"
,,75,6,1,['clemson university']
,,76,6,1,['universidad tecnica particu']
,,77,6,0,[]
,,78,6,0,[]
,,79,5,1,['purdue university']
,,80,5,1,['tu braunschweig']
,,81,5,1,['arizona state university']
,,82,5,2,"['universidad del quindÃ\xado', 'universidad de los andes']"
,,83,5,2,"['the university of texas at austin', 'arizona state university']"
,,84,5,0,[]
,,85,5,1,['uc merced']
,,86,5,1,['universidad eafit']
,,87,5,1,['ibm']
,,88,5,2,"['university of michigan', 'purdue university']"
,,89,5,2,"['purdue university', 'university of michigan']"
,,90,5,1,['purdue university']
,,91,5,0,[]
,,92,5,2,"['university of leeds', 'north carolina state university']"
,,93,5,1,['samsung electronics']
,,94,5,2,"['eth zurich', 'northwestern university']"
,,95,5,1,['Harvard University']
,,96,5,1,['duke university']
,,97,5,0,[]
,,98,5,1,['missouri s&t']
,,99,5,3,"['national physical laboratory', 'park systems inc.', 'universidad autÃ³noma de madrid']"
,,100,5,0,[]
,,101,5,1,['northwestern university']
,,102,5,3,"['purdue university', 'north dakota state university', 'southern illinois university']"
,,103,5,1,['drexel university']
,,104,5,1,['cornell university']
fall2014,101,1,109,6,"['purdue university', 'arizona state university', 'universidad nacional de colombia', 'universidad de los andes', 'university of new mexico', 'university of southern california']"
,,2,103,5,"['purdue university', 'university of idaho', 'university of illinois at urbana-champaign', 'university of southern california', 'washington state university']"
,,3,83,6,"['university of notre dame', 'columbia university in the city of new york', 'university of florence', 'university of udine', 'the university of british columbia', 'duke university']"
,,4,80,2,"['university of illinois at urbana-champaign', 'ucla']"
,,5,66,3,"['purdue university', 'university of illinois at urbana-champaign', 'Chicago State University']"
,,6,65,4,"['chalmers university of technology', 'north carolina state university', 'hkust', 'carnegie mellon university']"
,,7,54,1,['stanford university']
,,8,51,0,[]
,,9,50,4,"['university of illinois at urbana-champaign', 'massachusetts institute of technology (mit)', 'michigan technological university', 'aim professional group']"
,,10,49,2,"['university of illinois at urbana-champaign', 'university of notre dame']"
,,11,43,2,"['university of illinois at urbana-champaign', 'chongqing university']"
,,12,41,6,"['university of florida', 'iupui', 'the university of texas at el paso', 'rutgers university', 'massachusetts institute of technology (mit)', 'cochin university of science and technology']"
,,13,40,1,['purdue university']
