tool,start,end,mean_lon,mean_lat,user_set,ip_set
0,2006-06-13,2006-06-13,-86.15889739990234,39.7859992980957,"{'edeew', 'clarksnano', 'tameru3', 'tloughran', 'rmashl', 'amado'}","{'149.166.157.54', '149.166.156.95', '149.166.156.178', '149.166.156.78', '149.166.156.44', '149.166.156.171'}"
0,2006-02-26,2006-03-03,16.64419937133789,49.23270034790039,"{'xpospi31', 'kokoanada', 'tomanek', 'xotris00', 'dvafid', 'pvking', 'xchvat03', 'xparac01', 'xjachy00', 'xpacvo00', 'Plesa', 'xdraho05', 'metryx', 'tommi_82', 'kopecky', 'xkalaj00', 'majkl', 'xbarta07', 'pele'}","{'147.229.220.214', '147.229.152.50', '147.229.152.59', '147.229.192.30', '147.229.192.114', '147.229.213.188', '147.229.212.41', '147.229.152.20'}"
1,2006-03-05,2006-03-23,16.645460456401736,49.24358017748175,"{'pvking', 'xjachy00', 'xpacvo00', 'tie', 'macher', 'xvylam00', 'xpriby09', 'sabro', 'ruka', 'metryx', 'fotyipeter', 'petulinda', 'xsirok00', 'okacz', 'lukasp', 'xkalaj00', 'xbinde00', 'skopa', 'pele', 'xjerab08', 'xchvat03', 'xparac01', 'yoogurt', 'choose', 'xcichy00', 'ivanek', 'xbedna20', 'vasis', 'Plesa', 'vyoral', 'xdraho05', 'tommi_82', 'Nowass', 'hani3376', 'saly', 'stejskalt', 'Vasis', 'majkl', 'xbarta07', 'xtcal01'}","{'147.229.213.6', '147.229.64.183', '81.19.7.246', '147.229.214.1', '147.229.216.204', '147.229.217.109', '147.229.214.251', '147.229.68.109', '147.229.213.188', '147.229.77.241', '147.229.217.119', '147.229.68.120', '147.229.220.214', '82.117.156.231', '147.229.192.30', '147.229.152.59', '147.229.149.190', '147.229.198.174', '147.229.155.48', '147.229.192.225', '213.168.161.254', '147.229.203.92', '147.229.77.249', '147.229.220.52', '147.229.193.166', '84.21.119.6', '147.229.192.121', '147.229.192.114', '147.229.65.103', '147.229.212.155', '62.245.116.229', '147.229.214.33', '147.229.214.3', '147.229.212.41', '147.229.152.20'}"
2,2006-03-12,2006-03-17,-88.2061996459961,40.104698181152344,"{'kristenkamath', 'prasadsumant', 'won2', 'gangli', 'nagarwl1', 'psobansk', 'hzhao4', 'yangxu', 'Joon2324'}","{'130.126.121.199', '130.126.121.201', '130.126.121.167', '128.174.115.193', '130.126.161.59', '130.126.121.166', '130.126.121.200', '130.126.179.217', '130.126.178.236'}"
3,2006-03-26,2006-03-28,16.64419937133789,49.23270034790039,"{'xpospi31', 'metryx', 'xbarta07', 'xchvat03', 'xcichy00', 'lulinda', 'ivanek'}","{'147.229.192.30', '147.229.65.169', '147.229.220.52', '62.245.116.229', '147.229.217.119', '147.229.214.3', '147.229.212.41'}"
0,2006-01-24,2006-01-26,-86.91470336914062,40.42509841918945,"{'zooley', 'agoss', 'amatsuda', 'cxsong', 'cm', 'mmc', 'webpatrol', 'ricktest'}","{'128.210.186.49', '128.210.127.216', '128.210.90.16', '128.210.189.191', '128.210.10.150', '128.210.189.105', '128.210.189.156', '128.210.189.80'}"
1,2006-01-31,2006-02-01,-86.91470336914062,40.42509841918945,"{'yru', 'zooley', 'cxsong', 'cm', 'mmc'}","{'128.210.186.49', '128.211.181.124', '128.211.181.105', '128.211.251.107', '128.211.180.155'}"
2,2006-04-05,2006-04-06,-86.91470336914062,40.42509841918945,"{'yru', 'zooley', 'Kingsler34', 'cm', 'gekco'}","{'128.210.186.49', '128.210.189.249', '128.210.186.57', '128.46.214.36', '128.210.189.105'}"
3,2006-05-10,2006-05-10,-86.91470336914062,40.42509841918945,"{'yru', 'zooley', 'ake', 'yanjingfeng', 'mmclennan'}","{'128.211.181.173', '128.210.189.239', '128.210.189.12', '128.10.7.121', '128.210.189.105'}"
4,2006-06-08,2006-06-11,126.9425139427185,37.57311549451616,"{'wnfnal1', 'ysb529', 'skshaos', 'mltr33', 'hellow99', 'shmoon123', 'pooop'}","{'147.46.42.101', '147.46.147.137', '147.46.237.51', '125.178.114.161', '147.46.246.101', '147.46.243.74', '147.46.147.24', '221.150.108.167'}"
0,2006-03-12,2006-03-18,-74.06169891357422,4.6493000984191895,"{'tropypato', 'KMILO', 'victortico', 'leottau', 'lombo', 'vivianaguio', 'oscarguzman', 'LeidyF', 'kmilo'}","{'201.245.227.116', '200.21.242.98', '200.69.103.2'}"
1,2006-04-07,2006-04-15,-82.36438549205171,29.666781985387235,"{'DiXie', 'younsung', 'jimmy', 'hongzhisun', 'vivekanandan', 'DickXie', 'abehnam', 'zhewang', 'jeffl', 'uma', 'nidhim', 'acw510', 'Dick', 'lesleswu', 'masum111bd', 'swamp', 'vcsel2004', 'native', 'guoj', 'kangmh79', 'chumin1', 'pmx22', 'dongha'}","{'128.227.55.201', '128.227.232.173', '128.227.241.165', '128.227.83.219', '128.227.120.226', '128.227.120.205', '68.226.1.187', '128.227.120.104', '70.171.22.148', '70.171.11.231', '68.101.74.153', '68.226.4.22', '68.226.4.212', '128.227.232.166', '128.227.232.198', '128.227.232.174', '70.171.39.108', '128.227.57.122', '128.227.232.170', '70.171.11.216', '70.171.10.254', '128.227.120.103'}"
2,2006-04-17,2006-04-21,-117.39524396260579,33.94972483317057,"{'zhuyansandy', 'dchan007', 'ajaw001', 'belza', 'mikelemos00', 'ssabb001', 'sbidw001', 'gsehm001', 'maliucr'}","{'66.215.225.40', '138.23.2.196', '138.23.170.109'}"
3,2006-05-01,2006-05-05,-117.40080261230469,33.94729995727539,"{'kpate004', 'stalw001', 'karthikdamoor', 'mmdesai', 'wsiu001', 'gsehm001', 'jtrujill', 'maliucr'}","{'138.23.166.177', '138.23.166.41', '138.23.170.109', '138.23.166.121'}"
4,2006-06-10,2006-06-15,-117.39840927556261,33.94825715016587,"{'nit407', 'kennycbchan', 'mjay310', 'MNEMS', 'kpate004', 'majolne', 'wsiu001', 'belza', 'petera12003', 'ajaw001', 'ws0211', 'pd83', 'stalw001', 'karthikdamoor', 'zhuyansandy', 'jstclownin', 'dchan007', 'jr83', 'skrishna', 'jtrujill', 'maliucr', 'ltnguyen', 'gsehm001'}","{'66.215.225.40', '138.23.212.247', '138.23.2.196', '138.23.166.32', '138.23.199.125', '138.23.166.24', '138.23.166.113', '138.23.166.27', '138.23.166.31', '66.215.233.175', '138.23.166.22', '138.23.166.42', '138.23.166.17', '138.23.166.25'}"
0,2006-06-11,2006-06-14,-117.39933167412168,33.94709714707875,"{'zhuyansandy', 'jstclownin', 'dchan007', 'nit407', 'kennycbchan', 'jtrujill', 'maliucr', 'kpate004', 'ltnguyen', 'ajaw001', 'pd83'}","{'138.23.198.107', '66.215.165.45', '138.23.2.196', '138.23.166.17', '138.23.166.25', '138.23.166.21', '138.23.166.28', '138.23.226.140'}"
0,2006-03-27,2006-03-31,-93.21819950984074,44.97733688354492,"{'agawarikar', 'purekth73', 'fuchyi', 'sharrel3', 'smartmac', 'KiehlGroup', 'jasonliu'}","{'128.101.170.132', '128.101.171.223', '134.84.165.27', '128.101.171.220', '134.84.54.232', '128.101.169.207'}"
1,2006-04-03,2006-04-06,-93.21562194824219,44.97775395711263,"{'gzoji', 'yunusbd', 'agawarikar', 'fuchyi', 'vivekkalihari', 'choix215', 'smartmac', 'jasonliu', 'train001'}","{'128.101.170.88', '128.101.170.132', '128.101.171.220', '134.84.54.250', '134.84.54.232', '128.101.170.127', '128.101.169.207', '128.101.169.204', '128.101.170.87'}"
