toolname,class_id
0,0
1,0
3,0
4,0
6,0
13,0
0,1
7,1
0,2
1,2
2,2
7,2
3,3
4,4
5,5
6,5
0,6
1,6
2,6
3,6
4,6
0,7
1,8
8,9
1,9
3,9
0,9
0,10
1,10
0,11
0,12
1,12
2,12
1,13
2,13
3,13
0,14
1,14
3,14
4,14
0,15
0,16
1,16
3,16
17,16
1,17
2,17
4,17
2,18
3,18
5,18
0,19
1,20
9,20
1,21
2,21
5,21
9,21
11,21
15,21
0,22
5,22
10,23
4,23
7,23
0,24
0,25
0,26
1,26
0,27
1,27
0,28
6,29
8,30
10,31
12,32
14,33
16,34
18,35
19,36
0,37
1,38
2,39
1,40
0,41
1,42
2,43
3,44
4,44
5,44
6,44
3,45
5,46
0,47
1,47
2,48
4,49
0,50
0,51
0,52
1,52
2,52
3,52
4,52
0,53
3,53
5,53
1,54
2,55
4,56
0,57
3,57
1,58
2,59
0,60
