user,class_id,parti_rate
oseibw,0,1.0
brianrider156,0,1.0
mohdfan,0,1.0
coopea3,0,1.0
bremnej,0,1.0
sherkst,0,1.0
johnsmc2,0,1.0
rushaimb,0,1.0
crawforc,0,1.0
romanc1,0,1.0
chasonar,0,1.0
harrisonyct,0,1.0
crispeds,0,1.0
linng1,0,1.0
gw014425,0,1.0
majumdkr,0,1.0
ryan.c.holman,0,1.0
robert.t.mastey,0,1.0
stilsota,0,1.0
smita22,0,1.0
edwarddb,0,1.0
samdrn45,0,1.0
roslin,0,1.0
jon_mcgahee,0,1.0
tarij,0,1.0
millep2,0,1.0
brownmg2,0,1.0
gustaver,0,1.0
pinneya,0,1.0
coirodl,0,1.0
apreston1,0,1.0
stsai19,0,1.0
liucl,0,1.0
leeea2,0,1.0
yostjg,0,1.0
scherpkl,0,1.0
valentjg,0,1.0
sentilmj,0,1.0
alexroed,0,1.0
corners1,0,1.0
aliyazdani1997,0,1.0
silverlr,0,1.0
avan994,1,1.0
liluoqi07,1,1.0
rthowe,1,1.0
savs413,1,1.0
zzh,1,1.0
dm628,1,1.0
xiushan,1,1.0
fangguanhua2013,1,1.0
aditidatta,1,1.0
zhouz4,1,1.0
cccharleschan,1,1.0
hgao3,1,1.0
galexop,1,1.0
yangjennie,1,1.0
cdflem94,1,1.0
qfhuang,1,1.0
liluoqi07,2,1.0
ehernndz,2,1.0
avan994,2,1.0
ozhao2012,2,1.0
savs413,2,1.0
dm628,2,1.0
zzh,2,1.0
galexop,2,1.0
yangjennie,2,1.0
chrisrocks40,2,1.0
zhouz4,2,1.0
x.ganerdene123,3,1.0
tornado_u,3,1.0
davaab.num,3,1.0
b.buynaa01,3,1.0
n.batkaa,3,1.0
x.ganerdene123,4,0.5
bulganbatjargal,4,0.25
zulaa95,4,0.25
b.byambadorj,4,0.25
battulga9192,4,0.5
amraa061,4,0.5
ganguye,4,0.25
davaanaa0101,4,0.75
b.buynaa01,4,0.25
baagii_homie,4,0.25
davaa23,4,0.25
davaanaa010101,4,0.75
boogii,4,0.25
billy888,4,0.25
bganaabganaa1998,4,0.75
bz_5657,4,0.5
n.batkaa,4,0.5
nyamjantsan,4,0.5
seeyoong,5,0.3333333333333333
raf802,5,1.0
lre,5,0.6666666666666666
alaleh,5,1.0
sarahbamford_97,5,1.0
amandeep,5,1.0
maninderpartapsingh,5,0.3333333333333333
svkal001,5,1.0
adkro001,5,1.0
sohard,5,0.6666666666666666
musha,5,0.3333333333333333
pata,5,0.3333333333333333
wedad_almutairi,5,1.0
emmyg,5,0.6666666666666666
jesuschaconmontero,6,0.7777777777777778
paulavg1995,6,0.1111111111111111
eleni_ac,6,0.8888888888888888
solitaso,6,0.8888888888888888
mariano,6,0.5555555555555556
abldvd,6,0.8888888888888888
hansinivaswani,6,0.5555555555555556
eleacecar94,6,0.1111111111111111
claudiagalindo,6,0.6666666666666666
galfa,6,0.8888888888888888
samgalv,6,0.8888888888888888
alexparedesgranado,6,0.4444444444444444
alberto_ct_96,6,0.7777777777777778
andermoren,6,0.6666666666666666
juanrh96,6,0.4444444444444444
