toolname,class_id
0,0
0,1
1,1
2,1
3,1
5,1
6,1
2,2
3,2
5,2
3,3
0,4
1,4
3,4
4,4
6,4
5,5
9,6
14,6
7,6
8,7
10,8
1,9
2,9
5,9
7,9
8,9
11,9
13,9
12,10
15,10
0,11
1,11
2,11
3,11
4,11
6,11
0,12
1,12
2,12
3,12
4,12
5,12
0,13
1,13
0,14
1,14
2,15
2,16
4,16
1,17
2,17
4,17
0,18
1,18
2,18
3,18
6,18
0,19
3,19
1,20
3,20
2,21
4,21
6,21
1,22
3,22
4,22
5,22
0,23
1,24
0,25
1,26
0,27
1,28
0,29
2,29
0,30
1,31
2,32
3,33
0,34
9,34
3,34
1,35
3,35
14,35
6,35
2,36
7,36
15,36
4,37
5,37
0,38
1,39
9,40
2,40
12,40
5,41
4,42
7,42
8,43
10,44
11,45
0,46
0,47
1,47
0,48
1,49
6,50
7,51
0,52
0,53
1,53
2,53
3,53
4,53
0,54
2,55
3,55
4,55
5,56
0,57
0,58
1,59
0,60
4,61
0,62
1,63
0,64
1,65
0,66
1,66
2,67
0,68
1,69
9,69
7,69
2,70
12,70
3,71
13,71
0,72
0,73
0,74
0,75
1,75
2,75
5,75
3,76
10,77
11,78
0,79
1,80
2,80
3,80
6,81
0,82
1,83
1,84
4,85
0,86
1,86
0,87
1,88
2,88
3,88
4,88
5,88
6,89
0,90
1,91
2,92
3,93
7,93
4,94
5,95
6,96
