user,class_id,parti_rate
kurto,0,1.0
fredrik.bergflodt,0,1.0
hbanks12,0,1.0
mpendharkar,0,1.0
tonymc,0,1.0
mac2012,0,1.0
sudarvizhi,0,1.0
minkowsky,0,1.0
simonbill,0,1.0
fredrik.bergflodt,1,1.0
hbanks12,1,1.0
mpendharkar,1,1.0
mac2012,1,1.0
tonymc,1,1.0
arditvelia,1,1.0
minkowsky,1,1.0
simonbill,1,1.0
sblb,2,1.0
toby870820,2,1.0
binhle,2,1.0
wendit,2,1.0
keving,2,1.0
nelder,3,0.16666666666666666
zhang655,3,0.5
wang779,3,0.5
karthiky,3,0.8333333333333334
lrostro,3,1.0
paulpurelar,3,0.16666666666666666
bgraeser,3,0.8333333333333334
dacongcong,3,0.6666666666666666
ksingha,3,0.3333333333333333
ashahidi,3,0.16666666666666666
brookywat,3,0.6666666666666666
mcleods,3,0.8333333333333334
mnelis,3,1.0
ckmiskin,3,0.16666666666666666
chinmay153,3,0.16666666666666666
peihsun,3,1.0
kwon43,3,0.5
brianlew,3,0.16666666666666666
jungujchoi,3,0.8333333333333334
sumeetkumargupta,3,0.16666666666666666
ytoh,3,0.8333333333333334
metcalfa,3,0.5
qnian,3,0.5
leiyanggz,3,0.3333333333333333
jkamar,3,0.8333333333333334
smith172,3,0.16666666666666666
abaradwaj,3,0.5
justinaechols,4,0.045454545454545456
radlad,4,0.6818181818181818
cavarga2,4,0.4090909090909091
treblitz,4,0.09090909090909091
ragalva1,4,0.09090909090909091
jareddbh,4,0.2727272727272727
nlt2836,4,0.3181818181818182
johnfmccann,4,0.13636363636363635
dchoux2,4,0.45454545454545453
angiee7,4,0.13636363636363635
tjday,4,0.45454545454545453
bprudhom,4,0.6363636363636364
ferry,4,0.22727272727272727
justinhealey,4,0.045454545454545456
mqgabriel,4,0.5
jakepage,4,0.2727272727272727
martinsolis1,4,0.45454545454545453
sdenke,4,0.3181818181818182
jasonhulme,4,0.6363636363636364
jonathanshinsato,4,0.7272727272727273
amontes,4,0.6818181818181818
beekman1,4,0.5909090909090909
emartan227,4,0.22727272727272727
mabreslow,4,0.5454545454545454
jarrodcole,4,0.5909090909090909
carrieculp,4,0.6363636363636364
bdnunes,4,0.5454545454545454
