toolname,class_id
0,0
0,1
1,1
3,1
4,1
5,1
6,1
8,1
9,1
13,1
14,1
0,2
1,2
2,2
3,2
5,2
6,2
7,2
9,2
11,2
13,2
4,3
6,3
1,4
4,4
5,4
6,4
8,4
10,4
12,5
15,5
14,6
16,7
17,8
0,9
1,9
2,9
3,9
4,9
5,9
6,9
0,10
4,10
0,11
1,12
0,13
1,13
2,13
3,13
4,13
5,13
2,14
10,14
0,15
2,15
1,16
3,16
0,17
0,18
2,18
1,19
6,19
1,20
2,20
4,20
3,21
0,22
6,22
2,23
3,23
4,23
5,23
7,23
0,24
1,25
7,26
8,27
10,28
11,29
0,30
1,30
2,30
0,31
1,31
2,32
3,33
0,34
1,34
2,34
3,34
5,34
12,34
1,35
10,35
0,36
1,36
4,36
6,36
0,37
2,37
0,38
1,38
2,38
3,38
5,38
2,39
4,40
5,41
0,42
1,42
0,43
0,44
1,44
1,45
0,46
0,47
8,48
2,48
0,49
0,50
1,50
2,51
0,52
0,53
1,53
2,53
4,54
5,54
5,55
7,55
6,56
9,57
3,58
0,58
11,58
12,59
13,60
14,60
1,61
0,62
1,63
0,64
1,64
2,64
3,64
1,65
0,66
2,67
0,68
2,68
3,68
4,69
0,70
2,70
6,70
0,71
1,71
6,72
9,73
11,74
15,75
16,76
17,77
2,78
3,79
7,79
2,80
0,81
0,82
1,82
0,83
2,83
1,84
1,85
4,86
7,87
0,88
1,88
0,89
0,90
0,91
1,91
0,92
1,92
2,92
7,92
9,92
11,92
8,93
10,93
3,93
12,94
0,95
1,96
2,97
0,98
1,99
2,99
3,99
0,100
1,100
2,100
3,101
4,101
6,101
8,101
9,101
10,101
11,101
5,102
7,103
12,104
13,105
