user,class_id,parti_rate
abollo3,0,0.045454545454545456
xiaochou86,0,0.5454545454545454
nannan,0,0.18181818181818182
syj0114,0,0.22727272727272727
hzhu294,0,0.5454545454545454
sy815955,0,0.5
jnu2297151157,0,0.5
xiawu,0,0.045454545454545456
yanguang123,0,0.36363636363636365
zhao,0,0.22727272727272727
syj010114,0,0.36363636363636365
1286970040ren,0,0.5454545454545454
yangle1821317,0,0.5
asdvbnm23,0,0.36363636363636365
yx,0,0.5454545454545454
wh2685155115,0,0.5
gordenxu1573,0,0.5
glike1,0,0.45454545454545453
zmf99,0,0.3181818181818182
tang.n.q.1.5.7.9,0,0.4090909090909091
dqqd,0,0.2727272727272727
yuqunnnn,0,0.5454545454545454
yjy,0,0.5454545454545454
lwen98989,0,0.45454545454545453
llllllnian,0,0.22727272727272727
tangqiqi,0,0.09090909090909091
zhq123123,0,0.4090909090909091
huyuancheng21,0,0.4090909090909091
long0401,0,0.45454545454545453
pramodmartha15,1,1.0
sivananda993,1,1.0
haniyya117006,1,1.0
shaikziyauddin17,1,1.0
dineshgunji154,1,1.0
8309642056sagar,2,1.0
reddyharshavardhan24,2,1.0
shivashiva7264,2,1.0
mayaluru1999,2,1.0
chakradhar1,2,1.0
gnanak9,2,1.0
bhuvanachandra26,2,1.0
samaar.said,3,0.5
havocvictor20,3,0.5
nour.yehia70,3,0.5
bassam,3,1.0
youssefsamiryoussef,3,0.5
salmasameh980,3,0.5
gengergogo,3,1.0
abdelrahman98,3,0.5
abdoelanwar99,3,0.5
saraibrahim,3,1.0
amy,3,0.5
zazotop31,3,0.5
adham99,3,0.5
ashraf_mohamed,3,1.0
hamdy2411,3,0.5
mubaraktharwat,3,0.5
enhjinhanabi,4,0.05263157894736842
muujig1,4,0.6842105263157895
bayanjargal123456789,4,0.05263157894736842
mandakhbayarbal,4,0.15789473684210525
adiya.enhadiya,4,0.2631578947368421
duuyaduka89,4,0.15789473684210525
lkhagvabaatar,4,0.15789473684210525
slize9995,4,0.3157894736842105
tumennasanbuynkhishig,4,0.7894736842105263
anuk.zaya911,4,0.10526315789473684
gunbeeg77,4,0.47368421052631576
tbpurevnorov,4,0.3157894736842105
j.manlai0411,4,0.5789473684210527
anar,4,0.05263157894736842
narmandakhnaraa3,4,0.15789473684210525
naruka700,4,0.21052631578947367
burgilmaa1202,4,0.2631578947368421
bburgilmaa1202,4,0.8947368421052632
khuslen2605,4,0.42105263157894735
tserenkhand,4,0.47368421052631576
munkhbayar518,4,0.5789473684210527
btmn5698,4,0.15789473684210525
altantsooj,4,0.6842105263157895
khangaridgan12,4,0.42105263157894735
chnbtgaldanmgc,4,0.5263157894736842
max1028d,4,0.10526315789473684
enhmanlaienhee,4,0.21052631578947367
bayanjargal.sub,4,0.5789473684210527
rentsen5555,4,0.42105263157894735
bazo0306,4,0.05263157894736842
z.myagmarjav0002,4,0.2631578947368421
ganboldamarjargal51,4,0.21052631578947367
bayaraatsendee40,4,0.3157894736842105
r.gansainzaya,4,0.05263157894736842
anudaridamdinsuren5,4,0.15789473684210525
bulganb28,4,0.10526315789473684
tergel0511,4,0.2631578947368421
anudarid,4,0.7368421052631579
uuganbayaro,4,0.21052631578947367
enkhuush0416,4,0.10526315789473684
baigalignbt,4,0.05263157894736842
enhmend,4,0.3684210526315789
g.k41541g,4,0.3157894736842105
nymkan756,4,0.10526315789473684
hossindissoms,5,0.6
quillel,5,0.7
uozgur,5,0.4
youngpattans2,5,0.6
ndoumiesey,5,0.5
wallacejc4,5,0.4
bruccolern,5,0.6
sayahim,5,0.6
sevenkevin,5,0.5
jonesjd26,5,0.6
vallejora,5,0.9
dolp,5,0.5
buij3,5,0.4
ordonezc3,5,1.0
olearycm,5,0.5
bobo181999,6,1.0
zxie425,6,1.0
miguetorre,6,0.3333333333333333
adrianacosta1,6,0.6666666666666666
gwrgzs1,6,1.0
kmv0216,6,0.6666666666666666
