toolname,class_id
0,0
1,1
0,2
0,3
1,3
2,3
3,3
4,3
2,4
0,5
2,5
5,5
6,5
8,5
9,6
3,6
4,6
7,6
10,7
0,8
1,9
2,10
3,11
4,12
0,13
0,14
1,15
2,15
3,15
0,16
0,17
1,17
2,17
3,17
4,17
5,17
3,18
0,19
1,19
5,19
6,20
0,21
0,22
0,23
1,23
2,23
0,24
0,25
1,25
2,25
0,26
1,26
2,26
0,27
2,28
3,28
3,29
1,30
4,30
0,31
0,32
5,32
1,33
2,34
2,35
3,35
7,35
4,36
5,37
6,38
7,39
8,40
0,41
1,42
6,42
0,43
0,44
2,44
1,45
2,46
3,47
4,48
0,49
0,50
0,51
1,52
0,53
1,53
0,54
1,54
2,54
3,54
0,55
2,56
5,57
8,58
0,59
1,59
1,60
0,61
0,62
0,63
0,64
0,65
5,66
7,67
8,68
0,69
0,70
0,71
0,72
1,73
3,74
4,75
8,76
5,76
6,76
7,76
4,77
5,78
0,79
0,80
1,81
2,82
3,83
0,84
1,85
4,85
2,86
3,87
5,88
6,89
7,90
0,91
2,91
3,91
1,92
6,93
