user,class_id,parti_rate
kilianritter,0,1.0
smnlocci,0,1.0
hansheid,0,1.0
ytttheresa,0,1.0
kont,0,1.0
jazt,0,1.0
gully,1,1.0
freedom_zmc,1,1.0
pardisr,1,1.0
habeeb4016,1,1.0
alexisdoof,1,1.0
py85sin,1,1.0
peterjaybee,2,1.0
neilwilson,2,1.0
ponasp,2,1.0
scottking88,2,1.0
phugcq,2,1.0
will,2,1.0
kaje83,3,0.6666666666666666
vdiep,3,0.3333333333333333
mmc,3,0.1111111111111111
ahermann,3,0.6666666666666666
dzemlian,3,0.1111111111111111
gekco,3,0.1111111111111111
ryyan,3,0.1111111111111111
ctansara,3,0.1111111111111111
yang253,3,0.7777777777777778
webbl,3,0.1111111111111111
mmakowsk,3,0.1111111111111111
walker70,3,0.5555555555555556
ashraf,3,0.1111111111111111
hkrishna,3,0.1111111111111111
fjr2009,3,0.7777777777777778
mdsnyder,3,0.1111111111111111
paul_nano_tran,3,0.1111111111111111
dswood,3,0.3333333333333333
tlow,3,0.5555555555555556
alba452,3,0.6666666666666666
askiahill,3,0.7777777777777778
tohno,4,1.0
ypai,4,1.0
kmistry,4,1.0
aamartin,4,1.0
sstuder,4,1.0
shadowfox,4,1.0
mdvorak,4,1.0
eric2008,5,0.4
tohno,5,0.6
snikodem,5,0.6
spmartin,5,0.6
swm88er,5,0.4
ypai,5,0.6
lbhusal,5,0.2
jefields,5,0.4
philajar,5,0.4
kmistry,5,0.6
jbanks,5,0.2
mlukacov,5,0.4
sstuder,5,0.6
shadowfox,5,0.8
chappellh,5,0.4
mdvorak,5,0.6
mbergren,5,0.4
jchapek,5,0.8
garidisk,6,0.8
arashsalemi1976,6,0.4
mazimazi,6,0.2
bellmanz,6,0.4
littlemooncake,6,0.4
pooriaasa,6,0.4
bobang,6,0.8
salimullah85,6,0.4
guox0008,6,0.4
shabnamm,6,0.6
arev,6,0.8
amitgahoi143,6,0.2
hdianat,6,0.6
spritelala,6,0.4
mikkni,6,0.8
panteafathi,6,0.6
guanxiaofei880530,6,0.6
nanosolar,6,0.4
yutong,6,0.4
mmsa,6,0.4
reallionalover,6,0.2
besharat,6,0.6
spiderweb432,6,0.4
held,6,0.4
anderseklund,6,0.4
m_maziar,6,0.8
ashish1,6,0.6
rouget,6,0.4
smoulodi,6,0.8
jej111,7,1.0
kminsuk021,7,1.0
kwonsmile,7,1.0
nikitree,7,1.0
iy0727,7,1.0
jicastle2,7,1.0
gyli9753,8,1.0
lal70,8,1.0
mnc1pitt,8,1.0
srisonphan,8,1.0
brickou,8,1.0
rpkjr429,8,1.0
noregi,8,1.0
zlp2,8,1.0
limingshan,8,1.0
idzvan,9,1.0
xavierblanchard,9,1.0
daniele7,9,1.0
nagarajan_palavesam,9,1.0
claudiocanguro,9,1.0
andrea,9,1.0
gregperret,9,1.0
perrinv,9,1.0
benjaminguilloud,9,1.0
camillo,9,1.0
hamedaliabadi,9,1.0
pelisset,9,1.0
joelchevrier,9,1.0
elisa,9,1.0
liquid,9,1.0
callewaerts,9,1.0
tarkus86,9,1.0
lambertw,9,1.0
ccalo,9,1.0
ronanlashermes,9,1.0
johnnyac,9,1.0
pierre38,9,1.0
joepol87,9,1.0
dixiao,9,1.0
annecchino,9,1.0
discman,9,1.0
allievo,9,1.0
bouzidk,9,1.0
alessandroarione,9,1.0
zhangcheng,9,1.0
angstrom,9,1.0
geoffraf,9,1.0
drouardm,9,1.0
leyet,9,1.0
wenchi,9,1.0
dantep,9,1.0
genevieve_song,9,1.0
passared,9,1.0
fab,9,1.0
folken,9,1.0
cnyffeler,9,1.0
dariocozza,9,1.0
psternativo,9,1.0
benjaminnanotech,9,1.0
funwebeur,9,1.0
dixiao,10,1.0
dantep,10,1.0
annecchino,10,1.0
discman,10,1.0
tarkus86,10,1.0
allievo,10,1.0
alessandroarione,10,1.0
nagarajan_palavesam,10,1.0
claudiocanguro,10,1.0
zhangcheng,10,1.0
dariocozza,10,1.0
hamedaliabadi,10,1.0
drkiraco,11,1.0
quyong,11,1.0
alexandercartagena,11,1.0
mcnallyh,11,1.0
hmosman,11,1.0
bowmanjt,12,1.0
aackert,12,1.0
edbr0wn,12,1.0
jholdema,12,1.0
alexandercartagena,12,1.0
jmaberto,12,1.0
tascanlo,12,1.0
tyoquele,12,1.0
hmosman,12,1.0
ptnguyen,12,1.0
tscanlon,12,1.0
kerrayzy,13,1.0
vanwormk,13,1.0
pion,13,1.0
htoto012,13,1.0
aromacch,13,1.0
rhchiu,13,1.0
yongjli,13,1.0
dysxks,14,1.0
a415040,14,1.0
nikitree,14,1.0
rlagudrn86,14,1.0
iy0727,14,1.0
jicastle2,14,1.0
hyunjingoe,15,1.0
tegilee,15,0.3333333333333333
since0603,15,1.0
strut86,15,1.0
kminsuk021,15,0.6666666666666666
jicastle2,15,0.6666666666666666
midshipmen,15,1.0
babow,15,0.6666666666666666
cwj14,15,0.6666666666666666
hoonsangyoon,15,0.3333333333333333
fanavos,15,0.6666666666666666
justty,15,0.6666666666666666
ohorha,15,1.0
nikitree,15,0.3333333333333333
shj0117,15,0.3333333333333333
apple1216,15,0.6666666666666666
mysoul37,15,0.6666666666666666
jej111,15,0.6666666666666666
meet0204,15,0.6666666666666666
ek7gales,15,0.6666666666666666
cromago,15,0.6666666666666666
han41858,15,0.6666666666666666
decm08,15,0.6666666666666666
ashooca,15,1.0
a415040,15,1.0
kwonsmile,15,0.3333333333333333
joo1897,15,0.6666666666666666
ahn0912,15,1.0
neigk,15,0.3333333333333333
skyus20,15,1.0
lonron,15,0.6666666666666666
ldw1940,15,0.6666666666666666
rozita,16,1.0
danielgottesman4,16,1.0
uditvira,16,1.0
douglas_watson,16,0.5
dannysarraf,16,1.0
syscrash,16,1.0
francium,16,0.5
shovon_3e,16,1.0
wang54599,16,1.0
wesyu,16,0.5
randhawaharneet,16,0.5
hongquanyue,16,1.0
captain_physics,16,1.0
shadisabri,16,0.5
szkopek,16,0.5
pjt002,16,1.0
pepsiman,16,1.0
sandrine,16,1.0
