toolname,class_id
0,0
3,0
4,0
1,1
2,2
4,3
5,4
0,5
1,5
2,5
6,5
9,5
10,5
11,5
15,5
7,6
8,7
0,7
2,7
3,7
12,8
5,9
18,9
3,9
13,9
14,10
16,11
2,12
4,12
5,12
6,12
17,12
19,12
0,13
1,14
2,15
3,15
4,16
0,17
1,17
1,18
0,19
1,19
2,20
0,21
1,22
0,23
1,24
2,25
0,26
0,27
1,27
2,28
3,28
0,29
1,29
2,29
4,29
0,30
2,30
1,31
0,32
1,33
2,33
3,33
0,34
1,34
5,34
6,34
7,34
1,35
2,36
0,37
3,37
5,38
6,39
3,40
4,41
0,42
0,43
1,43
2,44
3,45
0,46
10,46
4,46
0,47
1,48
0,49
1,49
0,50
1,51
3,52
4,53
0,54
1,55
0,56
0,57
1,58
2,59
0,60
0,61
3,62
7,63
0,64
1,65
2,66
3,67
1,68
0,69
1,69
2,69
0,70
0,71
1,71
2,71
3,71
4,71
2,72
1,73
2,74
4,74
0,75
1,75
2,75
3,75
6,75
7,75
8,75
9,75
11,75
5,76
0,77
1,78
2,78
9,79
3,79
6,79
4,80
5,81
0,82
1,82
2,83
0,84
0,85
0,86
4,86
0,87
1,87
4,87
4,88
7,88
6,89
8,90
10,91
1,92
0,93
1,94
5,95
6,96
0,97
1,97
0,98
1,99
3,99
5,99
6,99
0,100
2,100
3,100
6,100
8,100
9,100
10,100
1,101
4,101
5,101
7,101
11,102
12,102
13,102
