user,class_id,parti_rate
karankantharia,0,1.0
nairajitha2012,0,1.0
nikhilkhedekar2012,0,1.0
akshay.prabhu4,0,1.0
purnima612,0,1.0
chaitanyagangadhar32,0,1.0
milouni,0,1.0
singhabhi2495,0,1.0
karandikaraseem,1,1.0
monghimanshu,1,0.6666666666666666
vijit13bhosle,1,1.0
manojjha0786,1,1.0
prekshasinghvi1995,1,1.0
sum2151993,1,1.0
dhruvidgr8,1,1.0
rashmiiyengar178,1,1.0
sewei94,2,1.0
lemastsc,2,1.0
schaej2,2,1.0
syafiqar,2,1.0
sohnd,2,1.0
matosja,2,1.0
philldj1,2,1.0
galiotn,2,1.0
paikofbc,2,1.0
fletchprouty,2,1.0
tacca.josh,2,1.0
forseegw,2,1.0
noonanej,2,1.0
hennesre,2,1.0
metket,2,1.0
fleminma,2,1.0
aimanchess36,2,1.0
curnintb,2,1.0
kamaliahisham,2,1.0
shravan.rajasekaran,2,1.0
kallors,2,1.0
stanwyjl,2,1.0
eiman.a.rozman,2,1.0
sammonroe95,2,1.0
mccrarbr,2,1.0
fleckjj,2,1.0
valentjg,2,1.0
ritterts,2,1.0
plevkaas,2,1.0
ghilardj,2,1.0
mohamami,2,1.0
pjfite29,2,1.0
bachtife,2,1.0
bosticjt,2,1.0
scullymt,2,1.0
abdulln,2,1.0
douglas.manogue,2,1.0
streebm1,2,1.0
bramsey18,2,1.0
soxwh,2,1.0
bestgoalie,2,1.0
jeremy.m.saslaw,2,1.0
mmbatt23,2,1.0
dougmanogue,2,1.0
shafiefn,2,1.0
rosleema,2,1.0
hanafimf,2,1.0
nestorl,2,1.0
birenba,2,1.0
baconms,2,1.0
jordaa2,2,1.0
sanderjl,2,1.0
scherems,2,1.0
branslm1,2,1.0
muhamaas,2,1.0
yangzhaovandy,2,1.0
brueremw,2,1.0
gw014425,2,1.0
chickbc,2,1.0
nur.s.mahamud,2,1.0
janikocc,2,1.0
angd,2,1.0
kamalhisyam96,2,1.0
garciact,2,1.0
byrdam,2,1.0
balistrs,2,1.0
ramaprs,2,1.0
jiangtl,2,1.0
speere,2,1.0
bakaspa1,2,1.0
rohanmrao,2,1.0
paganowp,2,1.0
danial.l.ain,2,1.0
hornbek,2,1.0
adbielawski,2,1.0
bglo234,2,1.0
marrolsan1,3,0.5
raltsix,3,0.1
isacar,3,0.7
angelafd94,3,0.6
lobo07,3,0.3
cabreralopez,3,0.6
alvlop06,3,0.5
morales9692,3,0.7
lampardgp8,3,0.2
eva.pd.95,3,0.6
pedromaldonadoinfante,3,0.3
jesuslopezare,3,0.3
manleojar,3,0.8
dani.cerqueira95,3,0.3
javisf26,3,0.5
cmolinillov,3,0.3
isa94,3,1.0
julijcaceres,3,0.8
yunqing,3,0.6
lucuix20,3,0.4
irene.irene.1994,3,0.3
felixcampos_29,3,0.3
manaceesp,3,0.4
jasukano,3,0.3
alejandrasalas,3,0.1
rafadelvallepinto,3,0.2
ale08aj,3,0.3
ipermos,3,0.6
jrosa,3,0.6
laetitiacc1994,3,0.9
eligr94,3,0.6
trvarun94,4,0.4
aliahmed460,4,0.6
nishat76,4,0.2
siu854217482,4,0.8
ssahmed,4,0.2
bhupathikalpana,4,0.2
salmanselmi,4,0.2
aazimban,4,1.0
zangetuse1994,4,1.0
subhadeepchowdhury0212,4,0.4
kushwanth,4,0.6
ikayarkar,4,0.6
saisudheer.parvathaneni,4,0.2
rajvamshi.kola,4,0.8
mohammed301,4,0.8
magk,4,0.8
pravallika94,4,0.6
tylerbdogs,4,0.6
saawadh_83,4,0.2
rentsen5555,5,0.2
galaaf18,5,0.2
solidarity_sika,5,0.6
baagii_homie,5,0.2
nyamh,5,0.4
dash.dashdemberel,5,0.2
bat0407,5,0.2
b.buynaa01,5,0.2
enhjin.ilmg,5,1.0
suhboldb,5,1.0
slize9995,5,0.2
erhme,5,1.0
dashpeljee37,5,0.6
cchingis99,5,0.8
yusuu1,5,1.0
ltu_stevenb_17,6,1.0
tsun,6,1.0
domovric,6,0.5
gvanriessen,6,1.0
aj18067306,6,1.0
franciscoroque,6,0.5
kmindian6,6,0.5
twguest2311,6,1.0
alaleh,6,1.0
phy5nfa,6,1.0
manjithbose,6,1.0
keshatron889,6,1.0
gonzalo12at,7,0.15384615384615385
antonio.alferez94,7,0.6923076923076923
carmencve,7,0.7692307692307693
