toolname,class_id
0,0
8,1
1,1
2,2
0,3
1,3
2,3
4,3
0,4
1,4
9,4
18,4
20,4
2,5
3,5
5,5
9,5
11,5
1,6
4,6
0,7
1,7
3,7
4,7
6,7
7,7
8,7
13,7
14,7
8,8
12,8
15,8
19,8
24,8
25,8
0,9
10,9
16,10
14,10
17,11
18,12
22,12
23,12
2,13
4,13
9,13
10,13
20,13
21,14
26,15
0,16
1,16
0,17
1,18
2,18
2,19
3,20
0,21
2,21
5,21
6,21
1,22
3,23
4,23
0,24
1,24
2,24
3,24
5,24
6,24
4,25
0,26
4,26
5,26
7,26
17,26
0,27
1,27
2,27
1,28
2,28
3,28
0,29
16,30
1,30
2,30
3,30
0,31
0,32
1,32
2,32
3,32
4,32
5,32
6,32
8,32
10,32
12,32
3,33
0,34
2,34
1,35
3,35
5,36
0,37
1,37
6,37
11,38
4,38
5,38
7,38
0,39
5,39
0,40
1,40
2,40
2,41
3,42
4,43
5,44
6,44
8,45
9,45
10,45
6,45
4,46
7,46
9,47
11,48
12,49
13,50
0,51
0,52
0,53
1,53
4,53
2,54
0,55
3,55
4,56
5,57
0,58
0,59
1,59
2,59
2,60
3,60
4,60
5,60
0,61
0,62
1,62
0,63
1,63
2,63
3,63
5,63
3,64
4,65
0,66
2,66
6,66
0,67
3,67
7,67
8,68
1,69
3,69
2,70
3,70
1,71
2,71
4,71
9,71
10,71
5,72
0,73
1,73
2,73
5,73
6,73
7,73
0,74
1,75
3,76
4,76
13,76
14,76
2,77
0,78
0,79
0,80
0,81
0,82
0,83
1,84
2,85
3,85
3,86
8,87
4,87
8,88
9,89
1,90
1,91
2,91
3,92
4,93
3,94
5,94
6,95
11,96
4,96
7,96
12,97
13,98
14,99
16,100
19,100
15,100
17,101
2,101
7,101
5,102
21,102
22,103
0,104
1,105
0,106
0,107
0,108
1,108
2,108
3,109
0,110
3,110
0,111
0,112
4,113
0,114
1,114
2,115
3,116
4,117
5,118
6,119
8,120
0,121
1,122
0,123
3,123
1,124
3,124
4,124
3,125
5,126
6,127
0,128
5,129
6,130
7,131
18,132
11,132
13,133
14,134
15,134
19,135
8,136
9,136
20,136
0,137
1,138
6,138
1,139
2,140
3,141
4,142
2,143
5,143
1,144
2,144
3,144
0,145
4,146
0,147
1,147
2,148
0,149
2,150
7,151
10,152
2,153
3,153
4,153
5,153
0,154
1,155
0,156
5,157
6,158
7,159
0,160
10,160
2,160
7,160
11,161
3,162
12,162
1,163
2,164
4,165
0,166
1,167
3,168
8,169
0,170
1,171
2,171
0,172
1,172
2,173
0,174
1,174
2,174
3,174
4,174
5,174
6,174
7,174
8,174
9,174
10,174
11,174
12,174
