toolname,class_id
0,0
4,0
0,1
1,1
2,1
6,1
18,1
0,2
3,2
5,2
4,3
3,4
4,4
5,4
6,4
7,5
8,6
9,6
10,7
12,7
13,7
11,8
14,9
15,10
16,11
17,12
19,13
0,14
0,15
1,15
0,16
2,16
1,17
3,17
4,18
0,19
1,19
6,19
7,19
9,19
13,19
14,19
16,19
17,19
18,19
0,20
1,20
1,21
2,21
3,21
0,22
1,23
2,24
3,25
4,26
5,27
0,28
6,28
7,29
8,30
1,30
2,30
9,31
10,32
11,33
12,34
0,35
1,35
2,35
3,35
6,35
7,35
8,35
9,35
0,36
4,36
0,37
1,37
3,37
4,37
5,37
0,38
4,38
0,39
1,39
2,39
3,39
2,40
3,40
3,41
4,41
5,41
6,41
8,41
16,41
18,41
0,42
2,42
0,43
1,44
2,45
0,46
1,47
2,48
0,49
3,49
5,50
0,51
1,52
2,52
3,52
5,52
4,53
0,54
0,55
1,55
2,55
6,55
0,56
1,57
0,58
1,59
2,60
3,61
4,62
5,63
8,64
1,64
3,64
0,64
10,65
3,65
12,65
4,65
0,66
11,66
15,67
0,68
0,69
0,70
1,71
2,72
3,73
5,73
4,74
7,75
0,76
1,76
2,76
4,76
5,76
0,77
0,78
0,79
2,79
0,80
1,81
2,82
4,82
5,82
6,83
0,84
1,85
2,86
0,87
1,87
0,88
0,89
1,90
2,90
5,91
14,91
6,92
0,93
0,94
1,94
2,94
2,95
3,95
5,96
9,97
6,97
0,98
7,98
19,98
20,98
21,98
0,99
0,100
1,101
0,102
2,102
3,102
0,103
0,104
1,105
2,106
0,107
2,107
1,108
0,109
0,110
1,110
0,111
1,111
2,112
7,113
10,114
11,115
12,116
13,117
15,118
17,119
22,120
0,121
1,122
2,123
0,124
1,125
2,126
0,127
1,127
0,128
1,129
3,130
0,131
1,131
0,132
1,133
2,133
3,133
5,134
9,134
11,134
13,134
15,134
16,134
8,135
12,135
6,135
14,135
7,136
10,137
17,138
1,139
2,139
