,year_month,simtotal_track,clustered_track,clustered_m_track,clustered_x_track,clustered_mx_track,self_identified_track,self_track,researcher_track,all_researchers,clustered_track_per,self_identified_track_per,researcher_track_per,self_track_per,all_researchers_per
189,2015-10-01,74878,31780,6105,6078,19597,1674,41797,1674,3348,41.3129671758206,2.176145596360091,2.176145596360091,54.33474163145922,4.352291192720182
190,2015-11-01,75908,32406,6198,6191,20017,1687,42174,1687,3374,41.57066988223824,2.1640967750211666,2.1640967750211666,54.10113656771942,4.328193550042333
191,2015-12-01,76766,32964,6309,6248,20407,1693,42464,1693,3386,41.82505646204989,2.1480955160250716,2.1480955160250716,53.87875250589996,4.296191032050143
192,2016-01-01,77364,33219,6361,6273,20585,1698,42789,1698,3396,41.83542390811546,2.1384313132839656,2.1384313132839656,53.88771346531661,4.276862626567931
193,2016-02-01,78114,33652,6434,6392,20826,1705,43083,1705,3410,41.98889512758126,2.127394098197018,2.127394098197018,53.75631667602471,4.254788196394036
194,2016-03-01,79143,34258,6520,6569,21169,1717,43466,1717,3434,42.21148870105227,2.1156263091746963,2.1156263091746963,53.55725868059834,4.231252618349393
195,2016-04-01,80263,34912,6592,6676,21644,1726,43908,1726,3452,42.43485025281991,2.0979190976273823,2.0979190976273823,53.36931155192532,4.1958381952547645
196,2016-05-01,81251,35377,6718,6724,21935,1733,44406,1733,3466,42.49540535021442,2.0817066871674132,2.0817066871674132,53.34118127545076,4.1634133743348265
197,2016-06-01,81895,35571,6780,6755,22036,1739,44821,1739,3478,42.41206629307261,2.0734470013115534,2.0734470013115534,53.44103970430428,4.146894002623107
198,2016-07-01,82508,35728,6867,6768,22093,1751,45244,1751,3502,42.294670549518194,2.0728271420792197,2.0728271420792197,53.55967516632336,4.145654284158439
199,2016-08-01,83323,36203,6913,6833,22457,1758,45559,1758,3516,42.4529186894627,2.061492999366777,2.061492999366777,53.42409531180374,4.122985998733554
200,2016-09-01,84283,36749,7014,6956,22779,1768,45952,1768,3536,42.613959205445454,2.0501640827023206,2.0501640827023206,53.285712629149906,4.100328165404641
201,2016-10-01,85851,37850,7129,7239,23482,1778,46397,1778,3556,43.10786647381069,2.0249877566825734,2.0249877566825734,52.84215801282416,4.049975513365147
202,2016-11-01,86980,38453,7246,7347,23860,1788,46894,1788,3576,43.243030487050596,2.01072838298303,2.01072838298303,52.735512746983346,4.02145676596606
203,2016-12-01,88334,39279,7348,7436,24495,1800,47414,1800,3600,43.501711096098255,1.9935100173878375,1.9935100173878375,52.51126886912607,3.987020034775675
204,2017-01-01,89046,39569,7422,7462,24685,1810,47825,1810,3620,43.47572900872393,1.9887050343903134,1.9887050343903134,52.54686092249544,3.977410068780627
205,2017-02-01,89975,39985,7521,7612,24852,1817,48330,1817,3634,43.486062926187344,1.97609544421364,1.97609544421364,52.561746185385374,3.95219088842728
206,2017-03-01,91194,40673,7615,7819,25239,1826,48852,1826,3652,43.65133026390633,1.9597110875001342,1.9597110875001342,52.429247561093405,3.9194221750002685
207,2017-04-01,92497,41471,7758,7990,25723,1836,49348,1836,3672,43.888835973796446,1.9430421944947138,1.9430421944947138,52.22507963721412,3.8860843889894277
208,2017-05-01,93523,41991,7858,8068,26065,1841,49847,1841,3682,43.960427135678394,1.9273450586264655,1.9273450586264655,52.18488274706867,3.854690117252931
209,2017-06-01,94316,42323,7928,8136,26259,1851,50300,1851,3702,43.93771087464314,1.9216195172592785,1.9216195172592785,52.2190500908383,3.843239034518557
210,2017-07-01,95008,42606,7999,8161,26446,1861,50693,1861,3722,43.91420414137146,1.9181414332979458,1.9181414332979458,52.249512992032656,3.8362828665958917
211,2017-08-01,95680,42851,8069,8216,26566,1870,51109,1870,3740,43.85977482088024,1.9140225179119754,1.9140225179119754,52.312180143295805,3.828045035823951
212,2017-09-01,96977,43654,8167,8372,27115,1874,51598,1874,3748,44.09494949494949,1.8929292929292927,1.8929292929292927,52.11919191919192,3.7858585858585854
213,2017-10-01,98429,44640,8318,8626,27696,1882,52057,1882,3764,44.435153940335056,1.8733637929146636,1.8733637929146636,51.81811847383562,3.746727585829327
214,2017-11-01,99572,45285,8442,8748,28095,1890,52546,1890,3780,44.56702522364704,1.8600348387477732,1.8600348387477732,51.71290509885741,3.7200696774955464
215,2017-12-01,100751,45922,8575,8835,28512,1896,53079,1896,3792,44.674248246475926,1.8444835737842071,1.8444835737842071,51.636784605955654,3.6889671475684143
216,2018-01-01,101390,46136,8624,8864,28648,1903,53496,1903,3806,44.602563854676234,1.8397494151085676,1.8397494151085676,51.71793731510663,3.679498830217135
217,2018-02-01,102379,46643,8720,8972,28951,1908,53972,1908,3816,44.663940783866856,1.8270436939223027,1.8270436939223027,51.68197182828853,3.6540873878446054
218,2018-03-01,103415,47177,8853,9088,29236,1918,54467,1918,3836,44.726014410314754,1.8183541903678422,1.8183541903678422,51.63727720894956,3.6367083807356844
219,2018-04-01,104507,47771,9006,9186,29579,1922,54959,1922,3844,44.824253570289194,1.803441740011635,1.803441740011635,51.56886294968754,3.60688348002327
220,2018-05-01,105813,48552,9120,9294,30138,1928,55476,1928,3856,45.003893070334804,1.7871046679767157,1.7871046679767157,51.42189759371176,3.5742093359534315
221,2018-06-01,106558,48884,9211,9340,30333,1934,55886,1934,3868,44.99714648649643,1.7802242309320864,1.7802242309320864,51.4424050516394,3.5604484618641727
222,2018-07-01,107193,49115,9291,9364,30460,1943,56282,1943,3886,44.94294629539819,1.7779526550332623,1.7779526550332623,51.50114839453529,3.5559053100665245
223,2018-08-01,108257,49684,9363,9597,30724,1948,56767,1948,3896,45.02523856561574,1.765340244863929,1.765340244863929,51.4440809446564,3.530680489727858
224,2018-09-01,109311,50252,9432,9797,31023,1957,57244,1957,3914,45.10546629566466,1.7565748137510095,1.7565748137510095,51.381384076833314,3.513149627502019
225,2018-10-01,110608,51076,9526,9955,31595,1962,57706,1962,3924,45.31790676627686,1.7408123791102514,1.7408123791102514,51.20046847550264,3.481624758220503
226,2018-11-01,112292,52243,9708,10312,32223,1972,58216,1972,3944,45.66576051327325,1.7237310210396581,1.7237310210396581,50.886777444647436,3.4474620420793163
227,2018-12-01,113456,52856,9828,10432,32596,1974,58759,1974,3948,45.737822659501745,1.7081591858986007,1.7081591858986007,50.84585896870105,3.4163183717972014
228,2019-01-01,114248,53233,9909,10458,32866,1976,59167,1976,3952,45.751684543454346,1.698294829482948,1.698294829482948,50.85172579757976,3.396589658965896
229,2019-02-01,115435,53899,10044,10586,33269,1979,59683,1979,3958,45.855878849753275,1.6836821507571889,1.6836821507571889,50.776756848732354,3.3673643015143777
230,2019-03-01,116648,54607,10183,10704,33720,1983,60183,1983,3966,45.982518777998585,1.6698103674761697,1.6698103674761697,50.677860487049074,3.3396207349523395
231,2019-04-01,117924,55300,10308,10833,34159,1993,60757,1993,3986,46.06682605399732,1.6602384145681133,1.6602384145681133,50.61269711686646,3.3204768291362265
232,2019-05-01,119357,56230,10432,10966,34832,1997,61255,1997,3994,46.28783575762066,1.643905530997127,1.643905530997127,50.42435318038508,3.287811061994254
233,2019-06-01,120320,56677,10525,11020,35132,2007,61762,2007,4014,46.2846969857823,1.6389961862918836,1.6389961862918836,50.437310641633935,3.277992372583767
234,2019-07-01,120933,56926,10647,11044,35235,2012,62118,2012,4024,46.255728540319176,1.634868527968278,1.634868527968278,50.47453440374427,3.269737055936556
235,2019-08-01,121632,57215,10740,11093,35382,2017,62519,2017,4034,46.227619416973695,1.6296619481610757,1.6296619481610757,50.51305668670416,3.2593238963221514
236,2019-09-01,122384,57583,10798,11267,35518,2024,62895,2024,4048,46.24174871111254,1.6253633779291072,1.6253633779291072,50.50752453302925,3.2507267558582145
237,2019-10-01,123636,58376,10916,11494,35966,2030,63349,2030,4060,46.4093492864809,1.6138649282505864,1.6138649282505864,50.362920857017926,3.2277298565011727
238,2019-11-01,125053,59228,11076,11641,36511,2037,63903,2037,4074,46.561062851303014,1.6013521481073858,1.6013521481073858,50.23623285248221,3.2027042962147716
239,2019-12-01,126194,59877,11211,11714,36952,2046,64389,2046,4092,46.64843640443135,1.5939793390361334,1.5939793390361334,50.16360491749637,3.187958678072267
240,2020-01-01,126900,60133,11276,11745,37112,2050,64833,2050,4100,46.59089148187749,1.588334650488897,1.588334650488897,50.23243921714472,3.176669300977794
241,2020-02-01,128092,60935,11360,11928,37647,2057,65219,2057,4114,46.77664507016305,1.5790524150213407,1.5790524150213407,50.06525009979427,3.1581048300426815
242,2020-03-01,129191,61539,11448,12099,37992,2067,65705,2067,4134,46.84117584374857,1.5733227785473975,1.5733227785473975,50.012178599156634,3.146645557094795
243,2020-04-01,130696,62415,11683,12254,38478,2074,66328,2074,4148,46.96706323227306,1.5606775477647095,1.5606775477647095,49.911581672197514,3.121355095529419
244,2020-05-01,132708,63631,12115,12399,39117,2086,67115,2086,4172,47.16272106019953,1.546124312545398,1.546124312545398,49.74503031470967,3.092248625090796
245,2020-06-01,134365,64495,12573,12470,39452,2090,67903,2090,4180,47.22210019183177,1.5302610962234036,1.5302610962234036,49.71737761572142,3.060522192446807
246,2020-07-01,135653,65044,12900,12504,39640,2095,68634,2095,4190,47.17846055647431,1.5195694432355586,1.5195694432355586,49.78240055705457,3.0391388864711173
247,2020-08-01,136520,65337,13058,12543,39736,2100,69191,2100,4200,47.09719739346058,1.513753532091575,1.513753532091575,49.87529554235626,3.02750706418315
248,2020-09-01,137824,66019,13261,12766,39992,2104,69803,2104,4208,47.146325787331286,1.5025351710347783,1.5025351710347783,49.848603870599156,3.0050703420695566
249,2020-10-01,139449,66942,13546,12949,40447,2113,70493,2113,4226,47.255066673255165,1.491589075327719,1.491589075327719,49.761755176089395,2.983178150655438
250,2020-11-01,141441,68179,13874,13181,41124,2123,71238,2123,4246,47.45759172507883,1.4777639336502788,1.4777639336502788,49.58688040762061,2.9555278673005576
251,2020-12-01,143394,69425,14213,13351,41861,2130,71939,2130,4260,47.674147118606825,1.4626709882986322,1.4626709882986322,49.400510904795915,2.9253419765972644
