,year_month,simtotal_track,clustered_track,clustered_m_track,clustered_x_track,clustered_mx_track,self_identified_track,self_track,researcher_track,all_researchers,clustered_track_per,self_identified_track_per,researcher_track_per,self_track_per,all_researchers_per
94,2007-11-01,12511,707,238,229,240,559,11399,559,1118,5.3463399879007865,4.227162734422263,4.227162734422263,86.1993345432547,8.454325468844527
95,2007-12-01,12898,763,257,251,255,571,11722,571,1142,5.599178102296911,4.190210611286417,4.190210611286417,86.02040067513026,8.380421222572833
96,2008-01-01,13132,798,271,263,264,580,11920,580,1160,5.750108084738435,4.179276552817409,4.179276552817409,85.89133880962675,8.358553105634819
97,2008-02-01,13861,1306,316,311,679,587,12137,587,1174,8.934801942943148,4.015871929944585,4.015871929944585,83.03345419716767,8.03174385988917
98,2008-03-01,14518,1677,369,432,876,603,12414,603,1206,10.962933908609532,3.941949401843499,3.941949401843499,81.15316728770348,7.883898803686998
99,2008-04-01,14918,1811,400,476,935,619,12672,619,1238,11.519623433623815,3.9374085617963233,3.9374085617963233,80.60555944278353,7.8748171235926465
100,2008-05-01,15422,2070,443,543,1084,632,12911,632,1264,12.742382271468145,3.890427823945829,3.890427823945829,79.4767620806402,7.780855647891658
101,2008-06-01,15736,2160,468,570,1122,641,13131,641,1282,13.033246847281724,3.8677366801424,3.8677366801424,79.23127979243347,7.7354733602848
102,2008-07-01,16045,2206,493,584,1129,651,13388,651,1302,13.056344696969695,3.8529829545454546,3.8529829545454546,79.23768939393939,7.705965909090909
103,2008-08-01,16391,2322,534,596,1192,664,13613,664,1328,13.450732781092508,3.846376643688814,3.846376643688814,78.85651393152986,7.692753287377628
104,2008-09-01,16661,2364,544,620,1200,676,13834,676,1352,13.470085470085468,3.851851851851852,3.851851851851852,78.82621082621083,7.703703703703704
105,2008-10-01,17084,2516,571,662,1283,696,14098,696,1392,13.973120071087417,3.865378207264245,3.865378207264245,78.29612351438409,7.73075641452849
106,2008-11-01,17758,2868,610,697,1561,712,14410,712,1424,15.33525826114854,3.8070794567425943,3.8070794567425943,77.05058282536628,7.614158913485189
107,2008-12-01,18208,3048,656,721,1671,721,14674,721,1442,15.904821540388228,3.7622625756627013,3.7622625756627013,76.57065330828637,7.524525151325403
108,2009-01-01,18539,3160,698,733,1729,732,14887,732,1464,16.195992004510277,3.751729793449849,3.751729793449849,76.30054840859003,7.503459586899698
109,2009-02-01,19251,3634,728,782,2124,742,15117,742,1484,17.95898196194712,3.666913763281443,3.666913763281443,74.70719051149,7.333827526562886
110,2009-03-01,19785,3879,765,859,2255,750,15400,750,1500,18.667885846287117,3.6094133500168444,3.6094133500168444,74.1132874536792,7.218826700033689
111,2009-04-01,20382,4140,796,949,2395,765,15726,765,1530,19.349411104879415,3.57543466068424,3.57543466068424,73.4997195737521,7.15086932136848
112,2009-05-01,20823,4326,844,984,2498,779,15972,779,1558,19.793191800878475,3.564238653001464,3.564238653001464,73.07833089311859,7.128477306002928
113,2009-06-01,21116,4390,873,999,2518,789,16194,789,1578,19.808681526938003,3.560148001082935,3.560148001082935,73.07102247089612,7.12029600216587
114,2009-07-01,21402,4460,888,1014,2558,794,16406,794,1588,19.862830676048812,3.5361182862741605,3.5361182862741605,73.06493275140286,7.072236572548321
115,2009-08-01,21669,4556,904,1034,2618,803,16570,803,1606,20.04223121590709,3.5324652472285765,3.5324652472285765,72.89283828963575,7.064930494457153
116,2009-09-01,22032,4729,919,1091,2719,814,16754,814,1628,20.462117606334644,3.5221323179438366,3.5221323179438366,72.49361775777768,7.044264635887673
117,2009-10-01,22729,5182,952,1237,2993,833,16993,833,1666,21.735665450274738,3.493980957174615,3.493980957174615,71.27637263537603,6.98796191434923
118,2009-11-01,23325,5530,995,1298,3237,848,17233,848,1696,22.609264483421235,3.467026452430598,3.467026452430598,70.45668261171757,6.934052904861196
119,2009-12-01,23865,5835,1038,1337,3460,859,17463,859,1718,23.32507195394947,3.433802366485449,3.433802366485449,69.80732331307962,6.867604732970898
120,2010-01-01,24237,6005,1087,1352,3566,868,17660,868,1736,23.64080154324633,3.4171882996732412,3.4171882996732412,69.52482185740719,6.8343765993464825
121,2010-02-01,25118,6637,1125,1415,4097,880,17904,880,1760,25.234781947454472,3.3458803847762444,3.3458803847762444,68.07345728299305,6.691760769552489
122,2010-03-01,25852,7081,1206,1500,4375,894,18184,894,1788,26.174546261043137,3.3046242560898977,3.3046242560898977,67.21620522677708,6.6092485121797955
123,2010-04-01,26553,7463,1268,1576,4619,903,18498,903,1806,26.877228364605465,3.252061799978392,3.252061799978392,66.61864803543776,6.504123599956784
124,2010-05-01,27044,7619,1335,1597,4687,913,18822,913,1826,26.953691583825663,3.2299147415714433,3.2299147415714433,66.58647893303144,6.459829483142887
125,2010-06-01,27586,7847,1393,1643,4811,927,19128,927,1854,27.219119636477156,3.215512157896563,3.215512157896563,66.34985604772972,6.431024315793126
126,2010-07-01,28028,7974,1435,1658,4881,938,19435,938,1876,27.228956803824484,3.2030049513402763,3.2030049513402763,66.36503329349497,6.406009902680553
127,2010-08-01,28422,8070,1479,1670,4921,944,19727,944,1888,27.18544719555331,3.1800572679804615,3.1800572679804615,66.45443826848577,6.360114535960923
128,2010-09-01,28812,8156,1512,1688,4956,953,20027,953,1906,27.10625145401974,3.1672704310545385,3.1672704310545385,66.55920768387118,6.334540862109077
129,2010-10-01,29597,8598,1585,1798,5215,964,20367,964,1928,27.83154759977989,3.1204479979283333,3.1204479979283333,65.92755640436346,6.2408959958566665
130,2010-11-01,30452,9051,1660,1865,5526,972,20763,972,1944,28.499905535613074,3.0606461364065747,3.0606461364065747,65.37880219157378,6.121292272813149
131,2010-12-01,31266,9492,1790,1907,5795,983,21130,983,1966,29.127286117589296,3.0164477721860807,3.0164477721860807,64.83981833803854,6.0328955443721615
132,2011-01-01,31695,9625,1845,1920,5860,994,21416,994,1988,29.141057858245784,3.009476520633383,3.009476520633383,64.83998910048744,6.018953041266766
133,2011-02-01,32296,9893,1921,2003,5969,1007,21742,1007,2014,29.400576540164643,2.9926595143986447,2.9926595143986447,64.61410443103807,5.9853190287972895
134,2011-03-01,33489,10699,1991,2184,6524,1020,22120,1020,2040,30.69221721793511,2.92607361083221,2.92607361083221,63.45563556040047,5.85214722166442
135,2011-04-01,34185,11043,2067,2270,6706,1029,22465,1029,2058,31.049316763200807,2.893212618793229,2.893212618793229,63.16425799921274,5.786425237586458
136,2011-05-01,34894,11435,2150,2367,6918,1043,22773,1043,2086,31.50658511048658,2.873753237449716,2.873753237449716,62.74590841461398,5.747506474899432
137,2011-06-01,35456,11629,2201,2418,7010,1063,23128,1063,2126,31.529430903126098,2.882086598161755,2.882086598161755,62.70639590055039,5.76417319632351
138,2011-07-01,35929,11793,2273,2426,7094,1079,23422,1079,2158,31.554865812217376,2.887111015974099,2.887111015974099,62.67091215583442,5.774222031948198
139,2011-08-01,36349,11920,2301,2466,7153,1088,23710,1088,2176,31.529386869809024,2.877850076707401,2.877850076707401,62.71491297677617,5.755700153414802
140,2011-09-01,36845,12127,2324,2531,7272,1093,23998,1093,2186,31.654094124402913,2.8529665109237556,2.8529665109237556,62.63997285374957,5.705933021847511
141,2011-10-01,37581,12510,2390,2630,7490,1104,24343,1104,2208,32.02682983026548,2.82634853178362,2.82634853178362,62.32047310616727,5.65269706356724
142,2011-11-01,38503,13080,2488,2694,7898,1112,24691,1112,2224,32.704088011001375,2.78034754344293,2.78034754344293,61.73521690211277,5.56069508688586
143,2011-12-01,39379,13616,2600,2742,8274,1120,25024,1120,2240,33.30724070450098,2.73972602739726,2.73972602739726,61.21330724070451,5.47945205479452
144,2012-01-01,39826,13740,2669,2751,8320,1126,25343,1126,2252,33.24059513729285,2.724083706302165,2.724083706302165,61.311237450102816,5.44816741260433
145,2012-02-01,41008,14573,2733,2926,8914,1141,25682,1141,2282,34.259585772386394,2.682370642029292,2.682370642029292,60.375672943555024,5.364741284058584
146,2012-03-01,42031,15189,2826,3094,9269,1156,26077,1156,2312,34.854743219055486,2.6527146725411908,2.6527146725411908,59.839827435862134,5.3054293450823815
147,2012-04-01,42841,15588,2912,3179,9497,1171,26482,1171,2342,35.09862199405566,2.6366747725839863,2.6366747725839863,59.62802846077637,5.273349545167973
148,2012-05-01,43604,15945,3062,3200,9683,1190,26881,1190,2380,35.27186656638499,2.6323939300092905,2.6323939300092905,59.46334557359643,5.264787860018581
149,2012-06-01,44240,16174,3129,3238,9807,1201,27282,1201,2402,35.26974573683981,2.618954162850539,2.618954162850539,59.49234593745911,5.237908325701078
150,2012-07-01,44742,16316,3177,3250,9889,1211,27637,1211,2422,35.182749326145554,2.6113207547169814,2.6113207547169814,59.59460916442049,5.222641509433963
151,2012-08-01,45294,16539,3222,3279,10038,1219,27960,1219,2438,35.23659373202378,2.5970982380637877,2.5970982380637877,59.56920979184864,5.194196476127575
152,2012-09-01,45734,16714,3249,3316,10149,1235,28217,1235,2470,35.26085947553849,2.605430265184279,2.605430265184279,59.52827999409295,5.210860530368558
153,2012-10-01,46694,17351,3335,3436,10580,1247,28536,1247,2494,35.863252103098326,2.577458093053058,2.577458093053058,58.98183171079556,5.154916186106116
154,2012-11-01,47393,17620,3404,3486,10730,1261,28954,1261,2522,35.88887078377057,2.568437347238064,2.568437347238064,58.9742545217533,5.136874694476128
155,2012-12-01,48330,18142,3524,3513,11105,1273,29363,1273,2546,36.247028031407964,2.5434057261593175,2.5434057261593175,58.6661605162734,5.086811452318635
156,2013-01-01,48790,18281,3567,3527,11187,1280,29676,1280,2560,36.187817962270124,2.533800502801037,2.533800502801037,58.7445810321278,5.067601005602074
157,2013-02-01,49597,18723,3647,3677,11399,1295,30029,1295,2590,36.46721982003038,2.522301429628764,2.522301429628764,58.48817732071209,5.044602859257528
158,2013-03-01,51059,19651,3746,3871,12034,1316,30548,1316,2632,37.19596449054532,2.490961745944616,2.490961745944616,57.822112017565445,4.981923491889232
159,2013-04-01,51794,20029,3813,3954,12262,1328,30898,1328,2656,37.379392717839615,2.4783979993654706,2.4783979993654706,57.663811283429446,4.956795998730941
160,2013-05-01,52676,20427,3936,3992,12499,1340,31372,1340,2680,37.49518162961875,2.459663356522697,2.459663356522697,57.58549165733585,4.919326713045394
161,2013-06-01,53329,20586,4010,4031,12545,1357,31858,1357,2714,37.32187533993256,2.4602052286159757,2.4602052286159757,57.75771420283549,4.920410457231951
162,2013-07-01,53845,20729,4071,4046,12612,1363,32223,1363,2726,37.23014476094687,2.4480045978663028,2.4480045978663028,57.87384604332052,4.8960091957326055
163,2013-08-01,54427,20904,4112,4074,12718,1372,32620,1372,2744,37.150778417573044,2.438330845240634,2.438330845240634,57.972559891945686,4.876661690481268
164,2013-09-01,55047,21194,4167,4116,12911,1384,32945,1384,2768,37.24322139631328,2.4320382378266294,2.4320382378266294,57.892702128033456,4.864076475653259
165,2013-10-01,56237,22021,4295,4268,13458,1405,33300,1405,2810,37.88168103077532,2.4169548089659565,2.4169548089659565,57.284409351292766,4.833909617931913
166,2013-11-01,57132,22436,4400,4339,13697,1418,33771,1418,2836,37.99942414850194,2.4016394830885965,2.4016394830885965,57.19729688532087,4.803278966177193
167,2013-12-01,58208,23067,4548,4393,14126,1432,34207,1432,2864,38.35677940736307,2.381189929828062,2.381189929828062,56.88084073298081,4.762379859656124
168,2014-01-01,58610,23181,4589,4406,14186,1436,34489,1436,2872,38.28912160153282,2.371907105810842,2.371907105810842,56.9670641868455,4.743814211621684
169,2014-02-01,59442,23606,4639,4593,14374,1456,34887,1456,2912,38.44312352414298,2.371142415112776,2.371142415112776,56.81459164563146,4.742284830225552
170,2014-03-01,60772,24512,4757,4727,15028,1471,35302,1471,2942,39.05921346166104,2.343998980177194,2.343998980177194,56.25278857798458,4.687997960354388
171,2014-04-01,61632,24902,4848,4807,15247,1483,35763,1483,2966,39.135012808222406,2.3306250098222567,2.3306250098222567,56.20373717213308,4.6612500196445135
172,2014-05-01,62463,25242,4944,4854,15444,1494,36247,1494,2988,39.14884377374877,2.317105324379236,2.317105324379236,56.21694557749275,4.634210648758472
173,2014-06-01,62906,25371,4988,4876,15507,1500,36559,1500,3000,39.07438780224858,2.3101801940551363,2.3101801940551363,56.305251809641156,4.620360388110273
174,2014-07-01,63302,25492,5033,4882,15577,1515,36821,1515,3030,39.012595075218464,2.318534502548092,2.318534502548092,56.35033591968536,4.637069005096184
175,2014-08-01,63688,25629,5058,4913,15658,1522,37064,1522,3044,38.98717617171456,2.315286672650106,2.315286672650106,56.38225048298523,4.630573345300212
176,2014-09-01,64108,25808,5085,4965,15758,1526,37300,1526,3052,39.00846432889964,2.306529625151149,2.306529625151149,56.378476420798066,4.613059250302298
177,2014-10-01,65149,26555,5169,5086,16300,1539,37581,1539,3078,39.508138185497074,2.2897015502722646,2.2897015502722646,55.9124587139584,4.579403100544529
178,2014-11-01,65990,26964,5261,5147,16556,1549,37987,1549,3098,39.62438830842481,2.2763009008214667,2.2763009008214667,55.82300988993225,4.5526018016429335
179,2014-12-01,66901,27398,5345,5203,16850,1559,38448,1559,3118,39.727974015428345,2.2605997331941303,2.2605997331941303,55.7508265181834,4.521199466388261
180,2015-01-01,67513,27683,5419,5262,17002,1567,38763,1567,3134,39.7858580051739,2.252083932164415,2.252083932164415,55.709974130497265,4.50416786432883
181,2015-02-01,68428,28181,5522,5378,17281,1576,39151,1576,3152,39.98212360251972,2.2359684467396854,2.2359684467396854,55.545939504000906,4.471936893479371
182,2015-03-01,69540,28874,5618,5472,17784,1590,39529,1590,3180,40.33639271894165,2.221197770420351,2.221197770420351,55.22121174021765,4.442395540840702
183,2015-04-01,70644,29561,5738,5595,18228,1603,39918,1603,3206,40.670014445896676,2.2054068927564145,2.2054068927564145,54.91917176859049,4.410813785512829
184,2015-05-01,71407,29906,5834,5653,18419,1613,40317,1613,3226,40.71668776974499,2.1960816348759002,2.1960816348759002,54.89114896050321,4.3921632697518005
185,2015-06-01,71841,30034,5862,5680,18492,1621,40604,1621,3242,40.65240931239848,2.1940985381700053,2.1940985381700053,54.95939361126151,4.388197076340011
186,2015-07-01,72170,30172,5897,5704,18571,1630,40777,1630,3260,40.65814119581183,2.1964990769313695,2.1964990769313695,54.948860650325436,4.392998153862739
187,2015-08-01,72768,30409,5953,5744,18712,1644,41112,1644,3288,40.648852410806185,2.1975965458701494,2.1975965458701494,54.95595449745352,4.395193091740299
188,2015-09-01,73471,30785,6041,5805,18939,1653,41415,1653,3306,40.77159431038593,2.1892299949672873,2.1892299949672873,54.849945699679495,4.378459989934575
