toolname,class_id
0,0
1,0
0,1
1,1
3,1
1,2
0,3
1,3
2,3
3,3
4,3
5,3
6,3
3,4
4,5
6,5
5,6
7,7
8,8
3,8
9,9
10,10
7,10
0,11
0,12
0,13
0,14
1,15
0,16
1,16
2,16
3,16
4,16
0,17
0,18
1,18
0,19
1,19
2,19
3,19
5,19
6,19
7,19
13,19
14,19
15,19
16,19
4,20
0,21
1,21
2,21
1,22
2,22
3,22
4,22
0,23
1,24
4,24
6,24
7,24
9,24
0,25
1,25
0,26
2,26
6,26
8,26
14,26
1,27
0,28
1,28
2,28
4,28
3,29
4,29
6,29
0,30
1,31
5,32
0,33
3,33
5,33
0,34
0,35
2,36
0,37
0,38
1,39
2,40
3,41
0,42
1,42
0,43
1,43
2,43
5,43
6,43
7,43
8,43
0,44
0,45
1,46
0,47
2,47
3,47
4,47
7,47
8,47
9,47
4,48
5,49
6,49
9,50
10,50
11,50
11,51
3,52
3,53
0,54
1,54
2,54
3,54
5,54
8,54
10,54
0,55
6,55
7,55
0,56
0,57
0,58
1,59
2,60
0,61
1,61
2,61
0,62
0,63
1,63
0,64
2,65
3,65
0,66
0,67
1,67
2,68
3,69
4,70
9,71
3,71
4,71
0,72
1,72
2,72
3,72
5,72
11,72
12,73
5,73
16,74
0,75
0,76
1,77
2,78
3,79
4,80
0,81
0,82
1,82
2,82
7,82
8,82
9,82
2,83
4,83
6,84
1,85
2,86
2,87
3,88
4,89
13,89
7,89
5,90
10,91
11,92
12,93
15,94
17,95
2,95
18,96
19,97
20,98
0,99
0,100
1,101
0,102
0,103
1,104
0,105
1,105
0,106
3,106
0,107
2,108
0,109
3,109
3,110
4,111
1,112
0,113
1,113
8,114
1,114
10,114
4,114
2,115
3,116
9,117
5,117
6,117
7,117
11,118
12,118
0,119
1,120
2,121
3,121
0,122
5,123
0,124
0,125
3,125
1,126
2,126
