user,class_id,parti_rate
jaykrav,0,0.5
ganizs,0,0.5
jimmythekid,0,0.5
mhhostetler,0,0.5
bh29,0,0.5
tsmolen,0,0.5
hurtrs,0,1.0
muhannad.abumilhah,0,0.5
tubbyocharles,0,0.5
hannahturnbull,0,0.5
morloff21,0,1.0
sean.m.cartwright,0,1.0
kmusto,0,1.0
valentjg,0,0.5
thynkbig,0,0.5
chrisnash3,0,0.5
nabhell,0,1.0
sherafaira986,0,0.5
d.martin.159,0,1.0
clay.harrell,0,0.5
aliasa,0,0.5
denniscolbert12,0,0.5
wan.m.wan.mohamad.zakari,0,0.5
wprieb,0,0.5
cchorens,0,0.5
hurdok,0,1.0
tinninfs,0,1.0
dshane28,0,1.0
john.j.hayes,0,0.5
ben.behseresht,0,0.5
langston,0,0.5
b3dinc,0,0.5
brianwinokan,0,0.5
kurtrosolowsky,0,0.5
aronskind,0,0.5
schaubend,0,0.5
jverdin30,0,0.5
matt.kelley.77715,0,1.0
sgrichnik,0,0.5
ivan.c.biggs,0,0.5
korrmuffin,0,0.5
adam.rubinsky,0,0.5
wannajmie94,0,0.5
kovandbl,0,0.5
ilmanziat15,0,0.5
jordanztodd,0,0.5
sayanakjadilegend,0,0.5
akmal.wahid.7,0,0.5
binhtd93,0,0.5
rob.rutherford2,0,0.5
gw014425,0,0.5
ben.whittle.37,0,0.5
davidhirsch1994,0,1.0
bjmac12,0,1.0
geisreme,0,0.5
wolfele,0,1.0
mullere,0,0.5
matthew.s.armstrong,0,0.5
grollkt,0,1.0
podolawe,0,0.5
jgibbons12,0,0.5
sthorson,0,1.0
gavin0802,0,0.5
zander.vartanian,0,0.5
mcneiljg,0,0.5
emmakate11,0,0.5
moose_the_vast,0,0.5
apih.azmi,0,0.5
fifiebaek777,0,0.5
adamlevinson94,0,1.0
pvallima,0,0.5
asmatnal,0,0.5
jaimevest,0,0.5
carlosalejo979,1,0.3333333333333333
maleja95,1,0.6666666666666666
angiek.foreroe,1,0.3333333333333333
edwinf.sarriar,1,0.3333333333333333
patriciae.navarrop,1,1.0
