,Ending_Date__c,ID__c,Id,Semester__c,Starting_Date__c
3503,2020-10-24,3857.0,a0w5w00000A8OQRAA3,Fall,2020-10-17
3504,2020-11-03,3871.0,a0w5w00000A8OQVAA3,Fall,2020-10-19
3505,2020-10-30,3878.0,a0w5w00000A8OQYAA3,Fall,2020-10-30
3506,2020-11-30,3881.0,a0w5w00000A8OQZAA3,Fall,2020-10-17
3507,2020-12-05,3896.0,a0w5w00000A8OQdAAN,Fall,2020-12-01
3508,2020-10-30,3902.0,a0w5w00000A8OQfAAN,Fall,2020-10-30
3509,2021-01-07,3906.0,a0w5w00000A8OQjAAN,Fall,2020-10-18
3510,2020-10-25,3907.0,a0w5w00000A8OQkAAN,Fall,2020-10-18
3511,2020-10-21,3913.0,a0w5w00000A8OQlAAN,Fall,2020-10-17
3512,2020-10-20,3916.0,a0w5w00000A8OQmAAN,Fall,2020-10-14
3513,2020-11-13,3919.0,a0w5w00000A8OQnAAN,Fall,2020-11-08
3514,2020-12-05,3923.0,a0w5w00000A8OQpAAN,Fall,2020-11-25
3515,2021-01-18,3936.0,a0w5w00000A8T65AAF,Spring,2021-01-14
3516,2021-01-13,3937.0,a0w5w00000A8T66AAF,Spring,2021-01-10
3517,2021-01-14,3938.0,a0w5w00000A8T67AAF,Spring,2021-01-11
3518,2021-01-14,3939.0,a0w5w00000A8T68AAF,Spring,2021-01-14
3519,2021-01-15,3940.0,a0w5w00000A8T69AAF,Spring,2021-01-12
3520,2021-01-16,3941.0,a0w5w00000A8T6AAAV,Spring,2021-01-11
3521,2021-01-17,3942.0,a0w5w00000A8T6BAAV,Spring,2021-01-13
3522,2021-01-17,3943.0,a0w5w00000A8T6CAAV,Spring,2021-01-15
3523,2011-05-01,840.0,a0w5w00000A8TOqAAN,Spring,2011-04-26
3524,2019-04-24,1862.0,a0w5w00000A8TOsAAN,Spring,2019-02-09
3525,2013-09-28,2581.0,a0w5w00000A8TOxAAN,Fall,2013-09-24
3526,2013-10-02,2582.0,a0w5w00000A8TOyAAN,Fall,2013-10-01
3527,2013-10-06,2583.0,a0w5w00000A8TOzAAN,Fall,2013-10-06
3528,2017-03-22,2806.0,a0w5w00000A8TP0AAN,Spring,2017-03-16
3529,2020-10-21,3741.0,a0w5w00000A8TP6AAN,Fall,2020-10-17
3530,2013-09-20,0.0,a0w5w00000A8U1UAAV,Fall,2013-09-13
3531,2006-12-02,18.0,a0w5w00000A8UFMAA3,Fall,2006-11-25
3532,2008-11-19,26.0,a0w5w00000A8UFNAA3,Fall,2008-11-19
3533,2008-04-30,289.0,a0w5w00000A8UFOAA3,Spring,2008-02-07
3534,2015-05-01,376.0,a0w5w00000A8UFPAA3,Spring,2015-03-02
3535,2010-11-19,540.0,a0w5w00000A8UFQAA3,Fall,2010-11-17
3536,2012-04-22,564.0,a0w5w00000A8UFSAA3,Spring,2012-04-17
3537,2016-03-25,745.0,a0w5w00000A8UFVAA3,Spring,2016-03-14
3538,2013-11-27,855.0,a0w5w00000A8UFXAA3,Fall,2013-09-09
3539,2015-12-11,871.0,a0w5w00000A8UFYAA3,Fall,2015-09-14
3540,2016-12-07,879.0,a0w5w00000A8UFZAA3,Fall,2016-09-13
3541,2017-12-07,893.0,a0w5w00000A8UFaAAN,Fall,2017-09-11
3542,2004-02-07,1678.0,a0w5w00000A8UFgAAN,Spring,2004-02-03
3543,2009-10-11,1698.0,a0w5w00000A8UFhAAN,Fall,2009-10-03
3544,2010-11-20,1710.0,a0w5w00000A8UFiAAN,Fall,2010-10-27
3545,2012-08-31,1733.0,a0w5w00000A8UFjAAN,Summer,2012-08-22
3546,2013-05-19,1984.0,a0w5w00000A8UFoAAN,Spring,2013-02-09
3547,2009-11-10,2700.0,a0w5w00000A8UFtAAN,Fall,2009-11-08
3548,2009-09-18,2923.0,a0w5w00000A8UFvAAN,Fall,2009-09-14
3549,2020-03-29,3098.0,a0w5w00000A8UFxAAN,Spring,2020-03-23
3550,2013-10-20,579.0,a0w5w00000A8UGwAAN,Fall,2013-10-10
3551,2019-11-09,423.0,a0w5w00000A8WKZAA3,Fall,2019-11-09
3552,2019-12-06,426.0,a0w5w00000A8WKaAAN,Fall,2019-12-03
3553,2016-11-29,1799.0,a0w5w00000A8WKpAAN,Fall,2016-11-18
3554,2017-12-16,1823.0,a0w5w00000A8WKqAAN,Fall,2017-12-05
3555,2018-05-09,1833.0,a0w5w00000A8WKrAAN,Spring,2018-04-15
3556,2018-11-14,1854.0,a0w5w00000A8WKsAAN,Fall,2018-11-13
3557,2021-01-20,3944.0,a0w5w00000A8WKuAAN,Spring,2021-01-17
3558,2021-01-19,3945.0,a0w5w00000A8WKvAAN,Spring,2021-01-18
3559,2021-01-21,3946.0,a0w5w00000A8WKwAAN,Spring,2021-01-19
3560,2021-01-21,3947.0,a0w5w00000A8WKxAAN,Spring,2021-01-20
3561,2021-01-21,3948.0,a0w5w00000A8WKyAAN,Spring,2021-01-17
3562,2021-01-21,3949.0,a0w5w00000A8WKzAAN,Spring,2021-01-20
3563,2021-01-22,3950.0,a0w5w00000A8WL0AAN,Spring,2021-01-20
3564,2021-01-22,3951.0,a0w5w00000A8WL1AAN,Spring,2021-01-20
3565,2021-01-19,3952.0,a0w5w00000A8WL2AAN,Spring,2021-01-15
3566,2021-01-21,3953.0,a0w5w00000A8WL3AAN,Spring,2021-01-18
3567,2021-01-22,3954.0,a0w5w00000A8WL4AAN,Spring,2021-01-17
3568,2021-01-21,3955.0,a0w5w00000A8WL5AAN,Spring,2021-01-18
3569,2021-01-22,3956.0,a0w5w00000A8WL6AAN,Spring,2021-01-20
3570,2018-12-21,415.0,a0w5w00000A8aTtAAJ,Fall,2018-12-16
3571,2018-08-05,1840.0,a0w5w00000A8aTuAAJ,Summer,2018-08-04
3572,2016-09-19,199.0,a0w5w00000A8b56AAB,Fall,2016-09-12
3573,2017-09-29,444.0,a0w5w00000A8b57AAB,Summer,2017-08-25
3574,2017-09-13,447.0,a0w5w00000A8b58AAB,Fall,2017-09-08
3575,2017-09-21,448.0,a0w5w00000A8b59AAB,Fall,2017-09-21
3576,2018-11-04,452.0,a0w5w00000A8b5AAAR,Summer,2018-08-26
3577,2019-08-19,460.0,a0w5w00000A8b5BAAR,Summer,2019-08-18
3578,2010-12-18,800.0,a0w5w00000A8b5EAAR,Fall,2010-09-06
3579,2008-02-21,958.0,a0w5w00000A8b5HAAR,Spring,2008-01-17
3580,2009-11-19,968.0,a0w5w00000A8b5IAAR,Fall,2009-11-17
3581,2014-02-16,995.0,a0w5w00000A8b5KAAR,Spring,2014-02-12
3582,2015-11-14,1003.0,a0w5w00000A8b5LAAR,Fall,2015-11-10
3583,2009-01-17,1064.0,a0w5w00000A8b5PAAR,Spring,2009-01-17
3584,2009-11-02,1069.0,a0w5w00000A8b5QAAR,Fall,2009-10-25
3585,2010-02-11,1073.0,a0w5w00000A8b5TAAR,Spring,2010-02-07
3586,2011-03-03,1077.0,a0w5w00000A8b5UAAR,Spring,2011-02-19
3587,2013-02-03,1089.0,a0w5w00000A8b5VAAR,Spring,2013-02-02
3588,2013-10-30,1094.0,a0w5w00000A8b5WAAR,Fall,2013-10-29
3589,2018-10-18,1103.0,a0w5w00000A8b5XAAR,Fall,2018-09-19
3590,2003-02-27,1244.0,a0w5w00000A8b5ZAAR,Spring,2003-02-26
3591,2004-02-15,1247.0,a0w5w00000A8b5aAAB,Spring,2004-02-09
3592,2005-10-28,1254.0,a0w5w00000A8b5bAAB,Fall,2005-10-12
3593,2012-12-04,1257.0,a0w5w00000A8b5cAAB,Fall,2012-09-13
3594,2010-03-16,1287.0,a0w5w00000A8b5dAAB,Spring,2010-02-16
3595,2019-01-26,1350.0,a0w5w00000A8b5eAAB,Spring,2019-01-22
3596,2020-03-28,1395.0,a0w5w00000A8b5fAAB,Spring,2020-03-25
3597,2018-04-18,1542.0,a0w5w00000A8b5gAAB,Spring,2018-03-22
3598,2019-04-16,1544.0,a0w5w00000A8b5hAAB,Spring,2019-04-06
3599,2014-02-23,1631.0,a0w5w00000A8b5iAAB,Spring,2014-02-11
3600,2000-10-14,1657.0,a0w5w00000A8b5kAAB,Fall,2000-10-08
3601,2000-11-21,1659.0,a0w5w00000A8b5lAAB,Fall,2000-10-28
3602,2001-01-31,1661.0,a0w5w00000A8b5mAAB,Spring,2001-01-25
3603,2001-10-28,1664.0,a0w5w00000A8b5nAAB,Fall,2001-10-19
3604,2003-08-31,1672.0,a0w5w00000A8b5oAAB,Summer,2003-08-24
3605,2003-09-29,1675.0,a0w5w00000A8b5pAAB,Fall,2003-09-23
3606,2004-09-05,1682.0,a0w5w00000A8b5rAAB,Summer,2004-08-23
3607,2005-02-25,1684.0,a0w5w00000A8b5sAAB,Spring,2005-02-05
3608,2014-10-08,1986.0,a0w5w00000A8b5uAAB,Fall,2014-09-03
3609,2011-04-02,2158.0,a0w5w00000A8b5wAAB,Spring,2011-03-28
3610,2010-02-06,2191.0,a0w5w00000A8b5xAAB,Spring,2010-01-31
3611,2010-03-23,2195.0,a0w5w00000A8b5yAAB,Spring,2010-03-19
3612,2014-02-08,2229.0,a0w5w00000A8b5zAAB,Spring,2014-02-04
3613,2013-02-05,2428.0,a0w5w00000A8b61AAB,Spring,2013-02-05
3614,2014-09-06,2434.0,a0w5w00000A8b62AAB,Summer,2014-08-18
3615,2016-03-23,2457.0,a0w5w00000A8b63AAB,Spring,2016-03-19
3616,2014-02-07,2584.0,a0w5w00000A8b64AAB,Spring,2014-02-06
3617,2014-03-02,2586.0,a0w5w00000A8b66AAB,Spring,2014-02-25
3618,2020-03-24,3005.0,a0w5w00000A8b68AAB,Spring,2020-03-21
3619,2016-11-12,3056.0,a0w5w00000A8b6AAAR,Fall,2016-11-07
3620,2017-06-14,3058.0,a0w5w00000A8b6BAAR,Summer,2017-06-11
3621,2018-08-26,3080.0,a0w5w00000A8b6DAAR,Summer,2018-08-19
3622,2018-09-07,3083.0,a0w5w00000A8b6EAAR,Fall,2018-09-03
3623,2014-12-30,3308.0,a0w5w00000A8b6GAAR,Fall,2014-12-27
3624,2015-06-25,3405.0,a0w5w00000A8b6HAAR,Summer,2015-06-21
3625,2009-09-14,3447.0,a0w5w00000A8b6IAAR,Fall,2009-09-12
3626,2020-06-03,3539.0,a0w5w00000A8b6JAAR,Summer,2020-05-18
3627,2020-08-04,3592.0,a0w5w00000A8b6NAAR,Summer,2020-07-26
3628,2020-08-21,3671.0,a0w5w00000A8b6PAAR,Summer,2020-08-02
3629,2020-09-29,3680.0,a0w5w00000A8b6QAAR,Fall,2020-09-25
3630,2020-10-12,3693.0,a0w5w00000A8b6RAAR,Fall,2020-10-07
3631,2020-10-21,3751.0,a0w5w00000A8b6UAAR,Fall,2020-10-17
3632,2020-10-22,3752.0,a0w5w00000A8b6VAAR,Fall,2020-10-18
3633,2020-12-11,3811.0,a0w5w00000A8b6WAAR,Fall,2020-10-17
3634,2020-04-18,2946.0,a0w5w00000A8bgbAAB,Spring,2020-04-12
3635,2013-06-16,47.0,a0w5w00000A8cC4AAJ,Summer,2013-05-31
3636,2013-11-20,52.0,a0w5w00000A8cC5AAJ,Fall,2013-11-10
3637,2014-10-17,58.0,a0w5w00000A8cC6AAJ,Fall,2014-10-14
3638,2013-03-05,570.0,a0w5w00000A8cC7AAJ,Spring,2013-02-14
3639,2017-11-24,899.0,a0w5w00000A8cCCAAZ,Fall,2017-09-19
3640,2009-11-05,1397.0,a0w5w00000A8cCEAAZ,Fall,2009-10-20
3641,2011-09-16,1400.0,a0w5w00000A8cCFAAZ,Fall,2011-09-15
3642,2014-11-15,1411.0,a0w5w00000A8cCGAAZ,Fall,2014-10-21
3643,2015-11-14,1417.0,a0w5w00000A8cCHAAZ,Fall,2015-10-25
3644,2016-10-14,1423.0,a0w5w00000A8cCIAAZ,Fall,2016-10-07
3645,2016-11-19,1424.0,a0w5w00000A8cCJAAZ,Fall,2016-10-25
3646,2017-04-03,1428.0,a0w5w00000A8cCKAAZ,Spring,2017-04-03
3647,2017-04-04,1429.0,a0w5w00000A8cCLAAZ,Spring,2017-04-04
3648,2017-04-07,1430.0,a0w5w00000A8cCMAAZ,Spring,2017-04-05
3649,2018-10-21,1441.0,a0w5w00000A8cCNAAZ,Fall,2018-10-12
3650,2018-12-05,1442.0,a0w5w00000A8cCOAAZ,Fall,2018-12-01
3651,2019-10-20,1448.0,a0w5w00000A8cCPAAZ,Fall,2019-10-12
3652,2020-04-11,1452.0,a0w5w00000A8cCQAAZ,Spring,2020-04-07
3653,2009-11-18,2009.0,a0w5w00000A8cCUAAZ,Fall,2009-11-15
3654,2010-05-27,2014.0,a0w5w00000A8cCVAAZ,Summer,2010-05-22
3655,2010-12-02,2017.0,a0w5w00000A8cCWAAZ,Fall,2010-11-26
3656,2011-03-01,2021.0,a0w5w00000A8cCXAAZ,Spring,2011-02-28
3657,2011-09-25,2026.0,a0w5w00000A8cCYAAZ,Fall,2011-09-21
3658,2011-12-02,2028.0,a0w5w00000A8cCZAAZ,Fall,2011-11-26
3659,2012-03-02,2033.0,a0w5w00000A8cCaAAJ,Spring,2012-02-27
3660,2015-05-07,2770.0,a0w5w00000A8cCiAAJ,Spring,2015-04-25
3661,2016-11-30,2803.0,a0w5w00000A8cCmAAJ,Fall,2016-11-26
3662,2017-10-21,2812.0,a0w5w00000A8cCnAAJ,Fall,2017-09-12
3663,2018-10-24,2843.0,a0w5w00000A8cCsAAJ,Fall,2018-10-18
3664,2019-10-21,2866.0,a0w5w00000A8cCtAAJ,Fall,2019-10-19
3665,2019-11-01,2867.0,a0w5w00000A8cCuAAJ,Fall,2019-10-26
3666,2020-04-04,2885.0,a0w5w00000A8cCvAAJ,Spring,2020-03-31
3667,2020-05-24,3553.0,a0w5w00000A8cD1AAJ,Summer,2020-05-22
3668,2020-09-12,3667.0,a0w5w00000A8cD3AAJ,Fall,2020-09-11
3669,2020-10-06,3714.0,a0w5w00000A8cD4AAJ,Fall,2020-09-29
3670,2020-10-21,3746.0,a0w5w00000A8cD6AAJ,Fall,2020-10-17
3671,2006-11-09,161.0,a0w5w00000A8cNHAAZ,Fall,2006-10-17
3672,2009-11-22,523.0,a0w5w00000A8cNMAAZ,Fall,2009-11-05
3673,2012-03-09,559.0,a0w5w00000A8cNRAAZ,Spring,2012-03-09
3674,2012-03-10,560.0,a0w5w00000A8cNSAAZ,Spring,2012-03-10
3675,2009-07-22,607.0,a0w5w00000A8cNUAAZ,Summer,2009-07-19
3676,2009-07-07,721.0,a0w5w00000A8cNWAAZ,Summer,2009-07-05
3677,2004-04-08,1319.0,a0w5w00000A8cNYAAZ,Spring,2004-04-04
3678,2007-02-28,1454.0,a0w5w00000A8cNZAAZ,Spring,2007-02-06
3679,2011-12-04,1577.0,a0w5w00000A8cNaAAJ,Fall,2011-11-27
3680,2013-12-25,1586.0,a0w5w00000A8cNbAAJ,Fall,2013-11-30
3681,2015-10-09,2906.0,a0w5w00000A8cNdAAJ,Fall,2015-10-06
3682,2017-08-13,2909.0,a0w5w00000A8cNeAAJ,Summer,2017-08-09
3683,2017-02-25,2999.0,a0w5w00000A8cNkAAJ,Spring,2017-02-21
3684,2020-06-01,3545.0,a0w5w00000A8cNlAAJ,Summer,2020-05-23
3685,2020-09-05,3669.0,a0w5w00000A8cNtAAJ,Fall,2020-09-02
3686,2013-09-20,1.0,a0w5w00000A8hzeAAB,Fall,2013-09-15
3687,2013-09-20,2.0,a0w5w00000A8hzfAAB,Fall,2013-09-15
3688,2013-09-17,3.0,a0w5w00000A8hzgAAB,Fall,2013-09-17
3689,2006-12-14,17.0,a0w5w00000A8hzhAAB,Fall,2006-09-23
3690,2012-11-13,41.0,a0w5w00000A8hziAAB,Fall,2012-11-05
3691,2013-06-02,46.0,a0w5w00000A8hzjAAB,Summer,2013-05-30
3692,2016-04-07,96.0,a0w5w00000A8hzkAAB,Summer,2015-08-23
3693,2017-05-05,97.0,a0w5w00000A8hzlAAB,Fall,2016-10-30
3694,2013-09-22,109.0,a0w5w00000A8hznAAB,Fall,2013-09-09
3695,2015-10-04,114.0,a0w5w00000A8hzoAAB,Fall,2015-09-20
3696,2016-10-02,125.0,a0w5w00000A8hzpAAB,Fall,2016-09-16
3697,2017-09-30,129.0,a0w5w00000A8hzqAAB,Fall,2017-09-19
3698,2006-10-30,162.0,a0w5w00000A8hzrAAB,Fall,2006-10-28
3699,2006-11-09,163.0,a0w5w00000A8hzsAAB,Fall,2006-10-26
3700,2010-11-04,176.0,a0w5w00000A8hztAAB,Fall,2010-09-25
3701,2018-04-21,209.0,a0w5w00000A8hzuAAB,Fall,2017-11-19
3702,2017-03-24,236.0,a0w5w00000A8hzvAAB,Spring,2017-02-13
3703,2013-05-20,298.0,a0w5w00000A8hzwAAB,Spring,2013-02-09
3704,2015-04-24,374.0,a0w5w00000A8hzxAAB,Spring,2015-02-23
3705,2016-04-20,471.0,a0w5w00000A8hzyAAB,Fall,2015-09-09
3706,2019-06-05,520.0,a0w5w00000A8hzzAAB,Spring,2019-04-18
3707,2009-11-14,525.0,a0w5w00000A8i00AAB,Fall,2009-11-11
3708,2010-12-07,531.0,a0w5w00000A8i01AAB,Fall,2010-10-02
3709,2010-10-16,534.0,a0w5w00000A8i02AAB,Fall,2010-10-12
3710,2010-10-31,539.0,a0w5w00000A8i03AAB,Fall,2010-10-31
3711,2012-03-13,562.0,a0w5w00000A8i04AAB,Spring,2012-03-10
3712,2013-10-19,581.0,a0w5w00000A8i05AAB,Fall,2013-09-24
3713,2018-08-17,594.0,a0w5w00000A8i06AAB,Summer,2018-07-03
3714,2019-07-18,596.0,a0w5w00000A8i07AAB,Spring,2019-03-18
3715,2020-05-04,621.0,a0w5w00000A8i08AAB,Spring,2020-03-21
3716,2020-04-12,626.0,a0w5w00000A8i09AAB,Spring,2020-03-29
3717,2016-03-17,653.0,a0w5w00000A8i0AAAR,Spring,2016-03-13
3718,2009-04-29,719.0,a0w5w00000A8i0BAAR,Spring,2009-02-18
3719,2010-12-14,801.0,a0w5w00000A8i0CAAR,Fall,2010-12-14
3720,2014-11-16,862.0,a0w5w00000A8i0DAAR,Fall,2014-09-21
3721,2014-11-15,864.0,a0w5w00000A8i0EAAR,Fall,2014-11-11
3722,2008-03-20,1060.0,a0w5w00000A8i0FAAR,Spring,2008-02-19
3723,2018-12-10,1104.0,a0w5w00000A8i0GAAR,Fall,2018-09-03
3724,2004-03-07,1127.0,a0w5w00000A8i0HAAR,Spring,2004-02-27
3725,2006-11-27,1173.0,a0w5w00000A8i0IAAR,Summer,2006-08-21
3726,2007-01-26,1184.0,a0w5w00000A8i0JAAR,Spring,2007-01-21
3727,2012-09-14,1260.0,a0w5w00000A8i0KAAR,Fall,2012-09-14
3728,2009-12-11,1355.0,a0w5w00000A8i0LAAR,Fall,2009-09-08
3729,2014-12-14,1410.0,a0w5w00000A8i0MAAR,Fall,2014-09-24
3730,2016-05-06,1416.0,a0w5w00000A8i0NAAR,Fall,2015-09-23
3731,2016-12-17,1422.0,a0w5w00000A8i0OAAR,Fall,2016-09-19
3732,2017-04-09,1427.0,a0w5w00000A8i0PAAR,Spring,2017-04-02
3733,2019-05-03,1440.0,a0w5w00000A8i0QAAR,Fall,2018-09-24
3734,2019-12-15,1447.0,a0w5w00000A8i0RAAR,Fall,2019-09-25
3735,2020-04-11,1451.0,a0w5w00000A8i0SAAR,Spring,2020-04-06
3736,2010-11-20,1507.0,a0w5w00000A8i0TAAR,Fall,2010-11-17
3737,2004-02-08,1677.0,a0w5w00000A8i0UAAR,Spring,2004-02-01
3738,2005-03-25,1685.0,a0w5w00000A8i0VAAR,Spring,2005-02-06
3739,2012-08-29,1734.0,a0w5w00000A8i0WAAR,Summer,2012-08-25
3740,2012-04-27,1983.0,a0w5w00000A8i0XAAR,Spring,2012-02-11
3741,2004-12-08,2064.0,a0w5w00000A8i0YAAR,Fall,2004-11-29
3742,2009-05-22,2072.0,a0w5w00000A8i0ZAAR,Spring,2009-01-24
3743,2014-04-30,2088.0,a0w5w00000A8i0bAAB,Spring,2014-02-01
3744,2015-04-29,2095.0,a0w5w00000A8i0cAAB,Spring,2015-02-20
3745,2017-10-07,2117.0,a0w5w00000A8i0dAAB,Fall,2017-10-01
3746,2010-03-13,2193.0,a0w5w00000A8i0eAAB,Spring,2010-01-31
3747,2010-03-13,2194.0,a0w5w00000A8i0fAAB,Spring,2010-02-01
3748,2010-05-04,2197.0,a0w5w00000A8i0gAAB,Spring,2010-03-20
3749,2014-02-23,2585.0,a0w5w00000A8i0hAAB,Spring,2014-02-18
3750,2015-02-19,2590.0,a0w5w00000A8i0iAAB,Spring,2015-02-17
3751,2014-02-22,2624.0,a0w5w00000A8i0jAAB,Spring,2014-02-19
3752,2016-06-15,2793.0,a0w5w00000A8i0kAAB,Summer,2016-06-11
3753,2017-10-31,2817.0,a0w5w00000A8i0lAAB,Fall,2017-10-25
3754,2017-11-20,2822.0,a0w5w00000A8i0mAAB,Fall,2017-11-17
3755,2020-04-15,2948.0,a0w5w00000A8i0nAAB,Spring,2020-04-14
3756,2020-04-16,2949.0,a0w5w00000A8i0oAAB,Spring,2020-04-14
3757,2020-04-15,2950.0,a0w5w00000A8i0pAAB,Spring,2020-04-14
3758,2020-04-15,2951.0,a0w5w00000A8i0qAAB,Spring,2020-04-15
3759,2020-04-15,2952.0,a0w5w00000A8i0rAAB,Spring,2020-04-15
3760,2020-03-29,3097.0,a0w5w00000A8i0sAAB,Spring,2020-03-22
3761,2019-04-15,3245.0,a0w5w00000A8i0tAAB,Spring,2019-04-10
3762,2009-12-22,3449.0,a0w5w00000A8i0uAAB,Fall,2009-09-12
3763,2009-09-18,3450.0,a0w5w00000A8i0vAAB,Fall,2009-09-12
3764,2009-09-23,3451.0,a0w5w00000A8i0wAAB,Fall,2009-09-12
3765,2009-09-14,3452.0,a0w5w00000A8i0xAAB,Fall,2009-09-13
3766,2013-05-15,3496.0,a0w5w00000A8i0yAAB,Fall,2012-10-22
3767,2020-05-19,3534.0,a0w5w00000A8i0zAAB,Summer,2020-05-12
3768,2020-05-29,3546.0,a0w5w00000A8i10AAB,Summer,2020-05-25
3769,2020-05-30,3547.0,a0w5w00000A8i11AAB,Summer,2020-05-27
3770,2020-05-25,3554.0,a0w5w00000A8i12AAB,Summer,2020-05-22
3771,2020-09-27,3589.0,a0w5w00000A8i13AAB,Summer,2020-08-21
3772,2020-09-03,3590.0,a0w5w00000A8i14AAB,Summer,2020-08-26
3773,2020-09-24,3607.0,a0w5w00000A8i15AAB,Fall,2020-09-14
3774,2020-09-24,3608.0,a0w5w00000A8i16AAB,Fall,2020-09-18
3775,2020-09-02,3662.0,a0w5w00000A8i17AAB,Summer,2020-08-25
3776,2020-09-06,3663.0,a0w5w00000A8i18AAB,Summer,2020-08-28
3777,2020-09-04,3664.0,a0w5w00000A8i19AAB,Summer,2020-08-28
3778,2020-08-31,3665.0,a0w5w00000A8i1AAAR,Summer,2020-08-30
3779,2020-10-05,3708.0,a0w5w00000A8i1BAAR,Fall,2020-10-05
3780,2020-10-20,3725.0,a0w5w00000A8i1CAAR,Fall,2020-10-18
3781,2020-10-18,3730.0,a0w5w00000A8i1DAAR,Fall,2020-10-12
3782,2020-10-17,3742.0,a0w5w00000A8i1EAAR,Fall,2020-10-16
3783,2020-10-22,3749.0,a0w5w00000A8i1FAAR,Fall,2020-10-12
3784,2020-10-17,3755.0,a0w5w00000A8i1GAAR,Fall,2020-10-14
3785,2020-12-19,3774.0,a0w5w00000A8i1HAAR,Fall,2020-10-13
3786,2020-12-10,3775.0,a0w5w00000A8i1IAAR,Fall,2020-10-15
3787,2020-10-29,3796.0,a0w5w00000A8i1JAAR,Fall,2020-10-17
3788,2020-12-02,3808.0,a0w5w00000A8i1KAAR,Fall,2020-11-28
3789,2020-10-23,3855.0,a0w5w00000A8i1LAAR,Fall,2020-10-17
3790,2020-12-15,3865.0,a0w5w00000A8i1MAAR,Fall,2020-10-14
3791,2020-11-01,3866.0,a0w5w00000A8i1NAAR,Fall,2020-10-30
3792,2020-12-09,3867.0,a0w5w00000A8i1OAAR,Fall,2020-12-02
3793,2020-11-16,3875.0,a0w5w00000A8i1PAAR,Fall,2020-10-19
3794,2020-11-03,3890.0,a0w5w00000A8i1QAAR,Fall,2020-11-02
3795,2020-12-09,3891.0,a0w5w00000A8i1RAAR,Fall,2020-11-07
3796,2020-11-19,3892.0,a0w5w00000A8i1SAAR,Fall,2020-11-18
3797,2020-12-05,3897.0,a0w5w00000A8i1TAAR,Fall,2020-12-02
3798,2020-10-27,3904.0,a0w5w00000A8i1UAAR,Fall,2020-10-14
3799,2020-12-07,3924.0,a0w5w00000A8i1VAAR,Fall,2020-12-02
3800,2011-04-09,344.0,a0w5w00000A8ix3AAB,Spring,2011-02-22
3801,2010-12-05,535.0,a0w5w00000A8ix4AAB,Fall,2010-09-09
3802,2011-05-01,543.0,a0w5w00000A8ix5AAB,Spring,2011-01-31
3803,2020-04-06,628.0,a0w5w00000A8ix6AAB,Spring,2020-04-04
3804,2020-04-26,631.0,a0w5w00000A8ix7AAB,Spring,2020-04-08
3805,2020-05-02,632.0,a0w5w00000A8ix8AAB,Spring,2020-03-10
3806,2020-01-31,679.0,a0w5w00000A8ix9AAB,Spring,2020-01-13
3807,2015-02-28,694.0,a0w5w00000A8ixAAAR,Spring,2015-02-10
3808,2016-03-02,699.0,a0w5w00000A8ixBAAR,Spring,2016-02-15
3809,2019-04-24,718.0,a0w5w00000A8ixCAAR,Spring,2019-04-22
3810,2016-02-19,739.0,a0w5w00000A8ixDAAR,Spring,2016-02-15
3811,2016-03-04,741.0,a0w5w00000A8ixEAAR,Spring,2016-02-29
3812,2017-02-16,750.0,a0w5w00000A8ixFAAR,Spring,2017-02-12
3813,2017-02-18,751.0,a0w5w00000A8ixGAAR,Spring,2017-02-14
3814,2017-03-24,755.0,a0w5w00000A8ixHAAR,Spring,2017-03-16
3815,2019-02-16,774.0,a0w5w00000A8ixIAAR,Spring,2019-02-14
3816,2020-01-29,779.0,a0w5w00000A8ixJAAR,Spring,2020-01-27
3817,2014-11-23,809.0,a0w5w00000A8ixKAAR,Fall,2014-09-27
3818,2015-12-01,813.0,a0w5w00000A8ixLAAR,Fall,2015-11-21
3819,2009-11-04,832.0,a0w5w00000A8ixMAAR,Summer,2009-08-26
3820,2006-10-30,948.0,a0w5w00000A8ixNAAR,Fall,2006-10-08
3821,2007-03-25,953.0,a0w5w00000A8ixOAAR,Spring,2007-03-24
3822,2011-02-20,976.0,a0w5w00000A8ixPAAR,Spring,2011-02-20
3823,2017-03-02,1042.0,a0w5w00000A8ixQAAR,Spring,2017-02-27
3824,2007-01-25,1054.0,a0w5w00000A8ixRAAR,Spring,2007-01-16
3825,2008-11-08,1062.0,a0w5w00000A8ixSAAR,Fall,2008-11-04
3826,2010-01-17,1071.0,a0w5w00000A8ixTAAR,Spring,2010-01-13
3827,2010-01-25,1072.0,a0w5w00000A8ixUAAR,Spring,2010-01-20
3828,2016-04-03,1524.0,a0w5w00000A8ixVAAR,Summer,2015-08-17
3829,2020-05-04,1535.0,a0w5w00000A8ixWAAR,Spring,2020-04-27
3830,2009-08-30,1697.0,a0w5w00000A8ixXAAR,Summer,2009-08-29
3831,2015-11-27,1772.0,a0w5w00000A8ixYAAR,Fall,2015-11-18
3832,2015-12-09,1775.0,a0w5w00000A8ixZAAR,Fall,2015-12-04
3833,2016-11-02,1795.0,a0w5w00000A8ixaAAB,Fall,2016-10-23
3834,2017-09-16,1814.0,a0w5w00000A8ixbAAB,Fall,2017-09-11
3835,2019-03-27,1865.0,a0w5w00000A8ixcAAB,Spring,2019-03-05
3836,2019-04-24,1874.0,a0w5w00000A8ixdAAB,Spring,2019-04-01
