,Ending_Date__c,ID__c,Id,Semester__c,Starting_Date__c
0,2011-01-30,4.0,a0w5w000009Q7CuAAK,Fall,2010-09-05
1,2018-11-30,5.0,a0w5w000009Q7CvAAK,Fall,2018-11-29
2,2019-11-28,6.0,a0w5w000009Q7CwAAK,Fall,2019-11-04
3,2017-10-29,7.0,a0w5w000009Q7CxAAK,Fall,2017-10-21
4,2018-01-21,8.0,a0w5w000009Q7CyAAK,Spring,2018-01-15
5,2018-04-19,9.0,a0w5w000009Q7CzAAK,Spring,2018-02-05
6,2018-08-31,12.0,a0w5w000009Q7D2AAK,Summer,2018-08-27
7,2018-11-16,13.0,a0w5w000009Q7D3AAK,Fall,2018-11-10
8,2019-11-15,14.0,a0w5w000009Q7D4AAK,Summer,2019-08-19
9,2017-06-20,15.0,a0w5w000009Q7D5AAK,Summer,2017-06-17
10,2006-08-13,16.0,a0w5w000009Q7D6AAK,Summer,2006-08-09
11,2007-04-23,19.0,a0w5w000009Q7D9AAK,Spring,2007-02-07
12,2007-02-21,22.0,a0w5w000009Q7DCAA0,Spring,2007-02-16
13,2007-11-28,23.0,a0w5w000009Q7DDAA0,Fall,2007-11-17
14,2008-04-22,24.0,a0w5w000009Q7DEAA0,Spring,2008-02-11
15,2008-12-18,25.0,a0w5w000009Q7DFAA0,Fall,2008-10-05
16,2009-11-07,28.0,a0w5w000009Q7DIAA0,Fall,2009-10-16
17,2009-11-14,29.0,a0w5w000009Q7DJAA0,Fall,2009-11-10
18,2010-05-02,30.0,a0w5w000009Q7DKAA0,Fall,2009-11-29
19,2010-04-01,31.0,a0w5w000009Q7DLAA0,Spring,2010-03-30
20,2010-06-03,32.0,a0w5w000009Q7DMAA0,Summer,2010-05-30
21,2011-01-11,34.0,a0w5w000009Q7DOAA0,Fall,2010-10-16
22,2011-04-30,35.0,a0w5w000009Q7DPAA0,Fall,2010-11-28
23,2011-12-07,36.0,a0w5w000009Q7DQAA0,Fall,2011-10-10
24,2012-02-14,37.0,a0w5w000009Q7DRAA0,Spring,2012-01-28
25,2012-10-01,38.0,a0w5w000009Q7DSAA0,Fall,2012-09-10
26,2012-10-31,39.0,a0w5w000009Q7DTAA0,Fall,2012-10-26
27,2012-10-31,40.0,a0w5w000009Q7DUAA0,Fall,2012-10-27
28,2012-11-25,42.0,a0w5w000009Q7DWAA0,Fall,2012-11-21
29,2013-03-31,44.0,a0w5w000009Q7DYAA0,Spring,2013-03-25
30,2013-04-20,45.0,a0w5w000009Q7DZAA0,Spring,2013-04-13
31,2013-09-28,48.0,a0w5w000009Q7DcAAK,Fall,2013-09-22
32,2013-10-06,49.0,a0w5w000009Q7DdAAK,Fall,2013-09-29
33,2013-12-11,50.0,a0w5w000009Q7DeAAK,Fall,2013-10-12
34,2013-11-20,51.0,a0w5w000009Q7DfAAK,Fall,2013-11-06
35,2013-12-07,53.0,a0w5w000009Q7DhAAK,Fall,2013-10-31
36,2014-03-01,54.0,a0w5w000009Q7DiAAK,Spring,2014-02-22
37,2014-07-17,55.0,a0w5w000009Q7DjAAK,Summer,2014-07-13
38,2014-07-28,56.0,a0w5w000009Q7DkAAK,Summer,2014-07-24
39,2015-05-03,57.0,a0w5w000009Q7DlAAK,Fall,2014-09-27
40,2014-10-25,59.0,a0w5w000009Q7DnAAK,Fall,2014-10-16
41,2014-11-27,60.0,a0w5w000009Q7DoAAK,Fall,2014-11-07
42,2015-02-20,61.0,a0w5w000009Q7DpAAK,Spring,2015-02-14
43,2015-04-04,62.0,a0w5w000009Q7DqAAK,Spring,2015-03-31
44,2015-07-11,63.0,a0w5w000009Q7DrAAK,Summer,2015-06-23
45,2015-07-10,64.0,a0w5w000009Q7DsAAK,Summer,2015-06-30
46,2015-10-08,65.0,a0w5w000009Q7DtAAK,Fall,2015-10-05
47,2015-11-11,66.0,a0w5w000009Q7DuAAK,Fall,2015-10-24
48,2015-12-16,67.0,a0w5w000009Q7DvAAK,Fall,2015-10-27
49,2015-11-26,68.0,a0w5w000009Q7DwAAK,Fall,2015-11-18
50,2016-04-16,69.0,a0w5w000009Q7DxAAK,Spring,2016-04-12
51,2016-09-19,70.0,a0w5w000009Q7DyAAK,Fall,2016-09-13
52,2016-12-06,71.0,a0w5w000009Q7DzAAK,Fall,2016-10-21
53,2017-01-18,72.0,a0w5w000009Q7E0AAK,Fall,2016-10-08
54,2016-12-10,73.0,a0w5w000009Q7E1AAK,Fall,2016-10-25
55,2016-12-27,74.0,a0w5w000009Q7E2AAK,Fall,2016-10-21
56,2016-12-08,75.0,a0w5w000009Q7E3AAK,Fall,2016-11-30
57,2017-04-06,76.0,a0w5w000009Q7E4AAK,Spring,2017-04-02
58,2017-09-19,77.0,a0w5w000009Q7E5AAK,Fall,2017-09-09
59,2018-05-02,79.0,a0w5w000009Q7E7AAK,Spring,2018-04-29
60,2018-06-01,80.0,a0w5w000009Q7E8AAK,Spring,2018-04-23
61,2018-10-22,81.0,a0w5w000009Q7E9AAK,Fall,2018-10-15
62,2018-10-31,82.0,a0w5w000009Q7EAAA0,Fall,2018-10-24
63,2019-01-15,83.0,a0w5w000009Q7EBAA0,Fall,2018-10-13
64,2019-02-24,84.0,a0w5w000009Q7ECAA0,Spring,2019-02-20
65,2019-08-20,85.0,a0w5w000009Q7EDAA0,Summer,2019-08-03
66,2020-01-29,86.0,a0w5w000009Q7EEAA0,Fall,2019-10-05
67,2019-10-29,87.0,a0w5w000009Q7EFAA0,Fall,2019-10-09
68,2020-04-17,88.0,a0w5w000009Q7EGAA0,Spring,2020-04-02
69,2007-03-04,89.0,a0w5w000009Q7EHAA0,Spring,2007-02-28
70,2010-09-21,90.0,a0w5w000009Q7EIAA0,Fall,2010-09-18
71,2013-02-04,91.0,a0w5w000009Q7EJAA0,Spring,2013-02-02
72,2015-01-25,92.0,a0w5w000009Q7EKAA0,Spring,2015-01-21
73,2011-10-12,93.0,a0w5w000009Q7ELAA0,Fall,2011-10-05
74,2012-04-28,94.0,a0w5w000009Q7EMAA0,Spring,2012-04-21
75,2015-03-23,95.0,a0w5w000009Q7ENAA0,Spring,2015-02-04
76,2018-03-31,99.0,a0w5w000009Q7ERAA0,Spring,2018-03-07
77,2018-07-20,100.0,a0w5w000009Q7ESAA0,Summer,2018-06-30
78,2019-03-02,101.0,a0w5w000009Q7ETAA0,Spring,2019-02-09
79,2008-07-26,102.0,a0w5w000009Q7EUAA0,Summer,2008-07-19
80,2008-11-13,103.0,a0w5w000009Q7EVAA0,Summer,2008-08-24
81,2010-09-11,105.0,a0w5w000009Q7EXAA0,Summer,2010-08-30
82,2010-09-30,106.0,a0w5w000009Q7EYAA0,Fall,2010-09-25
83,2013-05-03,108.0,a0w5w000009Q7EaAAK,Spring,2013-04-29
84,2014-10-29,110.0,a0w5w000009Q7EcAAK,Fall,2014-09-05
85,2014-09-12,111.0,a0w5w000009Q7EdAAK,Summer,2014-08-31
86,2014-09-27,112.0,a0w5w000009Q7EeAAK,Fall,2014-09-14
87,2015-10-20,113.0,a0w5w000009Q7EfAAK,Fall,2015-09-07
88,2016-01-22,115.0,a0w5w000009Q7EhAAK,Fall,2015-10-03
89,2016-01-24,116.0,a0w5w000009Q7EiAAK,Spring,2016-01-17
90,2016-02-03,117.0,a0w5w000009Q7EjAAK,Spring,2016-01-19
91,2016-02-15,118.0,a0w5w000009Q7EkAAK,Spring,2016-02-01
92,2016-02-03,119.0,a0w5w000009Q7ElAAK,Spring,2016-02-03
93,2016-02-09,120.0,a0w5w000009Q7EmAAK,Spring,2016-02-05
94,2016-02-07,121.0,a0w5w000009Q7EnAAK,Spring,2016-02-06
95,2016-03-24,122.0,a0w5w000009Q7EoAAK,Spring,2016-03-20
96,2016-08-10,123.0,a0w5w000009Q7EpAAK,Summer,2016-08-08
97,2016-09-01,124.0,a0w5w000009Q7EqAAK,Summer,2016-08-21
98,2017-01-14,126.0,a0w5w000009Q7EsAAK,Spring,2017-01-10
99,2017-02-11,127.0,a0w5w000009Q7EtAAK,Spring,2017-01-15
100,2017-09-20,128.0,a0w5w000009Q7EuAAK,Summer,2017-08-26
101,2018-01-21,130.0,a0w5w000009Q7EwAAK,Fall,2017-09-20
102,2018-01-18,131.0,a0w5w000009Q7ExAAK,Spring,2018-01-14
103,2018-02-07,132.0,a0w5w000009Q7EyAAK,Spring,2018-01-23
104,2018-02-02,133.0,a0w5w000009Q7EzAAK,Spring,2018-01-17
105,2018-03-16,134.0,a0w5w000009Q7F0AAK,Spring,2018-03-12
106,2018-07-12,135.0,a0w5w000009Q7F1AAK,Summer,2018-07-07
107,2018-09-11,136.0,a0w5w000009Q7F2AAK,Fall,2018-09-02
108,2018-09-05,137.0,a0w5w000009Q7F3AAK,Fall,2018-09-04
109,2018-12-08,138.0,a0w5w000009Q7F4AAK,Fall,2018-10-05
110,2019-02-08,139.0,a0w5w000009Q7F5AAK,Spring,2019-01-19
111,2019-01-26,140.0,a0w5w000009Q7F6AAK,Spring,2019-01-22
112,2019-09-11,141.0,a0w5w000009Q7F7AAK,Summer,2019-08-30
113,2019-09-28,142.0,a0w5w000009Q7F8AAK,Fall,2019-09-17
114,2019-10-01,143.0,a0w5w000009Q7F9AAK,Fall,2019-09-19
115,2019-12-07,144.0,a0w5w000009Q7FAAA0,Fall,2019-10-05
116,2020-01-26,145.0,a0w5w000009Q7FBAA0,Spring,2020-01-19
117,2020-02-01,146.0,a0w5w000009Q7FCAA0,Spring,2020-01-15
118,2020-03-29,147.0,a0w5w000009Q7FDAA0,Spring,2020-03-25
119,2008-06-09,148.0,a0w5w000009Q7FEAA0,Summer,2008-05-24
120,2014-11-12,149.0,a0w5w000009Q7FFAA0,Fall,2014-11-09
121,2018-04-11,150.0,a0w5w000009Q7FGAA0,Spring,2018-04-02
122,2018-09-10,151.0,a0w5w000009Q7FHAA0,Summer,2018-07-09
123,2018-07-09,152.0,a0w5w000009Q7FIAA0,Summer,2018-07-09
124,2018-10-12,154.0,a0w5w000009Q7FKAA0,Fall,2018-10-06
125,2018-10-12,155.0,a0w5w000009Q7FLAA0,Fall,2018-10-11
126,2019-01-30,156.0,a0w5w000009Q7FMAA0,Fall,2018-10-22
127,2019-11-01,157.0,a0w5w000009Q7FNAA0,Fall,2019-10-28
128,2019-11-20,158.0,a0w5w000009Q7FOAA0,Fall,2019-10-27
129,2020-04-23,159.0,a0w5w000009Q7FPAA0,Spring,2020-04-22
130,2006-10-22,160.0,a0w5w000009Q7FQAA0,Fall,2006-10-18
131,2007-11-11,164.0,a0w5w000009Q7FUAA0,Fall,2007-10-22
132,2012-10-19,165.0,a0w5w000009Q7FVAA0,Fall,2012-10-01
133,2016-06-23,166.0,a0w5w000009Q7FWAA0,Summer,2016-06-19
134,2017-06-15,168.0,a0w5w000009Q7FYAA0,Summer,2017-06-11
135,2018-06-14,169.0,a0w5w000009Q7hSAAS,Summer,2018-06-10
136,2019-09-19,170.0,a0w5w000009Q7hTAAS,Fall,2019-09-13
137,2009-03-25,171.0,a0w5w000009Q7hUAAS,Spring,2009-01-16
138,2009-09-30,172.0,a0w5w000009Q7hVAAS,Fall,2009-09-16
139,2010-02-24,173.0,a0w5w000009Q7hWAAS,Spring,2010-01-13
140,2010-02-21,174.0,a0w5w000009Q7hXAAS,Spring,2010-02-02
141,2010-09-22,175.0,a0w5w000009Q7hYAAS,Fall,2010-09-10
142,2011-04-27,177.0,a0w5w000009Q7haAAC,Spring,2011-01-30
143,2011-11-22,178.0,a0w5w000009Q7hbAAC,Summer,2011-08-22
144,2011-12-12,179.0,a0w5w000009Q7hcAAC,Fall,2011-09-24
145,2012-04-22,180.0,a0w5w000009Q7hdAAC,Spring,2012-01-08
146,2012-12-05,182.0,a0w5w000009Q7hfAAC,Summer,2012-08-26
147,2012-09-15,183.0,a0w5w000009Q7hgAAC,Fall,2012-09-15
148,2012-09-21,184.0,a0w5w000009Q7hhAAC,Fall,2012-09-16
149,2013-04-25,185.0,a0w5w000009Q7hiAAC,Spring,2013-01-05
150,2013-12-05,186.0,a0w5w000009Q7hjAAC,Summer,2013-08-26
151,2014-05-01,187.0,a0w5w000009Q7hkAAC,Spring,2014-01-19
152,2014-04-29,189.0,a0w5w000009Q7hmAAC,Spring,2014-02-02
153,2014-11-27,190.0,a0w5w000009Q7hnAAC,Summer,2014-08-25
154,2014-09-24,191.0,a0w5w000009Q7hoAAC,Fall,2014-09-24
155,2015-01-29,192.0,a0w5w000009Q7hpAAC,Spring,2015-01-24
156,2015-04-24,193.0,a0w5w000009Q7hqAAC,Spring,2015-01-26
157,2015-09-15,194.0,a0w5w000009Q7hrAAC,Fall,2015-09-01
158,2015-09-17,195.0,a0w5w000009Q7hsAAC,Fall,2015-09-06
159,2016-04-30,196.0,a0w5w000009Q7htAAC,Spring,2016-01-23
160,2016-09-23,197.0,a0w5w000009Q7huAAC,Fall,2016-09-06
161,2016-09-21,198.0,a0w5w000009Q7hvAAC,Fall,2016-09-10
162,2016-12-01,200.0,a0w5w000009Q7hxAAC,Fall,2016-09-20
163,2016-12-12,201.0,a0w5w000009Q7hyAAC,Fall,2016-11-30
164,2017-02-21,202.0,a0w5w000009Q7hzAAC,Spring,2017-02-16
165,2017-04-28,203.0,a0w5w000009Q7i0AAC,Spring,2017-02-28
166,2017-09-09,204.0,a0w5w000009Q7i1AAC,Summer,2017-08-27
167,2017-10-05,205.0,a0w5w000009Q7i2AAC,Summer,2017-08-29
168,2017-09-27,206.0,a0w5w000009Q7i3AAC,Fall,2017-09-25
169,2017-12-08,207.0,a0w5w000009Q7i4AAC,Fall,2017-09-28
170,2017-10-07,208.0,a0w5w000009Q7i5AAC,Fall,2017-10-03
171,2018-04-29,210.0,a0w5w000009Q7i7AAC,Spring,2018-01-15
172,2018-04-09,211.0,a0w5w000009Q7i8AAC,Spring,2018-03-24
173,2018-10-06,212.0,a0w5w000009Q7i9AAC,Fall,2018-09-04
174,2018-09-17,214.0,a0w5w000009Q7iBAAS,Fall,2018-09-17
175,2018-09-29,215.0,a0w5w000009Q7iCAAS,Fall,2018-09-21
176,2018-09-22,216.0,a0w5w000009Q7iDAAS,Fall,2018-09-22
177,2019-05-03,217.0,a0w5w000009Q7iEAAS,Spring,2019-01-21
178,2019-03-01,218.0,a0w5w000009Q7iFAAS,Spring,2019-01-26
179,2019-09-22,219.0,a0w5w000009Q7iGAAS,Fall,2019-09-17
180,2019-12-13,220.0,a0w5w000009Q7iHAAS,Fall,2019-09-24
181,2019-10-06,221.0,a0w5w000009Q7iIAAS,Fall,2019-10-02
182,2019-10-06,222.0,a0w5w000009Q7iJAAS,Fall,2019-10-02
183,2020-05-01,223.0,a0w5w000009Q7iKAAS,Spring,2020-01-25
184,2020-02-20,224.0,a0w5w000009Q7iLAAS,Spring,2020-02-16
185,2020-03-24,225.0,a0w5w000009Q7iMAAS,Spring,2020-03-22
186,2012-07-26,226.0,a0w5w000009Q7iNAAS,Summer,2012-07-15
187,2013-12-03,227.0,a0w5w000009Q7iOAAS,Fall,2013-09-20
188,2014-07-13,228.0,a0w5w000009Q7iPAAS,Summer,2014-07-12
189,2014-07-16,229.0,a0w5w000009Q7iQAAS,Summer,2014-07-14
190,2015-04-01,230.0,a0w5w000009Q7iRAAS,Spring,2015-01-17
191,2015-04-30,231.0,a0w5w000009Q7iSAAS,Spring,2015-01-27
192,2015-06-26,232.0,a0w5w000009Q7iTAAS,Summer,2015-06-08
193,2016-08-18,233.0,a0w5w000009Q7iUAAS,Spring,2016-03-30
194,2016-09-14,234.0,a0w5w000009Q7iVAAS,Summer,2016-08-21
195,2017-01-31,235.0,a0w5w000009Q7iWAAS,Spring,2017-01-26
196,2019-04-08,237.0,a0w5w000009Q7iYAAS,Spring,2019-04-01
197,2009-06-13,238.0,a0w5w000009Q7iZAAS,Summer,2009-05-30
198,2010-05-27,239.0,a0w5w000009Q7iaAAC,Summer,2010-05-23
199,2013-12-05,240.0,a0w5w000009Q7ibAAC,Fall,2013-10-19
200,2014-11-20,241.0,a0w5w000009Q7icAAC,Fall,2014-10-25
201,2015-10-28,242.0,a0w5w000009Q7idAAC,Fall,2015-10-26
202,2019-12-28,243.0,a0w5w000009Q7ieAAC,Fall,2019-11-19
203,2013-03-10,244.0,a0w5w000009Q7ifAAC,Spring,2013-03-06
204,2015-02-20,245.0,a0w5w000009Q7igAAC,Spring,2015-02-17
205,2017-03-10,246.0,a0w5w000009Q7ihAAC,Spring,2017-02-01
206,2017-06-02,247.0,a0w5w000009Q7iiAAC,Summer,2017-05-28
207,2019-07-22,248.0,a0w5w000009Q7ijAAC,Summer,2019-06-28
208,2008-04-30,249.0,a0w5w000009Q7ikAAC,Spring,2008-04-14
209,2008-10-28,250.0,a0w5w000009Q7ilAAC,Fall,2008-10-02
210,2008-12-08,251.0,a0w5w000009Q7imAAC,Fall,2008-11-03
211,2009-01-04,252.0,a0w5w000009Q7inAAC,Fall,2008-11-25
212,2009-12-09,253.0,a0w5w000009Q7ioAAC,Fall,2009-11-02
213,2011-01-22,254.0,a0w5w000009Q7ipAAC,Fall,2010-10-21
214,2010-12-09,255.0,a0w5w000009Q7iqAAC,Fall,2010-11-01
215,2010-12-17,256.0,a0w5w000009Q7irAAC,Fall,2010-09-04
216,2011-02-28,257.0,a0w5w000009Q7isAAC,Spring,2011-02-15
217,2011-06-18,258.0,a0w5w000009Q7itAAC,Summer,2011-06-18
218,2011-09-23,259.0,a0w5w000009Q7iuAAC,Fall,2011-09-12
219,2012-05-03,260.0,a0w5w000009Q7ivAAC,Spring,2012-03-27
220,2012-07-05,261.0,a0w5w000009Q7iwAAC,Spring,2012-02-20
221,2015-10-03,262.0,a0w5w000009Q7ixAAC,Fall,2015-09-26
222,2015-10-14,263.0,a0w5w000009Q7iyAAC,Fall,2015-10-06
223,2015-12-04,264.0,a0w5w000009Q7izAAC,Fall,2015-10-18
224,2016-10-05,265.0,a0w5w000009Q7j0AAC,Fall,2016-09-24
225,2016-10-09,266.0,a0w5w000009Q7j1AAC,Fall,2016-10-01
226,2016-10-12,267.0,a0w5w000009Q7j2AAC,Fall,2016-10-12
227,2017-08-26,268.0,a0w5w000009Q7j3AAC,Summer,2017-08-22
228,2017-10-07,269.0,a0w5w000009Q7j4AAC,Fall,2017-10-05
229,2018-04-14,270.0,a0w5w000009Q7j5AAC,Spring,2018-04-14
230,2018-04-29,271.0,a0w5w000009Q7j6AAC,Spring,2018-04-21
231,2018-05-06,272.0,a0w5w000009Q7j7AAC,Summer,2018-05-01
232,2018-05-17,273.0,a0w5w000009Q7j8AAC,Summer,2018-05-13
233,2018-08-10,274.0,a0w5w000009Q7j9AAC,Summer,2018-07-30
234,2018-10-09,275.0,a0w5w000009Q7jAAAS,Fall,2018-09-29
235,2017-02-19,276.0,a0w5w000009Q7jBAAS,Spring,2017-02-07
236,2018-10-13,277.0,a0w5w000009Q7jCAAS,Fall,2018-10-03
237,2018-12-19,279.0,a0w5w000009Q7jEAAS,Fall,2018-12-19
238,2019-11-16,280.0,a0w5w000009Q7jFAAS,Fall,2019-09-30
239,2020-01-26,281.0,a0w5w000009Q7jGAAS,Spring,2020-01-18
240,2020-03-06,282.0,a0w5w000009Q7jHAAS,Spring,2020-01-18
241,2011-05-29,283.0,a0w5w000009Q7jIAAS,Summer,2011-05-23
242,2012-06-01,284.0,a0w5w000009Q7jJAAS,Summer,2012-05-27
243,2007-12-07,285.0,a0w5w000009Q7jKAAS,Fall,2007-09-08
244,2008-02-08,287.0,a0w5w000009Q7jMAAS,Spring,2008-01-28
245,2008-04-30,288.0,a0w5w000009Q7jNAAS,Spring,2008-02-07
246,2008-11-12,290.0,a0w5w000009Q7jPAAS,Fall,2008-10-17
247,2009-05-02,291.0,a0w5w000009Q7jQAAS,Spring,2009-02-07
248,2010-12-04,292.0,a0w5w000009Q7jRAAS,Fall,2010-09-21
249,2011-12-17,293.0,a0w5w000009Q7jSAAS,Fall,2011-10-13
250,2013-11-21,294.0,a0w5w000009Q7jTAAS,Fall,2013-09-21
251,2014-05-03,295.0,a0w5w000009Q7jUAAS,Spring,2014-02-19
252,2017-12-15,296.0,a0w5w000009Q7jVAAS,Fall,2017-10-08
253,2013-02-21,297.0,a0w5w000009Q7jWAAS,Spring,2013-02-16
254,2017-11-24,299.0,a0w5w000009Q7jYAAS,Fall,2017-11-20
255,2018-01-28,300.0,a0w5w000009Q7jZAAS,Spring,2018-01-20
256,2018-04-20,302.0,a0w5w000009Q7jbAAC,Spring,2018-04-16
257,2018-11-26,303.0,a0w5w000009Q7jcAAC,Fall,2018-11-25
258,2018-12-14,304.0,a0w5w000009Q7jdAAC,Fall,2018-12-03
259,2020-04-11,305.0,a0w5w000009Q7jeAAC,Spring,2020-04-07
260,2020-04-14,306.0,a0w5w000009Q7jfAAC,Spring,2020-04-11
261,2008-07-15,307.0,a0w5w000009Q7jgAAC,Summer,2008-06-30
262,2008-07-15,308.0,a0w5w000009Q7jhAAC,Summer,2008-07-12
263,2016-11-07,309.0,a0w5w000009Q7jiAAC,Fall,2016-11-01
264,2016-11-07,310.0,a0w5w000009Q7jjAAC,Fall,2016-11-01
265,2017-11-29,312.0,a0w5w000009Q7jlAAC,Fall,2017-11-23
266,2007-03-29,313.0,a0w5w000009Q7jmAAC,Spring,2007-03-25
267,2007-04-21,314.0,a0w5w000009Q7jnAAC,Spring,2007-02-20
268,2007-10-17,316.0,a0w5w000009Q7jpAAC,Fall,2007-10-17
269,2007-11-22,317.0,a0w5w000009Q7jqAAC,Fall,2007-11-14
270,2008-01-27,318.0,a0w5w000009Q7jrAAC,Spring,2008-01-23
271,2008-02-27,319.0,a0w5w000009Q7jsAAC,Spring,2008-02-23
272,2008-02-28,320.0,a0w5w000009Q7jtAAC,Spring,2008-02-23
273,2008-02-28,321.0,a0w5w000009Q7juAAC,Spring,2008-02-28
274,2008-04-12,322.0,a0w5w000009Q7jvAAC,Spring,2008-02-26
275,2008-05-10,323.0,a0w5w000009Q7jwAAC,Summer,2008-05-05
276,2008-05-22,324.0,a0w5w000009Q7jxAAC,Summer,2008-05-18
277,2008-12-11,325.0,a0w5w000009Q7jyAAC,Fall,2008-12-07
278,2009-03-01,326.0,a0w5w000009Q7jzAAC,Spring,2009-02-25
279,2009-04-16,327.0,a0w5w000009Q7k0AAC,Spring,2009-03-01
280,2009-06-03,329.0,a0w5w000009Q7k2AAC,Summer,2009-05-30
281,2009-11-15,330.0,a0w5w000009Q7k3AAC,Fall,2009-11-11
282,2009-12-05,331.0,a0w5w000009Q7k4AAC,Fall,2009-11-28
283,2010-03-10,332.0,a0w5w000009Q7k5AAC,Spring,2010-03-06
284,2010-03-19,333.0,a0w5w000009Q7k6AAC,Spring,2010-02-07
285,2010-04-29,334.0,a0w5w000009Q7k7AAC,Spring,2010-02-21
286,2010-07-17,336.0,a0w5w000009Q7k9AAC,Summer,2010-07-13
287,2010-09-17,337.0,a0w5w000009Q7kAAAS,Fall,2010-09-16
288,2010-10-16,338.0,a0w5w000009Q7kBAAS,Fall,2010-10-12
289,2010-11-12,339.0,a0w5w000009Q7kCAAS,Fall,2010-11-08
290,2010-12-04,340.0,a0w5w000009Q7kDAAS,Fall,2010-10-19
291,2011-02-27,341.0,a0w5w000009Q7kEAAS,Spring,2011-02-21
292,2011-04-02,343.0,a0w5w000009Q7kGAAS,Spring,2011-02-15
293,2011-05-28,345.0,a0w5w000009Q7kIAAS,Spring,2011-04-18
294,2011-10-29,346.0,a0w5w000009Q7kJAAS,Summer,2011-08-23
295,2011-12-02,347.0,a0w5w000009Q7kKAAS,Fall,2011-10-03
296,2012-03-02,348.0,a0w5w000009Q7kLAAS,Spring,2012-02-24
297,2012-02-29,349.0,a0w5w000009Q7kMAAS,Spring,2012-02-29
298,2012-03-14,350.0,a0w5w000009Q7kNAAS,Spring,2012-03-13
299,2012-04-07,352.0,a0w5w000009Q7kPAAS,Spring,2012-02-14
300,2012-12-05,353.0,a0w5w000009Q7kQAAS,Summer,2012-08-28
301,2012-10-13,354.0,a0w5w000009Q7kRAAS,Fall,2012-10-09
302,2012-11-30,355.0,a0w5w000009Q7kSAAS,Fall,2012-11-18
303,2013-03-08,356.0,a0w5w000009Q7kTAAS,Spring,2013-03-04
304,2013-03-16,357.0,a0w5w000009Q7kUAAS,Spring,2013-03-11
305,2013-03-17,358.0,a0w5w000009Q7kVAAS,Spring,2013-02-08
306,2013-04-05,359.0,a0w5w000009Q7kWAAS,Spring,2013-02-18
307,2013-04-12,360.0,a0w5w000009Q7kXAAS,Spring,2013-02-25
308,2013-04-23,361.0,a0w5w000009Q7kYAAS,Spring,2013-04-16
309,2013-08-19,362.0,a0w5w000009Q7kZAAS,Summer,2013-08-15
310,2013-10-18,363.0,a0w5w000009Q7kaAAC,Fall,2013-10-07
311,2014-01-23,364.0,a0w5w000009Q7kbAAC,Spring,2014-01-19
312,2014-01-29,365.0,a0w5w000009Q7kcAAC,Spring,2014-01-24
313,2014-02-20,366.0,a0w5w000009Q7kdAAC,Spring,2014-01-19
314,2014-03-14,367.0,a0w5w000009Q7keAAC,Spring,2014-03-05
315,2014-03-19,368.0,a0w5w000009Q7kfAAC,Spring,2014-02-04
316,2014-04-25,369.0,a0w5w000009Q7kgAAC,Spring,2014-02-24
317,2014-04-16,370.0,a0w5w000009Q7khAAC,Spring,2014-01-13
318,2015-02-01,372.0,a0w5w000009Q7kjAAC,Spring,2015-02-01
319,2015-02-05,373.0,a0w5w000009Q7kkAAC,Spring,2015-02-02
320,2015-05-16,375.0,a0w5w000009Q7kmAAC,Spring,2015-03-03
321,2015-11-14,378.0,a0w5w000009Q7kpAAC,Fall,2015-11-07
322,2015-12-12,379.0,a0w5w000009Q7kqAAC,Fall,2015-12-11
323,2016-04-09,380.0,a0w5w000009Q7krAAC,Fall,2015-12-12
324,2016-03-04,381.0,a0w5w000009Q7ksAAC,Spring,2016-02-25
325,2016-04-15,382.0,a0w5w000009Q7ktAAC,Spring,2016-02-15
326,2016-05-28,384.0,a0w5w000009Q7kvAAC,Summer,2016-05-03
327,2016-10-03,385.0,a0w5w000009Q7kwAAC,Fall,2016-09-27
328,2016-10-11,386.0,a0w5w000009Q7kxAAC,Fall,2016-09-29
329,2016-11-08,387.0,a0w5w000009Q7kyAAC,Fall,2016-11-01
330,2016-12-17,388.0,a0w5w000009Q7kzAAC,Fall,2016-11-23
331,2017-04-05,389.0,a0w5w000009Q7l0AAC,Fall,2016-12-15
332,2017-04-28,390.0,a0w5w000009Q7l1AAC,Spring,2017-02-20
333,2017-04-14,391.0,a0w5w000009Q7l2AAC,Spring,2017-02-13
334,2017-04-20,392.0,a0w5w000009Q7l3AAC,Spring,2017-02-20
335,2017-05-02,393.0,a0w5w000009Q7l4AAC,Spring,2017-02-25
336,2017-05-20,394.0,a0w5w000009Q7l5AAC,Summer,2017-05-02
337,2017-10-09,395.0,a0w5w000009Q7l6AAC,Fall,2017-09-19
338,2017-10-26,396.0,a0w5w000009Q7l7AAC,Fall,2017-10-24
339,2017-11-02,397.0,a0w5w000009Q7l8AAC,Fall,2017-10-31
340,2017-11-03,398.0,a0w5w000009Q7l9AAC,Fall,2017-11-03
341,2017-11-11,399.0,a0w5w000009Q7lAAAS,Fall,2017-11-04
342,2017-11-17,400.0,a0w5w000009Q7lBAAS,Fall,2017-11-14
343,2017-12-13,401.0,a0w5w000009Q7lCAAS,Fall,2017-09-24
344,2017-12-20,402.0,a0w5w000009Q7lDAAS,Fall,2017-12-16
345,2018-02-07,403.0,a0w5w000009Q7lEAAS,Spring,2018-02-03
346,2018-03-17,404.0,a0w5w000009Q7lFAAS,Spring,2018-03-06
347,2018-05-12,405.0,a0w5w000009Q7lGAAS,Spring,2018-02-27
348,2018-08-11,406.0,a0w5w000009Q7lHAAS,Summer,2018-08-11
