toolname,class_id
0,0
1,0
2,0
3,0
4,0
5,0
6,0
11,0
3,1
5,2
6,3
7,3
8,3
11,3
12,3
15,3
7,4
8,5
16,6
9,6
18,6
17,6
1,7
10,7
2,7
12,8
14,8
15,8
3,9
13,9
0,10
0,11
1,12
2,13
3,13
4,13
5,13
6,13
7,14
0,15
0,16
1,16
2,16
0,17
3,17
4,17
7,17
10,17
0,18
1,18
2,18
3,18
4,18
5,18
6,18
8,18
9,18
11,18
13,18
16,18
18,18
1,19
3,19
6,19
7,19
8,19
10,19
11,19
14,19
15,19
17,19
19,19
0,20
2,20
3,20
6,20
3,21
7,21
10,22
5,22
8,23
2,23
6,23
7,23
9,24
4,24
7,24
0,25
1,26
2,26
0,27
1,27
0,28
1,29
0,30
1,30
2,30
2,31
3,31
1,32
4,32
0,33
1,33
0,34
1,34
1,35
4,36
0,37
1,37
5,37
6,38
9,39
10,39
11,40
12,40
5,40
2,41
3,41
14,41
15,42
6,43
9,43
10,43
12,43
18,43
20,43
1,44
3,45
12,46
0,47
4,48
2,49
4,50
5,51
6,52
7,53
11,54
2,55
4,56
6,57
1,58
8,59
13,60
17,61
0,62
0,63
1,63
2,63
5,63
0,64
1,65
0,66
0,67
0,68
0,69
1,70
2,71
3,72
0,73
4,73
0,74
0,75
1,76
0,77
1,78
1,79
2,80
0,81
3,81
6,81
7,81
7,82
12,83
13,84
14,85
8,86
17,86
2,87
3,87
0,88
1,89
2,90
3,91
4,92
5,92
6,92
7,92
9,92
10,92
11,92
8,93
9,93
5,94
8,95
10,96
11,96
0,97
1,98
2,98
4,98
5,98
6,98
7,98
9,98
10,98
11,98
3,99
8,100
7,101
9,102
1,103
0,104
1,104
2,104
3,104
4,105
5,106
6,107
0,108
1,108
0,109
1,109
2,109
3,109
4,109
5,109
0,110
1,110
4,110
5,110
6,110
7,110
2,111
3,112
8,113
9,113
10,114
