toolname,class_id
0,0
1,0
3,0
1,1
0,2
1,2
2,2
0,3
1,3
2,3
3,3
2,4
3,4
4,4
5,5
6,6
7,7
8,8
9,9
1,9
10,10
2,11
26,11
11,11
22,11
12,12
2,13
13,13
14,13
21,13
24,13
25,13
5,14
15,14
16,15
11,16
17,16
3,16
15,16
18,17
19,18
20,19
23,20
27,21
28,21
29,22
13,23
30,23
31,24
32,25
1,25
3,25
4,25
8,25
12,25
16,25
33,26
17,26
0,27
1,27
2,27
0,28
0,29
1,29
2,30
3,30
0,31
3,31
4,31
6,31
8,31
16,31
19,31
20,31
21,31
0,32
0,33
1,33
10,33
11,33
2,34
3,35
5,35
4,36
6,37
7,38
8,39
9,40
12,41
13,42
14,43
15,44
17,44
22,44
23,44
25,44
27,44
28,44
30,44
16,45
24,46
18,46
26,46
29,46
19,47
20,48
21,49
0,50
1,50
3,50
0,51
1,51
2,51
3,51
4,51
6,51
10,51
16,51
17,51
19,51
20,51
21,51
2,52
1,53
3,53
0,54
2,54
21,54
5,54
25,55
7,55
8,56
9,57
11,58
9,59
18,59
12,59
10,60
13,60
0,61
3,61
0,62
1,62
2,62
6,62
10,62
2,63
12,63
4,64
14,64
0,65
1,65
2,65
5,65
6,65
7,65
8,65
9,65
8,66
0,67
1,67
35,67
4,67
10,67
11,67
15,67
26,67
1,68
0,69
2,69
1,70
7,70
0,71
9,71
0,72
1,73
2,74
0,75
4,75
5,75
6,75
2,76
3,76
4,76
4,77
5,77
6,78
0,79
0,80
0,81
1,81
3,81
2,82
3,83
4,84
0,85
5,85
6,85
6,86
2,87
3,87
4,87
5,87
7,87
8,87
40,87
9,88
10,89
1,90
7,90
4,91
7,92
0,93
1,93
2,94
10,94
0,95
1,96
2,96
5,96
16,96
24,96
30,96
3,97
0,98
3,98
9,98
11,98
14,98
1,99
15,99
1,100
2,100
5,100
7,100
9,100
13,100
18,100
4,101
6,102
8,103
10,104
4,104
0,105
12,105
4,105
13,106
1,107
2,107
0,108
5,108
1,109
2,109
3,110
4,111
0,112
0,113
0,114
1,114
2,114
5,114
10,114
11,114
12,114
0,115
1,116
2,116
3,116
33,116
35,116
21,116
23,116
31,116
0,117
1,118
0,119
11,119
7,119
1,120
3,120
2,121
13,121
5,121
4,122
6,122
8,123
10,124
12,125
14,126
1,127
4,127
5,127
9,127
15,127
17,127
18,127
19,127
16,128
34,129
7,129
8,129
20,129
22,129
26,129
28,129
30,129
24,130
32,130
29,130
25,131
27,132
0,133
1,133
2,133
3,133
4,133
5,133
12,133
0,134
1,134
2,134
3,134
4,134
5,134
6,134
0,135
1,135
2,136
0,137
1,138
2,139
3,140
5,141
6,142
0,143
1,144
0,145
0,146
1,147
0,148
0,149
1,149
2,150
0,151
1,151
9,151
2,152
0,153
0,154
1,154
3,154
12,155
5,155
6,155
7,156
8,157
9,157
10,158
13,159
14,160
15,161
18,162
22,162
20,163
9,164
4,164
23,164
26,165
0,166
1,167
2,168
4,168
7,169
0,170
1,171
2,172
3,173
5,173
4,174
1,175
6,175
2,176
7,176
0,177
2,177
0,178
1,178
0,179
1,179
2,179
3,179
0,180
0,181
0,182
1,182
2,182
3,182
0,183
4,183
5,183
6,183
3,184
6,184
0,185
0,186
1,187
0,188
1,188
0,189
0,190
1,190
3,190
6,190
4,191
14,191
7,192
8,193
9,194
0,195
1,195
2,195
3,195
4,195
5,195
6,195
7,196
1,197
2,198
3,199
5,199
4,200
6,201
0,202
0,203
0,204
1,205
2,206
3,207
0,208
3,209
6,210
8,211
11,212
12,213
14,213
19,214
0,215
0,216
0,217
1,218
2,219
3,219
5,220
6,221
7,222
8,223
10,224
13,225
17,226
18,227
19,228
28,229
22,229
23,230
25,231
27,232
29,233
31,234
32,235
33,236
34,237
36,238
37,239
38,240
39,241
41,242
0,243
0,244
2,245
0,246
2,247
11,247
3,248
6,249
10,250
13,251
2,252
3,253
4,254
5,255
7,256
8,257
9,258
10,258
11,259
13,259
12,260
0,261
0,262
1,263
2,264
1,265
4,265
3,266
5,267
6,268
0,269
1,269
2,269
1,270
0,271
0,272
3,273
4,274
0,275
1,275
0,276
0,277
2,277
5,277
7,277
11,277
12,277
14,277
17,277
22,278
23,279
0,280
1,281
2,282
3,282
0,283
0,284
