toolname,class_id
0,0
0,1
1,1
0,2
1,3
2,4
7,4
8,4
10,4
15,4
23,4
26,4
3,5
4,5
4,6
5,7
6,8
7,9
8,10
17,10
1,11
2,11
3,11
5,11
7,11
9,11
13,11
10,12
11,13
29,13
12,14
15,14
0,15
2,15
13,15
14,16
16,17
2,17
18,18
27,19
19,19
8,20
20,20
6,20
7,20
33,21
21,21
22,22
7,22
24,23
25,24
9,25
28,25
34,26
30,26
31,27
32,28
35,29
36,30
3,31
37,31
40,31
18,31
19,31
20,31
38,32
39,33
0,34
0,35
0,36
1,36
0,37
1,37
3,37
4,37
0,38
1,38
2,38
5,38
0,39
0,40
1,40
3,40
7,40
11,40
15,40
0,41
8,41
10,41
12,41
0,42
1,42
5,42
9,42
0,43
1,43
2,43
14,43
16,43
20,43
0,44
2,44
3,45
4,45
21,45
0,46
0,47
1,47
2,47
1,48
11,48
0,49
3,49
0,50
1,51
0,52
1,52
2,52
8,53
4,53
12,53
6,54
17,55
0,56
2,56
1,57
3,58
5,58
9,59
4,59
5,60
6,61
7,62
8,63
9,63
10,63
0,64
1,65
2,65
3,65
12,65
4,66
13,66
5,67
1,68
2,69
3,70
10,71
4,71
6,71
7,71
5,72
8,73
2,74
12,74
14,74
13,75
2,76
15,76
0,77
10,77
6,77
1,78
5,78
0,79
0,80
0,81
1,81
2,81
3,81
4,81
5,81
6,81
1,82
3,83
0,84
2,84
3,84
0,85
1,85
2,85
3,85
4,85
5,85
6,85
7,85
8,86
9,87
0,88
1,88
1,89
2,89
0,90
1,91
2,91
0,92
0,93
1,94
0,95
0,96
0,97
0,98
1,98
2,98
6,99
8,100
0,101
1,102
4,102
4,103
5,104
6,104
8,105
9,106
3,106
3,107
0,107
11,107
1,107
13,108
13,109
14,109
16,110
17,110
18,110
15,110
7,111
0,112
1,112
2,112
3,112
6,112
8,112
1,113
0,114
0,115
1,116
0,117
1,117
0,118
0,119
1,120
0,121
3,121
1,122
2,122
0,123
0,124
1,125
2,126
3,126
0,127
1,128
2,129
0,130
1,131
0,132
1,133
2,134
7,134
2,135
3,135
4,136
4,137
5,137
6,138
0,139
1,140
2,141
4,141
3,142
5,143
9,144
10,145
11,146
12,147
18,148
14,148
16,149
17,150
19,151
0,152
1,153
2,154
0,155
1,155
0,156
1,156
2,157
0,158
0,159
1,160
2,161
0,162
0,163
1,164
2,164
2,165
1,166
3,166
4,166
5,166
4,167
6,168
7,169
8,170
9,171
10,171
11,172
3,173
11,173
12,173
0,174
10,175
0,176
3,177
0,178
1,179
4,180
0,181
7,181
8,182
9,183
11,184
14,185
0,186
1,187
1,188
0,189
1,189
0,190
1,191
0,192
0,193
1,194
