class_id,start,end,lon,lat,size,ip_set
0,2007-03-25,2007-03-29,-85.41000366210938,40.19919967651367,8,"[{'147.226.206.2', '147.226.184.238', '147.226.184.245', '147.226.183.84', '147.226.185.139', '147.226.183.219', '147.226.184.93', '147.226.184.173'}]"
1,2007-02-20,2007-04-21,16.64421315581443,49.232649685245995,54,"[{'147.229.152.31'} {'147.229.152.31'}
 {'147.229.69.41', '147.229.152.31', '147.229.152.76', '83.240.18.67'}
 {'89.103.7.237', '147.229.152.31'} {'147.229.152.31', '147.229.152.57'}
 {'147.229.152.31'}]"
2,2007-02-27,2007-04-28,16.64419937133789,49.23270034790039,53,"[{'147.229.152.31'} {'147.229.152.31'}
 {'147.229.152.31', '147.229.198.81', '147.229.193.133', '147.229.192.227', '147.229.194.72', '147.229.69.41', '147.229.152.57'}
 {'147.229.152.31', '147.229.152.76', '147.229.149.196'}
 {'147.229.152.31'}]"
3,2007-04-15,2007-04-18,18.06658395131429,59.424034118652344,6,"[{'130.237.22.49', '213.100.16.228', '130.237.22.168', '130.237.22.110', '130.237.22.54'}]"
4,2007-04-19,2007-05-01,-97.74815263378002,30.31078552601822,25,"[{'129.116.234.244', '24.173.213.254', '129.116.140.170', '24.206.123.103'}
 {'129.116.140.170', '129.116.140.24', '129.116.234.244', '129.116.234.193', '24.173.213.254'}
 {'66.68.160.9', '66.90.150.209', '128.62.91.214', '129.116.230.46', '24.27.10.200', '128.62.102.224', '128.62.109.176', '63.246.176.141', '128.83.206.131', '146.6.101.9', '70.112.77.77', '129.116.234.193', '128.83.162.247', '129.116.234.218', '71.42.147.34', '70.113.78.246', '129.116.140.24', '129.116.140.132', '66.69.198.34', '70.112.165.237', '129.116.140.92', '70.112.179.249'}]"
5,2007-04-24,2007-04-28,16.64419937133789,49.23270034790039,6,[{'147.229.152.31'}]
6,2007-05-23,2007-05-24,-86.90460205078125,40.37525939941406,5,"[{'128.46.209.67', '72.12.197.242', '128.46.190.55', '128.211.178.171', '72.12.199.19'}]"
7,2007-02-07,2007-04-22,-86.91470336914062,40.42509841918945,33,"[{'128.46.207.153', '128.210.180.145', '128.46.207.232', '128.211.179.34', '128.211.181.119', '128.46.207.185', '128.46.207.235', '128.46.88.39', '128.211.180.104', '128.210.35.13', '128.46.207.191', '128.46.207.186', '128.46.88.22', '128.210.35.14', '128.46.207.192', '128.46.88.23', '128.210.90.17'}
 {'128.211.203.24', '128.211.180.176', '128.46.207.234', '128.46.207.237', '128.46.207.187', '128.46.207.189', '128.46.207.188', '128.46.207.153', '128.210.180.145', '128.46.94.237', '128.210.104.131', '128.46.207.235', '128.46.207.236', '128.46.88.24', '128.46.88.35', '128.46.207.191', '128.46.207.186', '128.46.88.36', '128.211.171.26', '128.46.207.192', '128.211.179.207', '128.46.88.159', '128.46.209.35', '128.211.181.44', '128.46.207.238', '128.46.207.151'}]"
8,2007-02-12,2007-02-17,-97.8219985961914,37.750999450683594,9,"[{'74.140.47.18', '76.166.63.199', '209.176.193.148', '65.183.175.51', '71.98.93.157', '71.98.72.2', '63.122.135.203', '71.98.119.31', '71.98.119.188', '12.207.158.73'}]"
9,2007-02-13,2007-02-14,-82.40170288085938,40.07320022583008,6,"[{'74.140.125.14', '74.140.111.149', '74.140.118.85', '74.140.117.192', '74.140.107.107', '74.140.109.108'}]"
10,2007-02-16,2007-02-21,-87.68419647216797,42.05979919433594,13,"[{'199.74.69.69', '199.74.87.112', '199.74.75.149', '199.74.93.41', '199.74.95.142', '129.105.121.219', '129.105.52.148', '199.74.103.20', '199.74.79.6', '199.74.80.72', '199.74.81.161', '199.74.96.38', '199.74.78.130'}]"
11,2007-02-26,2007-05-04,-116.22288980084207,43.48178041202901,19,"[{'132.178.127.32', '132.178.126.106', '132.178.123.144', '65.101.73.210', '132.178.124.118', '132.178.127.249', '132.178.122.153', '132.178.123.10', '132.178.124.136', '137.201.242.130', '132.178.127.177', '132.178.251.80', '132.178.126.60', '132.178.124.61', '24.116.138.76'}
 {'132.178.122.206', '132.178.125.8', '132.178.122.97', '132.178.127.111', '132.178.125.235', '132.178.227.53', '132.178.122.153', '132.178.123.10', '137.201.242.130', '132.178.123.3', '132.178.125.127', '132.178.251.80', '132.178.124.61', '132.178.125.44', '132.178.126.42', '132.178.124.71'}]"
12,2007-05-15,2007-05-20,-75.75800323486328,39.69340133666992,12,"[{'128.175.100.164', '128.4.132.143', '128.175.194.143', '128.4.73.96', '128.4.134.56', '128.175.162.74', '128.175.162.130', '128.4.35.21', '128.175.100.155', '128.4.73.174', '128.175.228.136', '128.4.73.157'}]"
13,2007-06-04,2007-06-14,-117.40240509656012,33.94640378887151,12,"[{'138.23.89.187', '138.23.212.177', '138.23.212.236', '138.23.2.34', '138.23.213.91', '66.215.234.129', '138.23.213.89', '138.23.212.80', '138.23.213.199', '138.23.212.165', '138.23.213.4', '138.23.213.252'}]"
14,2007-01-13,2007-01-17,-87.72523428537917,42.01285606282958,12,"[{'24.14.33.216', '199.74.72.203', '128.135.181.59', '199.74.78.81', '199.74.96.75', '199.74.95.153', '129.105.116.59', '71.57.66.248', '199.74.81.44', '199.74.69.105', '165.124.118.130', '129.105.52.150'}]"
15,2007-02-08,2007-02-23,-87.98950876157211,41.929906109892585,311,"[{'199.74.96.25', '199.74.97.190', '199.74.96.19', '129.105.104.235', '199.74.70.65', '71.57.66.248', '199.74.103.9', '165.124.166.225', '199.74.88.82', '165.124.118.67', '199.74.96.43', '216.217.211.82', '199.74.87.228', '165.124.163.70', '199.74.75.66', '199.74.78.121', '199.74.78.201', '199.74.97.93', '199.74.101.29', '199.74.79.101', '199.74.79.114', '199.74.95.239', '199.74.93.71', '129.105.52.198', '199.74.97.13', '199.74.75.20', '199.74.81.161', '199.74.71.54', '165.124.161.5', '129.105.52.129', '199.74.77.187', '24.12.65.167', '199.74.71.182', '129.105.52.152', '199.74.81.40', '129.105.104.209', '129.105.52.136', '165.124.160.178', '199.74.86.211', '129.105.52.164', '199.74.88.145', '199.74.93.236', '199.74.96.228', '129.105.104.200', '199.74.78.99', '199.74.77.16', '199.74.87.197', '199.74.105.84', '199.74.75.19', '199.74.69.229', '199.74.89.225', '199.74.77.247', '129.105.121.239', '165.124.160.164', '199.74.89.169', '199.74.103.217', '199.74.77.72', '199.74.78.130', '199.74.70.110', '199.74.95.132', '129.105.52.189', '165.124.114.21', '129.105.52.155', '199.74.70.78', '199.74.78.67', '24.14.33.216', '129.105.116.74', '199.74.91.16', '199.74.79.47', '199.74.80.6', '199.74.88.67', '199.74.78.240', '129.105.52.179', '199.74.88.126', '199.74.78.59', '199.74.87.125', '199.74.93.183', '199.74.77.113', '129.105.52.161', '199.74.76.142', '199.74.83.236', '129.105.52.165', '199.74.70.105', '199.74.78.42', '199.74.78.90', '199.74.89.78', '199.74.70.226', '199.74.78.97', '199.74.80.145', '199.74.96.216', '199.74.96.75', '199.74.77.182', '199.74.87.96', '129.105.52.159', '165.124.162.85', '199.74.86.147', '199.74.77.90', '199.74.79.126', '199.74.80.136', '199.74.100.189', '199.74.80.123', '199.74.72.10', '199.74.77.242', '199.74.81.31', '199.74.79.241', '199.74.97.143', '199.74.69.138', '199.74.102.51', '199.74.72.203', '199.74.77.217', '165.124.162.144', '199.74.77.174', '199.74.87.120', '199.74.81.202', '199.74.87.195', '199.74.87.97', '199.74.97.14', '199.74.78.158', '199.74.81.117', '199.74.96.88', '129.105.116.203', '199.74.93.30', '129.105.52.233', '165.124.114.24', '165.124.166.210', '199.74.96.149', '199.74.79.131', '129.105.4.178', '199.74.97.216', '199.74.103.164', '199.74.88.150', '4.159.239.123', '129.105.52.167', '129.105.121.158', '199.74.78.16', '199.74.77.62', '199.74.86.101', '199.74.86.210', '199.74.69.69', '199.74.96.209', '199.74.78.51', '199.74.71.48', '199.74.78.12', '199.74.95.39', '199.74.78.133', '199.74.97.225', '69.211.95.158', '165.124.160.103', '199.74.71.6', '129.105.104.122', '199.74.78.208', '199.74.103.116', '199.74.89.24', '199.74.103.125', '199.74.80.28', '199.74.77.125', '199.74.93.170', '199.74.105.73', '199.74.94.148', '199.74.87.112', '72.244.34.50', '199.74.96.243', '199.74.95.223', '165.124.162.53', '199.74.87.94', '165.124.163.87', '199.74.96.14', '75.4.158.112', '199.74.81.166', '199.74.69.186', '199.74.105.109', '199.74.86.93', '199.74.86.163', '165.124.164.136', '199.74.93.46', '199.74.103.244', '129.105.52.180', '165.124.119.75', '199.74.96.38', '199.74.78.145', '165.124.166.154', '199.74.78.179', '199.74.71.83', '165.124.161.151', '199.74.93.237', '165.124.160.14', '129.105.52.145', '129.105.14.88', '199.74.79.125', '199.74.86.25', '199.74.103.171', '199.74.77.66', '199.74.89.48', '199.74.79.247', '129.105.84.48', '199.74.71.45', '199.74.70.94', '199.74.93.13', '199.74.75.32', '199.74.95.248', '199.74.103.73', '199.74.96.39', '199.74.96.142', '129.105.52.150', '199.74.96.225', '165.124.112.145', '199.74.103.37', '165.124.162.98', '199.74.75.149', '199.74.95.16', '199.74.89.195', '199.74.70.48', '199.74.77.11', '165.124.161.214', '199.74.93.210', '165.124.113.209', '199.74.76.159', '129.105.10.101', '199.74.103.6', '199.74.103.238', '199.74.89.42', '199.74.80.120', '129.105.52.190', '199.74.80.72', '199.74.75.132', '199.74.93.196', '199.74.87.20', '199.74.78.232', '199.74.94.171', '199.74.71.74', '165.124.162.77', '129.105.104.173', '199.74.89.149', '165.124.166.23', '199.74.103.194', '199.74.96.146', '199.74.87.156', '199.74.70.81', '129.105.52.225', '199.74.78.74', '199.74.103.62', '129.105.4.250', '199.74.69.156', '199.74.81.184', '199.74.78.170', '199.74.95.21', '199.74.79.8', '199.74.71.50', '199.74.80.235', '199.74.71.122', '199.74.105.75', '199.74.86.243', '199.74.77.231', '199.74.102.128', '199.74.78.89', '199.74.97.73', '199.74.87.32', '199.74.87.34', '199.74.70.207', '199.74.93.41', '199.74.78.128', '199.74.83.15', '199.74.75.22', '199.74.69.147', '199.74.77.204', '129.105.116.59', '165.124.164.184', '199.74.88.8', '199.74.79.170', '199.74.78.87', '199.74.86.109', '199.74.95.219', '199.74.81.205', '129.105.4.176', '68.253.202.72', '199.74.69.213', '199.74.77.239', '199.74.77.83', '199.74.95.101', '199.74.95.147', '129.105.52.156', '199.74.97.171', '199.74.86.204', '199.74.69.219', '129.105.52.235', '199.74.103.42', '199.74.96.112', '199.74.97.44', '129.105.104.203', '199.74.97.26', '199.74.80.246', '199.74.70.209', '199.74.72.197', '199.74.101.138', '199.74.80.141', '199.74.78.190', '199.74.97.211', '199.74.95.190', '199.74.97.222', '199.74.103.70', '199.74.88.140', '165.124.163.217', '76.16.71.92', '129.105.116.30', '129.105.52.178', '199.74.97.75', '199.74.81.223', '199.74.97.85', '129.105.55.220', '199.74.95.130', '199.74.97.10', '199.74.86.115', '129.105.52.148', '24.14.35.148', '199.74.103.103', '199.74.78.238', '129.105.89.106', '199.74.97.131', '165.124.165.250', '199.74.95.10', '199.74.93.190', '199.74.102.83', '199.74.71.206', '129.105.52.142', '199.74.95.142', '199.74.86.22', '199.74.87.14', '199.74.87.63', '165.124.164.72', '165.124.164.15', '199.74.103.185', '199.74.95.78', '199.74.71.52', '129.105.4.177', '199.74.105.47', '199.74.79.109', '199.74.81.59', '199.74.87.181', '199.74.101.113', '199.74.78.57', '129.105.52.141', '199.74.96.134', '199.74.96.65', '64.241.37.140', '165.124.118.167', '199.74.70.15', '199.74.77.183', '165.124.166.201', '165.124.166.64', '199.74.96.232', '67.165.137.141', '165.124.112.128', '199.74.78.38', '199.74.101.73', '199.74.78.50', '199.74.79.6', '199.74.103.32', '199.74.79.182', '199.74.79.203', '199.74.70.88', '199.74.86.160', '199.74.89.146', '199.74.86.88'}]"
16,2007-03-13,2007-03-15,-111.88632493452592,40.74036310369318,6,"[{'155.97.14.59', '155.97.15.178', '155.97.198.136', '155.101.46.47', '155.98.10.15', '67.164.193.138'}]"
17,2007-03-20,2007-03-29,-111.8968036593646,40.74621378400326,27,"[{'155.97.15.150', '155.97.97.210', '155.97.193.32', '67.182.244.184', '155.97.15.127', '155.101.46.47', '155.97.14.29', '24.10.206.144', '155.100.79.44', '155.101.106.66', '76.23.44.57', '67.177.38.242', '155.97.15.207', '155.97.14.72', '168.103.181.185', '206.126.163.20', '67.182.246.101', '155.97.15.146', '67.186.241.44', '155.97.15.151', '155.97.15.153', '155.97.16.45', '155.97.15.188', '155.97.14.26', '24.10.185.232', '155.97.235.84', '155.101.46.59', '67.161.246.65', '155.101.71.124'}]"
18,2007-03-24,2007-03-25,-112.00233332316081,41.27730051676432,6,"[{'67.182.211.19', '24.2.106.221', '67.186.218.220', '67.182.210.160', '67.182.254.199', '71.199.58.147'}]"
19,2007-02-28,2007-03-01,-76.26473412146935,36.87181502122145,7,"[{'128.82.253.178', '199.111.125.71'}]"
20,2007-04-04,2007-06-28,-86.91470336914062,40.42509841918945,21,"[{'128.211.252.95', '128.46.209.52', '128.46.209.96', '128.210.192.8', '128.46.209.95'}
 {'128.46.94.95', '128.46.94.88', '128.46.94.85', '128.46.123.205', '128.211.171.219'}
 {'128.210.67.234', '128.46.94.110', '128.46.94.87', '128.46.94.92', '128.210.189.217'}
 {'128.210.67.234', '128.46.94.88', '128.46.94.110', '128.46.94.234', '128.46.209.93', '128.210.189.80', '128.46.94.82', '128.46.94.87', '128.46.209.56', '128.46.94.92', '128.46.137.108', '128.46.94.94', '128.46.94.236'}
 {'128.46.156.243', '128.210.189.80', '128.46.209.95', '128.46.209.56'}
 {'128.46.209.194', '128.210.189.194', '128.46.209.56', '128.46.137.108', '128.46.209.95', '128.46.207.242', '128.210.189.80'}]"
21,2007-03-04,2007-03-10,-86.91470336914062,40.42509841918945,17,"[{'128.211.178.52', '128.211.200.120', '128.46.209.64', '128.46.96.131', '128.46.94.89', '128.46.136.87', '128.46.221.215', '128.46.94.231', '128.211.249.95', '128.211.179.124', '128.46.221.12', '128.211.252.202', '128.46.209.33', '128.210.40.181', '128.211.252.41', '128.46.209.192', '128.46.221.229', '128.46.156.239', '128.46.96.120'}]"
22,2007-02-04,2007-02-27,-80.3320642793623,37.1880928228848,15,"[{'198.82.22.139', '198.82.79.69', '71.254.68.48', '128.173.35.144', '71.171.11.60', '198.82.82.176', '128.173.39.3', '198.82.82.83', '198.82.18.20', '198.82.18.12'}
 {'198.82.20.149', '128.173.35.170', '198.82.82.83', '198.82.16.219', '198.82.18.20', '198.82.82.142', '198.82.21.76', '71.254.79.241', '198.82.16.186', '198.82.82.176', '128.173.50.187', '198.82.16.190'}]"
23,2007-02-06,2007-02-27,-97.8219985961914,37.750999450683594,10,"[{'204.111.161.49', '72.66.221.13', '204.111.140.124', '72.66.218.202', '204.111.162.17', '204.111.161.86', '204.111.155.28'}
 {'204.111.161.49', '72.66.221.13', '204.111.146.22', '204.111.161.86', '204.111.155.28'}]"
