,track
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,2
84,2
85,2
86,2
87,2
88,2
89,2
90,2
91,2
92,2
93,3
94,6
95,7
96,10
97,76
98,203
99,232
100,270
101,273
102,276
103,277
104,285
105,317
106,345
107,347
108,350
109,627
110,675
111,691
112,577
113,545
114,533
115,533
116,610
117,743
118,772
119,727
120,734
121,1036
122,1213
123,1013
124,894
125,878
126,903
127,899
128,911
129,1056
130,1061
131,956
132,895
133,939
134,1120
135,914
136,784
137,684
138,673
139,644
140,688
141,763
142,793
143,765
144,627
145,771
146,868
147,892
148,692
149,610
150,587
151,583
152,608
153,824
154,813
155,757
156,698
157,813
158,973
159,931
160,740
161,714
162,726
163,727
164,751
165,936
166,937
167,885
168,749
169,867
170,950
171,868
172,707
173,672
174,666
175,638
176,666
177,879
178,905
179,797
180,686
181,815
182,903
183,992
184,823
185,810
186,815
187,808
188,837
189,1059
190,1077
191,901
192,813
193,853
194,1001
195,1002
196,819
197,749
198,730
199,754
200,806
201,1075
202,1126
203,1023
