,year_month,simtotal_track,clustered_track,clustered_m_track,clustered_x_track,clustered_mx_track,self_identified_track,self_track,researcher_track,self_study_day_1_users_date_track,self_study_day_2_7_users_date_track,self_study_day_8_30_users_date_track,self_study_day_31_90_users_date_track,self_study_day_91_180_users_date_track,self_study_day_181_365_users_date_track,self_study_years_users_date_track,all_researchers,clustered_track_per,self_identified_track_per,researcher_track_per,self_track_per,all_researchers_per
30,2002-07-01,394,15,7,3,5,0,352,38,62,15,17,50,21,14,54,38,3.7037037037037033,0.0,9.382716049382717,86.91358024691358,9.382716049382717
31,2002-08-01,404,16,8,3,5,0,361,38,70,15,19,51,22,16,54,38,3.8554216867469884,0.0,9.156626506024097,86.98795180722891,9.156626506024097
32,2002-09-01,445,17,8,4,5,0,400,39,77,17,22,58,31,16,63,39,3.7280701754385963,0.0,8.552631578947368,87.71929824561403,8.552631578947368
33,2002-10-01,485,17,9,3,5,0,438,43,86,19,25,73,37,20,72,43,3.413654618473896,0.0,8.634538152610443,87.95180722891565,8.634538152610443
34,2002-11-01,503,19,10,3,6,0,450,48,100,19,25,77,38,23,72,48,3.67504835589942,0.0,9.284332688588009,87.04061895551257,9.284332688588009
35,2002-12-01,480,18,9,3,6,0,425,50,108,20,27,76,39,25,74,50,3.6511156186612577,0.0,10.141987829614605,86.20689655172413,10.141987829614605
36,2003-01-01,457,17,8,4,5,0,401,50,121,20,28,76,38,25,79,50,3.632478632478633,0.0,10.683760683760683,85.68376068376068,10.683760683760683
37,2003-02-01,478,18,9,4,5,0,417,55,124,20,26,84,40,28,80,55,3.6734693877551026,0.0,11.224489795918368,85.10204081632654,11.224489795918368
38,2003-03-01,834,23,9,5,9,1,763,60,143,19,31,330,43,47,128,61,2.715466351829988,0.11806375442739078,7.083825265643448,90.08264462809917,7.201889020070838
39,2003-04-01,853,24,9,6,9,1,783,58,149,24,27,339,43,49,130,59,2.771362586605081,0.11547344110854503,6.697459584295612,90.41570438799076,6.812933025404157
40,2003-05-01,825,27,10,8,9,1,752,61,155,23,37,303,32,51,129,62,3.2104637336504163,0.11890606420927466,7.253269916765754,89.41736028537456,7.37217598097503
41,2003-06-01,847,25,8,8,9,1,774,60,161,26,41,309,28,55,131,61,2.9069767441860463,0.11627906976744186,6.976744186046512,90.0,7.093023255813953
42,2003-07-01,856,25,8,8,9,1,782,61,158,28,41,311,28,55,137,62,2.8768699654775602,0.11507479861910241,7.019562715765247,89.98849252013808,7.13463751438435
43,2003-08-01,860,23,6,8,9,1,789,59,157,30,43,310,28,55,141,60,2.637614678899083,0.11467889908256881,6.76605504587156,90.48165137614679,6.8807339449541285
44,2003-09-01,973,24,6,9,9,1,899,61,165,30,41,325,80,71,158,62,2.4365482233502536,0.10152284263959391,6.192893401015229,91.26903553299492,6.2944162436548226
45,2003-10-01,1012,24,6,9,9,1,937,62,163,31,42,338,92,73,168,63,2.34375,0.09765625,6.0546875,91.50390625,6.15234375
46,2003-11-01,1020,25,6,9,10,1,947,60,153,31,42,346,92,74,176,61,2.420135527589545,0.0968054211035818,5.808325266214908,91.67473378509197,5.90513068731849
47,2003-12-01,1032,25,6,9,10,1,957,62,152,37,47,348,91,72,176,63,2.3923444976076556,0.09569377990430622,5.9330143540669855,91.57894736842105,6.028708133971292
48,2004-01-01,982,25,6,9,10,1,908,61,144,39,44,331,83,66,169,62,2.512562814070352,0.10050251256281408,6.130653266331659,91.25628140703517,6.231155778894473
49,2004-02-01,987,25,6,9,10,1,911,63,144,39,47,331,83,68,168,64,2.5,0.1,6.3,91.10000000000001,6.4
50,2004-03-01,1009,28,6,12,10,1,931,64,140,38,44,346,81,73,179,65,2.734375,0.09765625,6.25,90.91796875,6.34765625
51,2004-04-01,1071,28,5,12,11,1,993,64,186,45,43,343,81,77,184,65,2.578268876611418,0.09208103130755065,5.893186003683241,91.4364640883978,5.985267034990792
52,2004-05-01,1054,27,5,13,9,1,979,61,216,55,43,285,80,77,185,62,2.528089887640449,0.09363295880149813,5.711610486891386,91.66666666666666,5.805243445692884
53,2004-06-01,818,27,6,13,8,1,743,62,213,53,32,81,79,75,175,63,3.241296518607443,0.12004801920768307,7.44297719087635,89.19567827130852,7.563025210084033
54,2004-07-01,857,28,7,13,8,1,778,66,226,73,35,73,78,79,179,67,3.2073310423825885,0.11454753722794961,7.560137457044673,89.1179839633448,7.674684994272623
55,2004-08-01,857,28,7,13,8,1,779,65,230,73,35,73,78,77,179,66,3.2073310423825885,0.11454753722794961,7.445589919816724,89.23253150057275,7.560137457044673
56,2004-09-01,997,32,7,16,9,1,916,66,242,74,37,101,128,82,220,67,3.152709359605911,0.09852216748768472,6.502463054187192,90.2463054187192,6.600985221674876
57,2004-10-01,1038,35,9,18,8,1,952,69,251,75,41,110,131,79,234,70,3.3112582781456954,0.0946073793755913,6.5279091769157995,90.06622516556291,6.622516556291391
58,2004-11-01,1086,38,10,20,8,1,992,76,266,79,43,108,132,85,249,77,3.4327009936766033,0.09033423667570009,6.865401987353207,89.61156278229448,6.9557362240289065
59,2004-12-01,1083,37,10,19,8,1,993,73,273,77,44,99,133,81,252,74,3.3514492753623193,0.09057971014492754,6.61231884057971,89.94565217391305,6.702898550724639
60,2005-01-01,1007,41,12,21,8,1,908,80,293,78,40,74,74,69,250,81,3.9805825242718447,0.0970873786407767,7.766990291262135,88.15533980582524,7.864077669902912
61,2005-02-01,1090,49,15,23,11,1,976,90,298,81,44,97,80,73,268,91,4.390681003584229,0.08960573476702509,8.064516129032258,87.45519713261649,8.154121863799284
62,2005-03-01,1154,54,17,25,12,1,1033,93,306,82,44,125,78,79,281,94,4.5723962743437765,0.0846740050804403,7.8746824724809485,87.46824724809483,7.959356477561388
63,2005-04-01,1103,56,17,27,12,1,978,98,279,73,40,132,78,69,267,99,4.942630185348632,0.088261253309797,8.649602824360105,86.31950573698145,8.737864077669903
64,2005-05-01,1068,56,18,26,12,1,941,100,255,71,49,120,80,73,257,101,5.100182149362477,0.09107468123861566,9.107468123861565,85.70127504553734,9.198542805100182
65,2005-06-01,1080,58,17,28,13,1,951,99,258,69,52,123,79,73,263,100,5.229936880072137,0.09017132551848511,8.926961226330027,85.75293056807935,9.017132551848512
66,2005-07-01,1104,61,17,29,15,1,974,100,272,55,57,126,80,73,275,101,5.369718309859155,0.08802816901408451,8.80281690140845,85.73943661971832,8.890845070422536
67,2005-08-01,1191,63,19,28,16,1,1052,108,311,72,62,127,81,72,287,109,5.147058823529411,0.08169934640522876,8.823529411764707,85.94771241830065,8.905228758169935
68,2005-09-01,1300,73,23,31,19,2,1144,118,336,72,65,145,88,78,313,120,5.459985041136874,0.14958863126402394,8.825729244577413,85.56469708302168,8.975317875841435
