,track
0,0
1,0
2,0
3,0
4,0
5,0
6,1
7,1
8,1
9,1
10,1
11,1
12,1
13,1
14,1
15,1
16,1
17,1
18,1
19,1
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
85,1
86,4
87,5
88,8
89,9
90,12
91,14
92,16
93,20
94,21
95,23
96,26
97,31
98,41
99,50
100,62
101,67
102,69
103,72
104,75
105,80
106,82
107,90
108,90
109,93
110,94
111,101
112,117
113,120
114,122
115,126
116,135
117,156
118,158
119,149
120,149
121,166
122,179
123,184
124,197
125,204
126,209
127,203
128,209
129,231
130,232
131,226
132,217
133,219
134,243
135,254
136,252
137,262
138,268
139,257
140,268
141,291
142,300
143,285
144,272
145,289
146,299
147,308
148,325
149,324
150,326
151,325
152,323
153,342
154,333
155,324
156,299
157,305
158,309
159,318
160,288
161,290
162,296
163,285
164,304
165,329
166,311
167,295
168,272
169,289
170,309
171,303
172,292
173,298
174,290
175,282
176,291
177,324
178,341
179,332
180,323
181,324
182,342
183,352
184,359
185,344
186,340
187,336
188,365
189,455
190,468
191,459
192,451
193,464
194,476
195,488
196,486
197,474
198,474
199,603
200,634
201,674
202,681
203,699
204,677
205,677
206,706
207,706
208,637
209,658
210,657
211,695
212,734
213,766
214,794
215,783
216,751
217,728
218,660
219,620
220,595
221,589
222,590
223,648
224,667
225,673
226,693
227,671
228,620
229,624
230,621
231,593
232,586
233,583
234,582
235,580
236,585
237,601
238,617
239,587
