,track
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,1
11,1
12,1
13,4
14,6
15,6
16,7
17,7
18,7
19,7
20,7
21,9
22,9
23,8
24,8
25,22
26,23
27,22
28,20
29,20
30,21
31,22
32,31
33,37
34,38
35,39
36,38
37,40
38,43
39,43
40,32
41,28
42,28
43,28
44,80
45,92
46,92
47,91
48,83
49,83
50,81
51,81
52,80
53,79
54,78
55,78
56,128
57,131
58,132
59,133
60,74
61,80
62,78
63,78
64,80
65,79
66,80
67,81
68,88
69,87
70,95
71,109
72,65
73,69
74,70
75,75
76,78
77,83
78,95
79,100
80,150
81,159
82,177
83,188
84,195
85,254
86,258
87,265
88,254
89,259
90,258
91,265
92,270
93,270
94,268
95,261
96,234
97,230
98,222
99,209
100,151
101,142
102,128
103,128
104,133
105,135
106,136
107,134
