,track
0,0
1,0
2,2
3,3
4,4
5,4
6,5
7,5
8,5
9,5
10,5
11,5
12,5
13,5
14,4
15,4
16,3
17,3
18,2
19,1
20,1
21,2
22,2
23,2
24,1
25,1
26,1
27,1
28,1
29,1
30,1
31,1
32,1
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,1
89,1
90,1
91,1
92,1
93,1
94,1
95,1
96,1
97,67
98,159
99,182
100,256
101,269
102,278
103,328
104,332
105,366
106,392
107,436
108,494
109,472
110,418
111,470
112,455
113,453
114,460
115,421
116,427
117,428
118,454
119,522
120,502
121,542
122,589
123,610
124,602
125,687
126,700
127,732
128,737
129,774
130,780
131,833
132,826
133,804
134,862
135,850
136,956
137,927
138,992
139,989
140,996
141,995
142,1065
143,1091
