,track
0,0
1,0
2,7
3,8
4,8
5,8
6,8
7,8
8,8
9,8
10,8
11,9
12,9
13,12
14,13
15,12
16,10
17,7
18,7
19,7
20,8
21,7
22,7
23,8
24,8
25,10
26,12
27,14
28,13
29,15
30,17
31,19
32,22
33,25
34,25
35,27
36,28
37,26
38,31
39,27
40,37
41,41
42,41
43,43
44,41
45,42
46,42
47,47
48,44
49,47
50,44
51,43
52,43
53,32
54,35
55,35
56,37
57,41
58,43
59,44
60,40
61,44
62,44
63,40
64,49
65,52
66,57
67,62
68,65
69,61
70,69
71,70
72,71
73,80
74,134
75,188
76,202
77,208
78,219
79,217
80,241
81,250
82,478
83,491
84,497
85,529
86,579
87,553
88,547
89,554
90,558
91,585
92,591
93,613
94,527
95,490
96,485
97,484
98,439
99,381
100,365
101,348
102,343
103,311
104,303
105,281
106,273
107,188
