,track
0,0
1,0
2,2
3,2
4,2
5,2
6,2
7,2
8,3
9,4
10,5
11,5
12,5
13,6
14,7
15,8
16,9
17,9
18,10
19,10
20,11
21,18
22,19
23,20
24,21
25,24
26,45
27,50
28,49
29,49
30,50
31,51
32,58
33,73
34,77
35,76
36,76
37,84
38,330
39,339
40,303
41,309
42,311
43,310
44,325
45,338
46,346
47,348
48,331
49,331
50,346
51,343
52,285
53,81
54,73
55,73
56,101
57,110
58,108
59,99
60,74
61,97
62,125
63,132
64,120
65,123
66,126
67,127
68,145
69,158
70,179
71,157
72,143
73,149
74,207
75,198
76,191
77,203
78,213
79,213
80,237
81,244
82,249
83,235
84,224
85,461
86,551
87,601
88,580
89,577
90,558
91,555
92,564
93,604
94,604
95,605
