,track
0,0
1,0
2,2
3,2
4,2
5,2
6,2
7,2
8,2
9,2
10,2
11,2
12,2
13,2
14,2
15,2
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,286
98,336
99,368
100,429
101,447
102,447
103,456
104,460
105,466
106,707
107,728
108,730
109,772
110,536
111,527
112,505
113,460
114,460
115,496
116,501
117,529
118,670
119,531
120,527
121,598
122,606
123,594
124,565
125,576
126,570
127,527
128,529
129,522
130,733
131,558
132,570
133,597
134,811
135,786
136,818
137,826
138,807
139,817
140,824
141,868
142,1062
143,902
144,869
145,1154
146,1178
147,996
148,987
149,982
150,983
151,1010
152,1016
153,1082
154,1052
155,1008
156,983
157,1025
158,950
159,962
160,920
161,926
162,927
163,928
164,959
165,1005
166,1018
167,1002
168,1002
169,1047
170,1104
171,1098
172,1081
173,1067
174,1055
175,1011
176,1014
177,1012
178,984
179,872
180,822
181,859
182,615
183,621
184,566
185,544
186,563
187,589
188,614
189,703
190,671
191,768
192,726
193,814
194,857
195,865
196,885
197,888
198,882
199,885
200,979
201,1080
202,1088
203,1135
204,1067
205,1112
206,1094
207,1167
208,1170
209,1171
210,1160
211,1176
212,1256
213,1191
214,1138
215,1148
216,1075
217,1158
218,1095
219,1055
220,1074
221,1035
222,1035
223,1142
224,1172
225,1119
226,1251
227,1303
228,1257
229,1378
230,1360
231,1402
232,1473
233,1426
234,1448
235,1343
236,1349
237,1362
238,1320
239,1266
