toolname,class_id
0,0
1,1
2,1
8,2
3,2
4,2
0,3
1,4
1,5
2,5
3,5
4,5
6,5
11,5
16,5
19,5
4,6
5,7
2,8
6,8
7,8
8,8
14,8
8,9
2,9
9,10
10,11
12,12
13,13
15,14
17,15
18,16
3,17
20,17
13,17
0,18
1,18
2,18
4,18
7,18
9,18
10,18
0,19
0,20
1,20
2,20
0,21
1,21
2,21
4,21
7,21
2,22
3,22
6,22
0,23
1,24
2,25
0,26
1,27
2,28
2,29
3,29
4,30
5,31
7,31
1,32
6,32
8,33
10,33
18,33
22,33
24,33
25,33
9,34
2,34
1,34
7,34
11,35
4,35
12,36
13,37
14,38
15,38
16,39
17,40
19,41
20,42
21,43
23,44
0,45
7,45
1,46
0,47
1,48
2,48
7,48
8,48
13,48
0,49
1,49
3,49
6,49
11,49
5,50
0,51
1,51
2,51
5,51
0,52
3,52
0,53
1,54
0,55
1,56
2,57
3,58
4,59
0,60
1,60
0,61
1,61
3,61
2,62
0,63
4,63
0,64
2,64
3,65
5,66
4,67
6,67
8,68
1,68
0,69
1,69
0,70
0,71
0,72
1,73
2,74
0,75
1,75
0,76
0,77
2,77
0,78
0,79
1,79
3,79
4,80
1,81
2,81
4,81
5,81
6,81
9,81
0,82
1,82
5,82
6,82
9,82
1,83
6,83
7,83
8,84
3,84
6,84
0,85
0,86
1,87
3,88
0,89
5,89
6,90
7,91
0,92
1,92
2,92
3,92
7,92
9,92
0,93
1,94
0,95
1,96
0,97
8,98
0,99
1,99
4,99
0,100
1,100
4,100
0,101
0,102
0,103
4,104
5,104
1,105
2,105
2,106
3,106
4,107
5,107
5,108
7,108
9,109
10,110
3,111
12,111
6,111
7,112
8,113
0,114
0,115
0,116
1,116
0,117
1,118
2,119
3,120
4,121
6,121
5,122
8,123
9,124
10,125
0,126
1,127
2,128
3,129
4,130
3,131
0,132
2,133
0,134
1,134
2,134
3,134
4,134
5,134
6,134
0,135
0,136
0,137
1,138
5,138
2,139
3,140
4,140
0,141
1,142
0,143
1,143
0,144
1,145
1,146
2,147
5,148
9,149
10,149
12,150
14,151
15,152
16,153
1,154
0,155
2,156
1,157
5,158
0,159
3,160
5,161
8,162
0,163
0,164
1,165
1,166
3,166
2,167
0,168
1,168
0,169
1,170
11,170
12,170
2,171
4,171
7,171
10,171
13,171
14,171
9,172
3,172
15,172
5,173
6,174
8,175
