user,class_id,parti_rate
cnbalder,0,1.0
aramac13,0,1.0
agangopa,0,1.0
dgene,0,1.0
ferry,0,1.0
gijsv,1,0.3333333333333333
roryvang299,1,0.3333333333333333
gberk2016,1,0.6666666666666666
firielnxd,1,0.3333333333333333
jiangy1,1,1.0
justin.tan,1,0.6666666666666666
stella.s01,1,0.3333333333333333
chrislew14,1,1.0
mmatsuoka899,1,0.6666666666666666
sobriquet,1,0.6666666666666666
simrobson,1,1.0
mrcogito,1,0.3333333333333333
htsunimelb,1,0.6666666666666666
hmelia,1,0.6666666666666666
jeffreym,1,0.3333333333333333
sanjanadas.nitdgp,2,0.5
abera,2,0.75
stoutr1,2,0.5
prador,2,0.75
lgcrotea,2,0.5
nikitawanjale3010,2,0.5
fchico24,2,0.75
tlatoani80,2,0.5
papandr2,2,0.5
darkcharade,2,0.5
sony702,2,0.5
buia2,2,0.5
garci325,2,0.75
ksegler,2,0.75
ebuenk,2,0.75
behdad,2,0.75
eeprofessor,2,1.0
vdipuccio,2,0.5
crhicks,2,0.5
nguyec3,2,0.75
silics,2,1.0
aldanaa5,2,0.25
ml736305773763,2,0.5
that1russia,2,0.5
gutie284,2,0.75
papandr1,2,0.5
kdeignan2,2,1.0
nikitawanjale,2,0.5
schowdhury,3,1.0
mhagag,3,1.0
qzmdtc1993,3,1.0
pakd,3,1.0
heybste718,3,1.0
high_sky_up,4,1.0
sgu201201176,4,1.0
taehojung,4,1.0
sgu20121526,4,1.0
claritas,4,1.0
sgu20121476,4,1.0
bbbty6064,5,0.09090909090909091
box1916,5,0.18181818181818182
sgu20121442,5,0.18181818181818182
gksmfdlekt90,5,0.09090909090909091
sgu20111493,5,0.2727272727272727
k910716kim,5,0.36363636363636365
ardorhee,5,0.09090909090909091
sgu20121546,5,0.36363636363636365
sicpan12,5,0.18181818181818182
sgu20121514,5,0.18181818181818182
lsh0307,5,0.2727272727272727
kym1122,5,0.2727272727272727
dogp27,5,0.45454545454545453
sgu20111577,5,0.45454545454545453
jwh0114,5,0.2727272727272727
qkrwhdgkr,5,0.18181818181818182
bonghyuk,5,0.2727272727272727
rhwnstjd,5,0.09090909090909091
sgu20121484,5,0.2727272727272727
sgu20102047,5,0.36363636363636365
sgug20160008,5,0.2727272727272727
sgu20121481,5,0.18181818181818182
oyj95,5,0.18181818181818182
mong929,5,0.09090909090909091
dksquddhr123,5,0.09090909090909091
qkdgywp,5,0.36363636363636365
mlg6060,5,0.09090909090909091
mrlee,5,0.18181818181818182
hhnn1229,5,0.18181818181818182
tjrwodl2000,5,0.18181818181818182
sgu20121465,5,0.36363636363636365
bluegil92,5,0.18181818181818182
rnfnqnfn,5,0.5454545454545454
vocasuki,5,0.09090909090909091
dnlwd09,5,0.18181818181818182
whj1130,5,0.36363636363636365
gohny0115,5,0.18181818181818182
tksfoqlt,5,0.18181818181818182
sgu20121469,5,0.2727272727272727
vngkgkrhdwn,5,0.09090909090909091
lkm9200,5,0.18181818181818182
skzl34,5,0.5454545454545454
sogang1536,5,0.09090909090909091
m109a6,5,0.18181818181818182
sgu20111505,5,0.36363636363636365
sgu20121468,5,0.18181818181818182
lilydh511,5,0.2727272727272727
dudxo9273,5,0.2727272727272727
tmdrms34,5,0.09090909090909091
ghdud0351,5,0.18181818181818182
noon486,5,0.09090909090909091
sgu20121451,5,0.36363636363636365
sgu20121526,5,0.36363636363636365
krleesd92,5,0.6363636363636364
guheak92,5,0.18181818181818182
vhwkd308,5,0.5454545454545454
jdh940130,5,0.09090909090909091
jung0hun,5,0.09090909090909091
cyc2490,5,0.18181818181818182
sgu20121541,5,0.36363636363636365
sgu20141447,5,0.2727272727272727
dlrjswo,5,0.18181818181818182
gugusj,5,0.36363636363636365
mygime92,5,0.2727272727272727
sgu20101584,5,0.09090909090909091
silver457,5,0.09090909090909091
sgu20121517,5,0.2727272727272727
noon48,5,0.09090909090909091
shoho214,5,0.18181818181818182
sgu20141426,5,0.36363636363636365
wjdgns22222,5,0.18181818181818182
sgu20141482,5,0.36363636363636365
jangsungin,5,0.09090909090909091
akstn34,5,0.18181818181818182
sgu20121540,5,0.36363636363636365
pisces9231,5,0.36363636363636365
taehojung,5,0.09090909090909091
rnlgur9192,5,0.09090909090909091
sks911017,5,0.18181818181818182
dongjin225,5,0.36363636363636365
rarami55,5,0.18181818181818182
injahgi,5,0.2727272727272727
brewnac,5,0.09090909090909091
parkchanwoo7,5,0.09090909090909091
yhw910,5,0.09090909090909091
whq456,5,0.18181818181818182
sosn1211,5,0.09090909090909091
jylee432,5,0.18181818181818182
high_sky_up,5,0.18181818181818182
kigg1124,5,0.18181818181818182
drog0311,5,0.18181818181818182
kdj406,5,0.2727272727272727
lswchs522,5,0.18181818181818182
aaa4199,5,0.09090909090909091
