toolname,class_id
0,0
1,0
4,0
9,1
2,1
1,1
0,2
1,3
2,4
3,5
33,6
35,6
4,6
5,6
6,6
7,6
9,6
21,6
24,6
26,6
31,6
18,7
6,7
8,8
34,9
4,9
9,9
10,9
13,9
16,9
22,9
23,9
27,9
0,10
11,10
4,10
12,11
20,11
14,11
15,12
17,13
19,13
25,14
28,15
32,16
13,16
36,16
29,16
30,17
37,18
0,19
4,19
38,19
6,19
15,19
21,19
24,19
0,20
1,20
2,20
3,20
10,20
13,20
18,20
0,21
1,21
2,21
3,21
4,21
5,21
6,21
7,21
0,22
0,23
0,24
2,24
1,25
3,25
2,26
1,27
4,27
5,28
6,29
7,30
8,31
0,31
1,31
6,31
9,32
10,33
19,33
21,33
23,33
24,33
11,34
1,35
12,35
13,35
17,36
10,36
14,36
7,36
5,37
15,37
16,38
8,38
18,39
20,40
22,40
0,41
1,41
2,41
8,42
1,42
2,42
2,43
1,44
2,44
3,44
5,44
6,44
7,44
8,44
17,44
23,44
4,45
5,45
0,46
1,47
3,48
0,49
2,49
0,50
1,50
3,50
4,50
5,50
11,50
17,50
2,51
8,52
6,52
7,53
0,54
4,54
5,54
6,54
0,55
0,56
1,56
1,57
2,58
3,59
0,60
2,60
3,60
4,60
3,61
5,61
5,62
6,62
7,63
0,64
1,64
0,65
1,65
0,66
1,67
0,68
2,68
7,68
0,69
3,69
4,70
7,70
1,71
3,71
5,71
8,71
15,71
6,72
10,73
12,74
15,74
0,75
2,75
4,75
13,75
0,76
1,76
2,76
3,76
13,76
14,76
18,76
16,77
19,78
20,79
0,80
0,81
2,82
0,83
2,83
14,83
0,84
4,84
5,84
0,85
0,86
1,86
2,86
3,86
5,86
0,87
1,88
3,88
0,89
2,89
3,89
4,89
4,90
0,91
1,92
0,93
1,94
2,95
3,96
4,97
5,98
8,99
9,99
6,99
11,100
12,101
14,101
0,102
1,102
0,103
1,103
2,103
0,104
2,104
3,104
4,104
7,104
4,105
5,106
6,107
7,108
8,109
0,110
2,111
3,112
6,112
4,113
0,114
0,115
6,116
7,117
9,118
10,118
11,119
5,119
12,120
0,121
2,121
1,122
2,122
3,123
5,123
7,123
4,124
7,125
9,126
6,126
10,127
11,128
6,128
7,128
0,129
3,130
3,131
4,131
1,132
5,132
3,133
0,134
1,135
0,136
1,136
0,137
1,138
0,139
0,140
1,140
0,141
1,142
2,143
3,144
0,145
0,146
0,147
1,148
2,149
3,149
4,150
0,151
1,151
8,152
4,152
9,153
10,154
11,155
12,156
13,157
14,157
16,158
19,159
20,160
21,161
22,162
0,163
1,164
0,165
1,166
2,167
4,168
5,169
8,170
7,170
1,171
5,172
6,172
0,173
1,173
1,174
4,174
6,175
7,176
0,177
0,178
0,179
0,180
0,181
8,181
11,181
2,182
3,183
9,184
5,184
7,185
0,186
12,186
0,187
1,187
2,187
0,188
1,189
2,189
3,189
0,190
0,191
1,191
2,191
3,191
4,191
5,191
6,192
