toolname,class_id
0,0
1,0
4,0
0,1
0,2
1,2
2,2
7,2
0,3
1,3
2,3
0,4
3,4
0,5
2,5
3,5
4,5
5,5
8,5
13,5
4,6
6,6
44,6
17,6
26,6
30,6
3,7
27,7
7,7
8,8
0,8
48,8
9,8
9,9
10,10
5,10
22,10
11,11
12,12
3,13
5,13
40,13
43,13
45,13
13,13
16,13
28,13
14,14
8,15
15,15
16,16
19,16
11,16
31,16
17,17
21,17
18,18
10,18
36,18
34,19
19,19
35,20
20,20
23,21
24,22
25,23
18,23
29,24
32,25
33,26
11,26
37,27
38,28
39,29
1,30
41,30
46,30
47,30
49,30
42,31
0,32
0,33
1,33
0,34
1,34
0,35
2,35
3,35
0,36
1,37
2,38
3,39
4,40
0,41
4,41
1,42
0,43
2,43
3,44
4,45
6,45
0,46
1,46
2,46
3,46
2,47
9,47
10,47
12,47
13,47
16,47
9,48
10,48
3,48
13,48
1,49
2,50
0,51
1,51
0,52
1,52
2,52
8,52
11,52
14,52
0,53
1,53
9,53
15,53
17,53
1,54
2,54
3,55
4,56
7,57
0,58
1,58
2,58
3,58
4,58
5,58
7,58
0,59
0,60
1,61
0,62
5,62
1,63
0,64
1,64
2,64
4,64
3,65
10,66
3,66
4,66
5,66
11,67
6,67
4,68
7,68
8,69
9,70
2,70
1,70
6,70
12,71
4,71
7,71
14,72
15,73
1,74
2,75
0,76
3,76
1,77
2,78
4,78
5,79
6,80
0,81
0,82
1,82
1,83
0,84
0,85
1,85
12,85
21,85
2,86
0,87
1,87
2,87
3,87
4,87
5,87
6,87
7,87
8,87
9,87
10,87
11,87
12,87
13,87
15,87
18,87
20,87
24,87
26,87
1,88
3,88
2,89
5,89
4,90
7,90
6,91
9,92
10,93
14,93
12,94
13,95
15,96
16,97
17,97
4,97
0,97
18,98
0,99
0,100
1,101
0,102
1,103
2,103
3,103
0,104
0,105
7,105
10,105
12,105
23,105
25,105
27,105
1,106
9,107
16,108
1,108
10,108
9,108
19,109
22,109
21,110
0,111
1,112
0,113
0,114
1,114
3,115
4,116
5,117
13,118
6,118
7,119
8,120
10,121
11,122
2,123
0,124
1,124
2,124
0,125
1,126
1,127
2,127
3,127
6,127
5,128
6,129
7,129
8,130
7,130
8,131
0,132
0,133
1,133
1,134
3,134
4,134
0,135
1,135
5,135
6,136
11,137
13,137
4,138
5,139
6,140
7,141
8,142
11,143
2,144
3,145
12,146
14,147
16,148
17,149
0,150
0,151
1,151
2,152
0,153
1,153
1,154
0,155
4,156
0,157
5,157
0,158
0,159
1,159
2,159
3,159
4,159
0,160
0,161
1,161
0,162
1,163
0,164
1,165
2,166
0,167
1,168
2,169
3,170
4,171
5,171
6,172
7,173
3,174
4,175
0,176
1,177
0,178
1,178
2,178
1,179
3,179
0,180
8,180
4,180
2,181
3,182
4,183
12,183
6,184
14,185
7,185
17,186
12,186
14,187
15,188
19,189
20,190
22,191
23,192
24,193
25,194
26,195
0,196
1,197
2,198
5,198
7,199
9,200
10,201
11,202
13,203
15,204
16,205
18,206
22,207
23,208
24,209
25,210
0,211
0,212
1,212
2,213
0,214
1,215
3,216
2,217
0,218
1,219
0,220
1,220
4,221
0,222
5,222
3,223
6,223
4,224
0,225
1,226
2,227
3,228
4,229
5,230
0,231
0,232
2,233
3,234
5,235
0,236
1,237
0,238
