tool,start,end,mean_lon,mean_lat,user_set,ip_set
9,2018-03-19,2018-03-23,105.0,46.0,"{'battulga9192', 'amraa061', 'davaanaa0101', 'boogii', 'davaanaa010101', 'bganaabganaa1998', 'bz_5657', 'nyamjantsan'}",{'119.40.99.2'}
10,2018-04-05,2018-04-06,-71.31015014648438,46.791001637776695,"{'karldavid', 'tommy.boilard', 'cathou09', 'chfor216', 'alex.tplante', 'keven.voyer.1'}","{'132.203.167.108', '132.203.169.107', '132.203.168.87', '76.67.139.180', '132.203.168.172', '132.203.167.178'}"
11,2018-04-10,2018-04-25,18.06015144145106,59.35512872182405,"{'weeei0514', 'bellmanz', 'luca.riccies', 'chraps', 'felicia', 'aledafers', 'kaihsinwen', 'taiki', 'donghu', 'ionsko', 'chuhang.jin', 'hbh841995', 'poggi', 'yingjunl', 'naveensundar', 'tangjiemu', 'alexmetreveli', 'alra', 'd.ramos.santesmases', 'zhehan666'}","{'130.229.150.228', '130.237.202.184', '85.228.25.41', '194.218.19.100', '130.229.150.135', '130.237.22.75', '130.229.175.95', '85.228.228.110', '84.216.227.212', '85.228.20.77', '130.229.180.236', '81.230.226.191', '130.229.135.87', '213.164.216.111', '84.217.197.193', '130.229.173.91', '130.229.164.184', '185.90.177.148', '130.237.20.212', '130.229.150.110', '85.228.22.68', '130.237.17.146', '130.237.49.208', '217.31.165.254', '130.229.139.67', '85.228.24.160', '46.59.16.208', '85.227.146.51', '85.228.19.22'}"
12,2018-04-11,2018-04-15,106.9177017211914,47.917301177978516,"{'bulganbatjargal', 'battulga9192', 'tornado_u', 'amraa061', 'ext2a96', 'davaanaa010101', 'ganguye', 'dulguun', 'n.batkaa'}","{'202.21.127.168', '112.72.11.117', '202.21.127.169', '202.9.40.249'}"
13,2018-04-13,2018-04-15,-84.0390193420049,39.778887167484804,"{'rtorzilli', 'sophiagschwalbe', 'crunk1005', 'bve5056', 'dabotop2', 'joelgearhart', 'rolesen'}","{'65.189.57.23', '8.36.53.23', '98.29.131.162', '172.2.135.32', '65.29.217.128', '74.140.206.227', '74.140.214.118'}"
14,2018-04-15,2018-04-22,-71.28591387152163,46.78917789131466,"{'edduc4', 'omarsm14', 'karldavid', 'larose.alex', 'gacou54', 'frbourassa', 'titanking231', 'alex.tplante', 'philou231', 'thierrylapointeleclerc2', 'marcelskra', 'mipoire', 'gacruz007', 'louis.balsan.1', 'tommy.boilard', 'xchartrand', 'gboudreau03', 'fredgauv', 'mique12'}","{'132.203.171.136', '173.179.41.187', '132.203.171.70', '132.203.168.80', '132.203.169.98', '132.203.169.184', '76.67.139.180', '132.203.170.138', '132.203.76.129', '132.203.171.205', '132.203.170.33', '132.203.170.255', '132.203.167.252', '132.203.169.118', '65.95.17.167', '132.203.169.139', '132.203.169.207', '132.203.168.87', '174.92.164.226', '132.203.169.4'}"
15,2018-04-15,2018-05-09,101.69993743276085,3.1525082208416446,"{'syahidahnasir', 'pu3_888', 'mohamadzulfikar88', 'dannrez', 'riduwan', 'qistinaa48', 'irdnarush', 'haziqhelmy98', 'wilsonl98', 'jasonloo97', 'zayedh', 'fbw27', 'kaisin_lee', 'zhenting98', 'khohck97', 'umar19200', 'auni0702', 'musyafa', 'atiqahazni', 'aaronstonegovin', 'omnia128', 'choongshengliang1997', 'andy23', 'athirahz', 'arcmalrz', 'arexya', 'julianaredzuan02', 'sharifah_fatmadiana', 'zaki.hakimi10', 'hariz_muz', 'mihrjeev', 'tokchinkuan', 'haziqhelmy3', 'vangurjeet', 'arifikmal97', 'amirulasyhraffazmi98', 'akmalkamaruzzaman', 'kelvinchanwh99', 'abubakarmughal92', 'hamizanhamdani5079', 'pizyo2011', 'shahidah722', 'khaier', 'thaqifharith22', 'kkkoo115', 'pym', 'hereisericlai', 'naziranat', 'kaiyuan', 'zayan1998', 'slapass321', 'rutbeer.991', 'arifikmal29031997', 'syahidaam', 'zayedh001', 'aymahmed13', 'csnaim75', 'luisyugen', 'ammarhilmi9815', 'hilmy114', 'wan_ezzat98', 'danialasyrafrahman', 'rajauwais98', 'ooitzepng', 'baldwenraj', 'asyrafjr', 'iwana20', 'chinaharveyum', 'asyrafwalkman', 'jiahui0323', 'karwaikhit1997', 'mrkedekut', 'akasyah123456', 'c1274995299', 'lukmanafif36', 'ooi_benjamin', 'taimoor5012', 'ftnndh13', 'nurfthah', 'ioncy1998', 'hazemzainal7'}","{'123.136.116.139', '175.138.208.206', '103.18.0.19', '123.136.112.241', '124.13.255.8', '175.137.70.59', '183.171.72.100', '103.18.0.34', '219.92.205.40', '123.136.116.232', '175.136.170.171', '103.18.0.18', '175.137.68.27', '42.191.119.47', '123.136.112.132', '103.18.0.17', '183.78.45.112', '123.136.107.182', '14.192.203.23', '103.18.0.50', '219.92.201.102', '103.18.0.16'}"
16,2018-04-21,2018-05-04,-117.90906911798938,33.875713164750124,"{'krupen3443', 'mahitha', 'surendhar', 'thyagugowdaa', 'luv8patel', 'mohammed_naveed', 'rucha_30', 'sagar5670', 'rohitlad93', 'aakanksha17', 'bhavigna1994', 'vikrant23', 'ppawar', 'mehtavarshil', 'vikram0420', 'snsayed06', 'suyashvardhansingh', '893580746sumana', 'shiwangi.p', 'saipranith257', 'asadullah2393', 'yubai', 'gitanshu_805702222', 'luvpatel8', 'sdnayak94', 'ashishgajalkar', 'durgasundaram', 'kushaljain', 'nishad1994', 'keerthih22', 'niharika12'}","{'98.148.187.64', '172.249.140.169', '98.148.179.176', '137.151.175.64', '98.148.185.65', '137.151.175.48', '137.151.22.27', '172.249.141.87', '98.148.187.100', '172.249.131.41', '98.148.185.29', '76.94.31.235', '76.95.2.79', '98.148.185.158', '137.151.175.16', '172.249.142.81', '98.148.179.245', '137.151.175.32', '137.151.175.1', '172.249.157.103', '172.249.158.203', '172.249.145.149', '76.95.4.122', '107.136.196.9', '172.249.152.16', '172.249.147.168', '172.249.132.187'}"
17,2018-04-24,2018-05-04,-88.208030857953,40.10489469397708,"{'vivo2', 'ajfrank3', 'pbehera2', 'adonofr2', 'cplant2', 'rfbruck2', 'mtschro3', 'ab20', 'syer2', 'zlevell2', 'zohair2', 'eugenep2', 'skomar4', 'harryf2', 'khuang47', 'mjee3', 'aneeshj2', 'xshan6', 'eehoneg2', 'enjucho2', 'kperozek2', 'mepaul2', 'jrgusta2', 'wtso2', 'tylerjj2', 'ychen388', 'liam.kenny96', 'kkim142', 'clin101', 'xxia10', 'janavic2', 'cisrael2', 'dylanb2', 'ahrtmnn2', 'jmdimnd2', 'tson3', 'sang5', 'xzhng125', 'ekisly2', 'allenxg2', 'treppa2', 'saphknight', 'jgallen3', 'rwlandi2', 'zchen208', 'neves2', 'nkrshnn2', 'atan14', 'elho2', 'bdguo2', 'willwheelera', 'emwisni2', 'shim35', 'mguagli2', 'zzhan151', 'masiewi2', 'mevtimo2', 'yjeong12', 'nycbside95', 'reishac2', 'tidate2', 'jlee742', 'conanlh2', 'cbott2', 'bpbaile2', 'sarahrp2', 'jsharma3'}","{'130.126.255.206', '76.10.1.71', '73.73.197.165', '130.126.255.22', '130.126.255.190', '130.126.255.15', '128.174.181.82', '130.126.255.137', '76.191.17.41', '130.126.255.212', '50.30.140.22', '130.126.215.150', '68.180.36.252', '98.228.49.80', '108.199.241.126', '130.126.255.241', '128.174.44.84', '192.241.60.113', '208.92.199.6', '98.212.150.106', '128.174.44.83', '128.174.181.74', '98.212.87.187', '130.126.255.158', '130.126.255.63', '76.191.26.154', '130.126.255.49', '68.234.168.23', '130.126.152.127', '98.226.112.241', '130.126.255.108', '69.246.243.100', '130.126.247.40', '130.126.247.32', '128.174.44.82', '173.230.99.194', '128.174.181.83', '98.212.150.140', '130.126.255.135', '130.126.247.54', '173.230.99.39', '192.241.63.81', '128.174.44.4', '98.212.157.111', '128.174.181.73', '98.228.49.45', '130.126.255.186', '130.126.255.123', '130.126.255.29', '130.126.255.220', '50.30.140.24', '128.174.181.77', '68.180.36.251', '130.126.255.14', '130.126.255.140', '130.126.255.86', '128.174.181.69', '66.253.130.28', '98.212.147.129', '130.126.255.133', '76.191.28.216', '128.174.181.70', '130.126.255.152', '104.145.127.232', '130.126.255.171'}"
18,2018-04-27,2018-05-01,-84.04308164325717,39.77474045556439,"{'sophiagschwalbe', 'crunk1005', 'bve5056', 'dabotop2', 'joelgearhart', 'rolesen'}","{'65.189.57.23', '8.36.53.23', '98.29.131.162', '172.2.135.32', '65.29.217.128'}"
19,2018-05-05,2018-05-05,-84.05184020996094,39.76644058227539,"{'crunk1005', 'dabotop2', 'roclammergeier', 'joelgearhart', 'rolesen'}","{'65.189.57.23', '8.36.53.23', '172.2.135.32', '98.29.131.162'}"
20,2018-05-12,2018-05-15,101.70259857177734,3.169800043106079,"{'choongshengliang1997', 'pizyo2011', 'luisyugen', 'shahidah722', 'kaiyuan', 'slapass321', 'amirulasyhraffazmi98', 'aqila118', 'akasyah123456', 'kaijun6541', 'umar19200', 'auni0702', 'musyafa'}","{'103.18.0.34', '103.18.0.50', '103.18.0.16'}"
0,2018-01-20,2018-01-23,-77.5,-2.0,"{'cristian17945', 'lema_fer999', 'kevinfvg1209', 'navi', 'ricardomoran40', 'andyvallejo', 'ivonnetoala', 'jenifferz', 'luismarin123'}",{'201.218.5.250'}
0,2018-05-22,2018-05-26,15.566699981689453,47.08330154418945,"{'feyer', 'seebac_m', 'spital_t', 'matthias_w', 'chrispi', 'reinli13', 'pirker_c', 'kzojer', 'dg053', 'fl0_pi', 'indium3arsenid', 'howland12', 'sambucus33', 'verenafritz', 'robert.koeberl', 'martin92', 'fratschko'}","{'129.27.161.57', '129.27.161.159', '129.27.161.167', '129.27.161.157', '129.27.161.156', '129.27.161.56', '129.27.161.166', '129.27.158.21', '129.27.228.252', '129.27.161.162', '129.27.161.163', '129.27.161.58', '129.27.161.160', '129.27.161.153', '129.27.161.168', '129.27.161.161', '129.27.161.22'}"
1,2018-06-13,2018-06-20,15.524586076754314,47.09746504675572,"{'feyer', 'seebac_m', 'spital_t', 'reinli13', 'wbodlo21', 'fl0_pi', 'chrisi588', 'indium3arsenid', 'howland12', 'vicarius', 'verenafritz', 'nikolaus.czepl', 'dg0530814'}","{'143.50.34.181', '129.27.161.158', '78.104.81.16', '213.33.83.201', '129.27.203.90', '62.46.175.126', '129.27.239.46', '84.114.113.19', '84.114.113.165', '84.115.140.152', '129.27.236.88', '129.27.158.47', '129.27.230.134', '129.27.225.133'}"
0,2018-01-23,2018-02-09,-82.36605448572215,29.66956265844911,"{'rachelpcollins', 'canishat', 'antural', 'dmanyaz', 't_mic1', 'ozzie4297', 'ehdavis1337', 'mattbuster', 'jlim3538', 'blueearth2000', 'cjdanner', 'zmesscher', 'kennyramos8', 'd.hamilton', 'nguyenbt', 'rjacobse7', 'klai1995', 'acharlot', 'justindiazuf', 'linglin', 'pengzhaozhu', 'zhonga4', 'juliettefr', 'jsourivongs', 'eugenesg1ddin', 'carolinagomez', 'scorchio36', 'nigel.a', 'veraest95', 'huapva', 'tylertucker1', 'less76', 'argho7x7', 'kennychiphu', 'kevinkeller929', 'floresda95', 'larstatum', 'jcrain', 'tluu3', 'mglarson', 'jr8000', 'kristjanamanco', 'dgirard124', 'jenngibson', 'tburns97', 'alexdiaz', 'harris.ja', 'dluck', 'vlusat7', 'dylannong', 'kstone1993'}","{'70.171.36.103', '128.227.66.169', '66.231.158.122', '70.163.65.60', '128.227.7.255', '128.227.12.255', '66.231.148.182', '128.227.107.35', '128.227.44.134', '128.227.15.102', '128.227.62.130', '24.250.161.128', '70.171.37.26', '70.171.63.103', '68.105.172.134', '128.227.62.67', '128.227.14.255', '128.227.66.177', '70.171.43.161', '128.227.48.56', '70.171.14.233', '128.227.39.52', '128.227.2.255', '128.227.11.255', '70.171.56.166', '128.227.60.201', '128.227.7.164', '128.227.62.251', '128.227.1.255', '184.185.222.9', '128.227.48.63', '128.227.52.157', '128.227.32.219', '128.227.7.114', '128.227.31.133', '128.227.130.221', '128.227.4.255', '128.227.52.226', '128.227.5.42', '128.227.207.5', '128.227.3.255', '70.171.46.125', '128.227.57.120', '128.227.5.203', '72.203.192.212', '128.227.5.255', '174.71.181.20', '70.185.102.194', '128.227.57.214', '128.227.42.102', '128.227.55.213', '70.171.52.25', '104.222.18.161', '70.171.1.202'}"
1,2018-03-12,2018-03-16,-5.978899955749512,37.383399963378906,"{'jesuschaconmontero', 'maclopveg', 'eleni_ac', 'anxela', 'solitaso', 'abldvd'}",{'150.214.142.96'}
2,2018-03-17,2018-03-21,79.13249969482422,12.918399810791016,"{'priyada', 'pradeep17mnt0013', 'hemin.desai2017', 'jay.kishorkumar2017', 'jayadevkotipalli413'}",{'115.248.50.230'}
3,2018-04-03,2018-04-04,78.15540313720703,11.653800010681152,"{'rohit.sharma2017', 'madangopalg', 'priyada', 'hemin.desai2017', 'shriswaroop', 'smartkool002', 'aarthym', 'anzalnahamrah'}",{'122.15.77.141'}
4,2018-04-18,2018-04-21,78.15540313720703,11.653800010681152,"{'rohit.sharma2017', 'madangopalg', 'priyada', 'tandra23', 'r.jayakumar2017', 'jay.kishorkumar2017', 'michelledsouza09'}",{'122.15.77.141'}
0,2018-06-24,2018-06-27,78.4573974609375,17.384599685668945,"{'shireeshakonda483', 'kumarkyatham09', 'pravalikabaireddy395', 'harin41514', 'bharathbonagiri11', 'farhanaazalamali', 'anushabandari430'}","{'14.139.82.134', '27.59.164.92'}"
0,2018-01-15,2018-01-17,-116.24400329589844,43.45989990234375,"{'abayneh', 'mdkamrulhassanma', 'mecrifat123', 'sohelrana', 'mdfaisalkabir', 'kkumaarpradeep18'}","{'132.178.128.170', '132.178.128.187', '132.178.238.18', '132.178.129.10', '132.178.128.252', '132.178.207.7'}"
1,2018-01-21,2018-01-24,-116.24400329589844,43.45989990234375,"{'abayneh', 'sarasedighi', 'mdkamrulhassanma', 'mecrifat123', 'sohelrana', 'mdfaisalkabir', 'shafaqkausar', 'kkumaarpradeep18'}","{'132.178.129.47', '132.178.128.170', '132.178.128.187', '132.178.238.18', '132.178.129.10', '132.178.129.172', '132.178.128.252', '132.178.207.7'}"
2,2018-03-24,2018-04-02,-111.9142446471198,33.40961873339254,"{'dasuncio', 'jcoin', 'bwatson8', 'rrking', 'cdluesan', 'sdornbie', 'gsingh26', 'jmroger8', 'lbrist', 'avilla09', 'wildline', 'radelacr', 'naddamig', 'magonz39', 'cdluesang', 'tsforman', 'nvorach1', 'thieb', 'pobila', 'ccarpen7', 'dnguye31', 'abasiri1', 'danielehmann24', 'halmukht'}","{'24.255.47.115', '70.162.131.132', '68.3.131.230', '174.26.200.18', '72.201.2.107', '129.219.21.1', '149.169.50.228', '68.3.88.10', '70.171.228.114', '68.2.90.139', '149.169.170.85', '149.169.51.72', '24.251.165.116', '70.177.161.145', '149.169.63.159', '129.219.8.220', '129.219.21.128', '70.177.163.59', '68.225.192.127', '70.190.211.81', '72.201.0.195', '129.219.21.2', '68.231.150.109', '149.169.62.2'}"
3,2018-04-03,2018-04-07,-111.94360963516347,33.42366755270963,"{'banigl', 'bwatson8', 'sdornbie', 'gsingh26', 'radelacr', 'wangkaiyi0801', 'srisweth557', 'africks', 'liviangels97', 'malhadad', 'ccarpen7', 'dnguye31', 'yansijie5jimmy', 'lddavis6', 'halmukht', 'guitargod85296', 'laytondd', 'lbrist', 'avilla09', 'jdclar17', 'magonz39', 'rcw82335448', 'cdluesang', 'dwildens', 'nvorach1', 'kbwiens', 'kelchen111', 'pobila', 'cheetha94607', 'kfalmuta'}","{'72.195.230.199', '24.255.47.115', '76.10.12.46', '24.251.34.211', '129.219.21.1', '68.110.76.19', '72.208.215.47', '66.253.196.25', '70.188.198.85', '153.33.8.28', '68.230.67.216', '149.169.63.159', '129.219.21.129', '98.177.226.101', '68.106.240.103', '70.162.131.132', '68.3.131.230', '70.190.226.136', '68.2.90.139', '70.162.7.79', '129.219.8.222', '149.169.249.1', '174.26.195.135', '71.223.6.166', '68.231.175.143', '98.191.111.69', '70.176.138.179', '72.195.198.30', '149.169.62.2', '68.3.198.176'}"
0,2018-01-16,2018-01-19,72.88259887695312,19.072799682617188,"{'padamwar45', 'poojabatawale96', 'pawarpratap555', 'shrikant4dulewad', 'sahil.sonar24', 'arnikam02'}",{'45.114.192.2'}
0,2018-06-21,2018-06-24,-77.0282974243164,-12.043299674987793,"{'mvto', 'yoselingc.1401', 'zoreshl150', 'karen.salcedo', 'deborajimena14', 'jes.noa', 'lizbethore10rj', 'analucerocp', 'rocioqo', 'llacchasandradedaniel', 'luislaya14', 'bladimir.stalen', 'leondiazabel', 'olenqafb', 'almq', 'lopezbravo482', 'floreschavezjack', 'jhonnymeison3', 'thonyavs', 'henry_ht', 'tupac.olivares', 'edgarzc123', 'marllynevega27', 'carlos.moquillaza', 'narda.jovan', 'dianalisbettrojascardenas', 'alvaro99.art'}",{'200.62.146.210'}
0,2018-02-03,2018-02-07,-80.55400085449219,43.4739990234375,"{'niaznasir18', 'j45yin', 'ghan221', 'hyunjae', 'ngel1914', 'henhaocang', 'kimnananina'}","{'129.97.124.22', '129.97.124.27', '129.97.124.29', '129.97.124.18', '129.97.124.19', '129.97.124.16'}"
1,2018-03-06,2018-03-10,19.836200714111328,45.25,"{'nemanja95ru', 'mladens', 'kika995', 'markostojkov', 'natasa', 'darko.spremo'}",{'147.91.173.31'}
2,2018-03-12,2018-03-15,-5.978899955749512,37.383399963378906,"{'jesuschaconmontero', 'eleni_ac', 'abldvd', 'hansinivaswani', 'claudiagalindo', 'galfa', 'samgalv', 'alberto_ct_96', 'andermoren', 'juanrh96', 'angyrom8', 'martaalvarezdominguez', 'maclopveg', 'acasgar17', 'andreazaccaria', 'gines', 'anxela', 'fernandoserranoperez94', 'miguelhernandezcamacho'}",{'150.214.142.96'}
0,2018-03-06,2018-03-09,19.836200714111328,45.25,"{'nemanja95ru', 'mladens', 'kika995', 'markostojkov', 'natasa', 'darko.spremo'}",{'147.91.173.31'}
0,2018-05-27,2018-05-30,15.566699981689453,47.08330154418945,"{'renny', 'susanne.reischauer', 'mdrusgala', 'hafnerm', 'freskida.goni', 'petrus.chalmers', 'hb2018'}","{'129.27.249.139', '129.27.249.65', '129.27.249.117', '129.27.248.241', '129.27.249.75', '129.27.249.57', '129.27.249.246'}"
0,2018-01-08,2018-01-12,-93.50969396065632,42.03903637463832,"{'menglv1', 'ctr', 'stevenw', 'gigijr', 'tjarcher', 'jjnash', 'wjpigg', 'mislivec', 'bpieper', 'tomkelly'}","{'69.5.146.33', '205.237.161.97', '129.186.251.153', '65.110.255.5', '129.186.252.109', '65.110.254.189', '129.186.251.26', '129.186.251.4', '129.186.252.43'}"
1,2018-01-09,2018-01-18,-86.92016576020792,40.4324309845703,"{'wacciorchen', 'bermel', 'simonzhang8525', 'becochra', 'msadi', 'shshin1994', 'zhan2130', 'chengruili117', 'zubin.p.mistry', 'thorneb', 'nguye207', 'mbalasu', 'blaguire', 'ymalhotr', 'cpitaniello', 'dramdoss', 'treyistheway', 'qstar29', 'rebecca9623', 'tupelor', 'inagrani', 'glamah96', 'jkhaira', 'patel743', 'dkj1022', 'chopra5', 'smit2590', 's.aditya.v', 'p3rozaria', 'jribeir', 'jlawry', 'jsouth3434', 'hsahasra'}","{'173.230.59.157', '128.46.94.203', '98.223.109.51', '162.221.219.59', '73.103.84.70', '128.46.209.127', '73.103.79.240', '68.60.241.38', '128.46.209.65', '69.174.166.115', '68.51.72.171', '98.223.101.51', '128.46.221.207', '72.12.194.158', '128.46.220.181', '73.103.90.203', '98.223.109.58', '128.46.209.126', '199.204.83.105', '128.46.96.79', '52.119.107.2', '128.46.209.62', '162.216.12.2', '128.211.224.224', '72.12.194.214', '128.46.75.186', '128.46.209.132', '73.103.80.83', '128.211.112.4', '73.103.85.254', '128.46.209.133', '104.254.217.143', '206.225.72.7', '67.163.5.215'}"
2,2018-01-20,2018-01-25,-86.91873818790212,40.437381702497895,"{'mbalasu', 'tupelor', 'simonzhang8525', 'jamesmr', 'glamah96', 'jlawry', 'treyistheway', 'rao30', 'rebecca9623'}","{'128.46.209.64', '72.12.194.158', '73.103.84.70', '72.12.218.163', '128.46.209.140', '98.223.109.67', '98.223.109.43', '72.12.218.165', '72.12.198.205'}"
3,2018-02-04,2018-02-14,-72.52368006938946,42.397276516861204,"{'awaingade', 'mtorfeh', 'sheringeorge', 'spalani', 'abanagozar', 'bmirzapouebe', 'edward83241994', 'fairytail', 'fatemehkiani', 'acalambur', 'babak.mirzapour', 'sayandas', 'aksamija', 'pfang', 'ravichan', 'aliyaqureshi', 'dchitkara', 'xiaomengliu', 'srini999', 'zzou', 'nazanintakbiri', 'hongyangao', 'edward8324'}","{'128.119.202.210', '24.179.116.19', '128.119.151.137', '128.119.202.223', '24.91.28.92', '24.62.207.106', '128.119.87.183', '128.119.202.58', '128.119.202.29', '128.119.86.71', '128.119.202.214', '24.62.200.240', '128.119.143.116', '128.119.88.191', '75.69.119.32', '76.19.158.58', '128.119.202.76', '128.119.202.146', '128.119.82.157', '75.69.45.7', '24.62.203.215', '73.68.117.33', '128.119.85.205', '24.62.201.33', '128.119.87.169', '24.62.204.156'}"
4,2018-02-04,2018-02-08,72.88259887695312,19.072799682617188,"{'aruship03.ap', 'kprathamesh45', 'komaldave007', 'arshadans811', 'prachiraorane1', 'nishadewangan4991', 'sameera.syed', 'sayleechandavarkar', 'fhsk19', 'uzaifashaikh99', 'poojashitole', 'afaque.qazi', 'shaanshaikh092', 'shaikhasif0114'}","{'110.5.79.162', '103.21.127.81'}"
