toolname,class_id
0,0
0,1
1,2
2,3
9,4
3,4
4,4
5,4
2,5
5,5
6,5
0,6
1,6
2,6
6,6
7,6
8,6
9,6
8,7
2,7
4,7
10,8
11,9
12,10
18,11
19,11
13,11
14,12
15,13
16,14
17,15
5,15
20,16
0,17
1,17
0,18
1,18
2,18
0,19
1,19
2,20
3,21
4,21
0,22
0,23
1,23
2,23
11,23
12,23
1,24
2,24
3,24
0,25
0,26
0,27
0,28
1,28
0,29
2,29
0,30
1,31
2,31
0,32
1,32
3,32
7,32
8,32
4,33
5,34
6,35
10,36
11,37
12,38
13,39
0,40
1,41
2,42
3,42
4,42
5,43
4,44
6,44
7,45
8,46
9,47
10,48
0,49
1,49
11,49
12,50
0,51
9,51
13,51
0,52
0,53
0,54
0,55
1,55
0,56
2,56
6,56
0,57
0,58
0,59
1,59
2,59
3,59
5,59
6,59
7,59
8,59
0,60
1,60
2,61
0,62
3,62
4,62
8,63
9,63
6,63
0,64
2,64
3,64
5,64
7,64
0,65
0,66
3,67
0,68
1,68
2,68
4,68
5,68
6,68
8,68
7,69
8,70
0,71
1,71
2,71
4,71
0,72
2,72
0,73
1,73
3,74
4,75
0,76
1,77
2,77
3,78
4,78
5,79
2,80
3,80
0,81
1,82
2,82
3,82
4,82
0,83
3,83
1,84
4,84
0,85
4,86
0,87
1,87
3,88
5,89
0,90
6,90
7,91
10,92
4,93
13,93
14,94
3,95
0,96
0,97
1,97
2,97
0,98
1,98
3,98
4,99
0,100
1,101
2,101
0,102
2,103
3,103
4,103
10,104
5,104
0,105
1,106
2,107
3,108
0,109
1,110
0,111
1,111
3,112
4,113
5,114
7,114
6,115
9,116
0,117
1,118
2,119
0,120
1,121
0,122
1,122
0,123
1,123
3,123
4,123
5,123
2,124
3,125
4,126
6,126
5,127
0,128
1,129
2,129
3,130
1,131
3,132
5,133
6,134
8,135
9,135
15,135
10,136
11,137
12,138
13,139
14,140
16,141
2,142
3,142
5,142
0,143
1,143
2,144
3,145
0,146
0,147
0,148
3,149
4,149
5,150
2,151
0,152
1,153
2,154
0,155
0,156
2,157
0,158
1,159
0,160
1,161
0,162
2,162
0,163
1,163
3,163
6,164
7,165
2,166
3,167
5,168
1,169
0,170
2,171
0,172
5,173
0,174
1,174
0,175
1,175
0,176
1,176
2,176
3,176
1,177
6,178
0,179
3,180
4,181
9,182
10,182
11,182
12,182
13,182
0,183
