user,ip,toolname,date,lon,lat
blairaweaver,128.227.165.136,polymod,2016-02-09,-82.35690307617188,29.68400001525879
rncarmean,128.227.5.255,polymod,2016-02-09,-82.35690307617188,29.68400001525879
kim668,10.184.69.43,sha2d,2016-02-09,,
mnolan212,128.227.109.84,polymod,2016-02-09,-82.35690307617188,29.68400001525879
atpastore09,128.227.198.30,polymod,2016-02-09,-82.35690307617188,29.68400001525879
sw2576,128.59.247.108,cntbands-ext,2016-02-09,-73.97630310058594,40.79999923706055
mukheshkumar.koripalli01,129.113.226.87,abacus,2016-02-09,-98.18250274658203,26.28230094909668
mukheshkumar.koripalli01,129.113.226.87,cntmob,2016-02-09,-98.18250274658203,26.28230094909668
mukheshkumar.koripalli01,129.113.226.87,gfettool,2016-02-09,-98.18250274658203,26.28230094909668
schcats,128.46.19.32,fettoy,2016-02-09,-86.91470336914062,40.42509841918945
daniellefagnani,128.227.138.230,polymod,2016-02-09,-82.35690307617188,29.68400001525879
farhad.r,128.227.81.247,polymod,2016-02-09,-82.35690307617188,29.68400001525879
aumer313,132.178.129.110,aqme,2016-02-09,-116.24400329589844,43.45989990234375
mpbuteler,128.227.153.89,polymod,2016-02-09,-82.35690307617188,29.68400001525879
saritaskayahan,74.72.35.29,ucb_compnano,2016-02-09,-73.95880126953125,40.765201568603516
yashmehta23,129.137.215.234,thermo,2016-02-09,-84.53700256347656,39.16999816894531
blairaweaver,128.227.12.255,polymod,2016-02-09,-82.35690307617188,29.68400001525879
haherrera,129.113.55.147,mosfet,2016-02-09,-98.18250274658203,26.28230094909668
aravinda1879,128.227.54.230,polymod,2016-02-09,-82.35690307617188,29.68400001525879
billxun,130.126.255.225,ddaplus,2016-02-09,-88.2061996459961,40.104698181152344
uchiha1990,128.164.219.231,thermo,2016-02-09,-77.04640197753906,38.900901794433594
rubel05eee,132.178.129.209,aqme,2016-02-09,-116.24400329589844,43.45989990234375
kanderton,128.227.31.131,polymod,2016-02-09,-82.35690307617188,29.68400001525879
mahfuzakhatun,132.178.54.2,pcpbt,2016-02-09,-116.24400329589844,43.45989990234375
jeetdesai5591,128.164.219.224,thermo,2016-02-09,-77.04640197753906,38.900901794433594
ahn,128.164.207.10,thermo,2016-02-09,-77.04640197753906,38.900901794433594
saniyaleblanc,128.164.219.210,thermo,2016-02-09,-77.04640197753906,38.900901794433594
shinhyuk001,137.110.63.21,pnshortbasedda,2016-02-09,-117.27670288085938,32.84870147705078
zhengqm92,128.164.219.215,thermo,2016-02-09,-77.04640197753906,38.900901794433594
michael_orrill,128.164.219.212,thermo,2016-02-09,-77.04640197753906,38.900901794433594
ian.a.carr,161.253.2.250,thermo,2016-02-09,-77.04640197753906,38.900901794433594
abaumer,128.164.219.221,thermo,2016-02-09,-77.04640197753906,38.900901794433594
kevinb23,128.164.219.230,thermo,2016-02-09,-77.04640197753906,38.900901794433594
shinhyuk001,137.110.63.21,perfectabsorber,2016-02-09,-117.27670288085938,32.84870147705078
goobie,65.94.160.217,bandstrlab,2016-02-09,-73.54450225830078,45.542198181152344
shinhyuk001,137.110.63.21,nwabsorption,2016-02-09,-117.27670288085938,32.84870147705078
goobie,65.94.160.217,1dhetero,2016-02-09,-73.54450225830078,45.542198181152344
nbatista,128.164.219.208,thermo,2016-02-09,-77.04640197753906,38.900901794433594
shinhyuk001,137.110.63.21,sha2d,2016-02-09,-117.27670288085938,32.84870147705078
shinhyuk001,137.110.63.21,nsoptics,2016-02-09,-117.27670288085938,32.84870147705078
shinhyuk001,137.110.63.21,photonicstk,2016-02-09,-117.27670288085938,32.84870147705078
djm0017,216.155.123.133,polymod,2016-02-09,-82.32839965820312,29.646699905395508
rsperling,37.24.146.181,nmie,2016-02-09,7.154600143432617,50.68130111694336
blairaweaver,24.170.201.145,polymod,2016-02-09,-82.36060333251953,29.6825008392334
mrbenjijunior6,169.237.38.240,dda,2016-02-09,-121.73909759521484,38.55590057373047
txvwxyz,10.186.113.98,workspace,2016-02-09,,
mqsu,169.237.38.240,dda,2016-02-09,-121.73909759521484,38.55590057373047
sunidhi001,66.231.152.121,polymod,2016-02-09,-82.38600158691406,29.613800048828125
jenniferjlien,169.237.38.240,dda,2016-02-09,-121.73909759521484,38.55590057373047
daschmi2,130.126.255.172,sugar,2016-02-09,-88.2061996459961,40.104698181152344
missboubouk9,169.237.38.240,dda,2016-02-09,-121.73909759521484,38.55590057373047
elisutter77,129.93.4.43,wulffman,2016-02-09,-96.69270324707031,40.82099914550781
elisutter77,129.93.4.43,nwabsorption,2016-02-09,-96.69270324707031,40.82099914550781
nanofast.lit,168.150.32.249,dda,2016-02-09,-121.73909759521484,38.55590057373047
esraa,41.130.101.78,nanofinfet,2016-02-09,31.222999572753906,30.035499572753906
raphael79,66.253.183.227,ddaplus,2016-02-09,-88.23650360107422,40.11199951171875
bagchi2,128.174.133.101,polymod,2016-02-09,-88.2061996459961,40.104698181152344
pramesh,128.119.202.176,crystal_viewer,2016-02-09,-72.5248031616211,42.39189910888672
aditya.sarathy,128.174.222.125,nanomos,2016-02-09,-88.2061996459961,40.104698181152344
aditya.sarathy,128.174.222.125,dda,2016-02-09,-88.2061996459961,40.104698181152344
pramesh,128.119.202.176,kronig_penney,2016-02-09,-72.5248031616211,42.39189910888672
dgmakris,73.4.114.177,kronig_penney,2016-02-09,-72.46710205078125,42.36539840698242
yilunyang,10.186.72.224,workspace,2016-02-09,,
liuxiaohui714,64.134.197.120,solarpv,2016-02-09,-97.8219985961914,37.750999450683594
sandy9555,173.28.147.116,crystal_viewer,2016-02-09,-89.2156982421875,37.72019958496094
lucywang,141.219.102.21,ucb_compnano,2016-02-09,-88.55349731445312,47.1172981262207
simonjaramilloc,190.12.153.37,crystal_viewer,2016-02-09,-74.06169891357422,4.6493000984191895
sandy9555,173.28.147.116,pntoy,2016-02-09,-89.2156982421875,37.72019958496094
atpastore09,128.227.106.252,polymod,2016-02-09,-82.35690307617188,29.68400001525879
hornetsnest123,203.17.42.144,sugarcube,2016-02-09,143.2104034423828,-33.49399948120117
hornetsnest123,203.17.42.144,sugar,2016-02-09,143.2104034423828,-33.49399948120117
zhelin.sun,128.54.15.64,bandstrlab,2016-02-09,-117.27670288085938,32.84870147705078
al_resendez,187.138.63.39,pntoy,2016-02-09,-100.28369903564453,25.721599578857422
rkwende,50.187.49.174,kronig_penney,2016-02-09,-97.8219985961914,37.750999450683594
ankit2492,72.49.3.57,advte,2016-02-09,-84.51719665527344,39.141700744628906
liang.dai,128.235.12.40,workspace,2016-02-09,-74.1781997680664,40.72650146484375
pioscire,187.65.113.173,oommf,2016-02-09,-35.718299865722656,-9.651000022888184
swilliamson,65.129.30.120,ucb_compnano,2016-02-09,-116.24189758300781,43.66429901123047
light2,128.46.222.246,meep,2016-02-09,-86.91470336914062,40.42509841918945
rungsima,203.131.216.244,cndo,2016-02-09,100.48889923095703,13.759400367736816
anjali.sruju,73.192.210.175,bsclab,2016-02-09,-121.27890014648438,38.610599517822266
rungsima,203.131.208.130,cndo,2016-02-09,100.48889923095703,13.759400367736816
sslone2,98.222.134.129,legogen,2016-02-09,-87.80899810791016,42.17599868774414
madhavsn,72.49.0.71,advte,2016-02-09,-84.51719665527344,39.141700744628906
bg22,136.165.223.110,bandstrlab,2016-02-09,-85.67680358886719,38.18899917602539
noranzi,70.171.40.71,polymod,2016-02-09,-82.38600158691406,29.613800048828125
yilunyang,98.226.148.217,workspace,2016-02-09,-87.69850158691406,41.76969909667969
amitpoojary94,120.138.109.114,nanocmos,2016-02-09,72.88259887695312,19.072799682617188
trjrfly,24.92.52.217,vkmllive,2016-02-09,-97.8219985961914,37.750999450683594
amitpoojary94,120.138.109.114,spice3f4,2016-02-09,72.88259887695312,19.072799682617188
anut730,120.138.109.114,piezoharvest,2016-02-09,72.88259887695312,19.072799682617188
rangaevln,175.101.60.114,vides,2016-02-09,78.4573974609375,17.384599685668945
rungsima,203.131.208.130,cndo,2016-02-10,100.48889923095703,13.759400367736816
adocbl,99.118.110.39,contactmaps,2016-02-10,-88.2822036743164,40.101600646972656
rangaevln,175.101.60.114,vides,2016-02-10,78.4573974609375,17.384599685668945
enassakr,128.46.94.184,meep,2016-02-10,-86.91470336914062,40.42509841918945
sarvesh,14.139.213.178,memristor,2016-02-10,88.61219787597656,27.325700759887695
anut730,120.138.109.114,piezoharvest,2016-02-10,72.88259887695312,19.072799682617188
rbiradar,203.115.126.34,straincalc,2016-02-10,72.88259887695312,19.072799682617188
nietjeetu,117.240.195.178,memristor,2016-02-10,77.0,20.0
ali.hjebeli,128.42.154.249,s4sim,2016-02-10,-95.42510223388672,29.72279930114746
madhavsn,72.49.0.71,advte,2016-02-10,-84.51719665527344,39.141700744628906
rbiradar,203.115.126.34,piezoharvest,2016-02-10,72.88259887695312,19.072799682617188
waz10,73.52.251.32,veda,2016-02-10,-79.93170166015625,40.32429885864258
rbiradar,203.115.126.34,sugaradxl,2016-02-10,72.88259887695312,19.072799682617188
dr.r.anand.kumar,61.12.40.177,nusimm,2016-02-10,77.0,20.0
sahid,14.139.223.170,amobt,2016-02-10,88.36299896240234,22.562599182128906
buckles2,98.160.232.97,1dhetero,2016-02-10,-115.27999877929688,36.27090072631836
dr.r.anand.kumar,182.75.45.1,berkeleygw,2016-02-10,78.4573974609375,17.384599685668945
sahid,14.139.223.170,ucb_compnano,2016-02-10,88.36299896240234,22.562599182128906
dgauri26,115.245.43.39,piezoharvest,2016-02-10,77.0,20.0
anmolkansara,111.91.51.206,mosfetsat,2016-02-10,74.21150207519531,19.567800521850586
rupali.patil,183.87.82.66,atcadlab,2016-02-10,72.9635009765625,19.19700050354004
dr.r.anand.kumar,182.75.45.1,abacus,2016-02-10,78.4573974609375,17.384599685668945
adnan_mohsin_07,103.230.105.26,nanofinfet,2016-02-10,91.84120178222656,22.22249984741211
nnampalli,149.171.145.85,fdical,2016-02-10,150.818603515625,-33.766700744628906
dr.r.anand.kumar,182.75.45.225,berkeleygw,2016-02-10,78.4573974609375,17.384599685668945
skt.biswas17,1.39.39.78,nanofet,2016-02-10,77.0,20.0
dr.r.anand.kumar,61.12.40.177,dftmatprop,2016-02-10,77.0,20.0
dr.r.anand.kumar,182.75.45.225,dftmatprop,2016-02-10,78.4573974609375,17.384599685668945
tiinnovationvesit,183.87.82.66,cvgraph,2016-02-10,72.9635009765625,19.19700050354004
deepika.muthukumari,183.87.82.66,cvgraph,2016-02-10,72.9635009765625,19.19700050354004
nithya.yadav,183.87.82.66,cvgraph,2016-02-10,72.9635009765625,19.19700050354004
nitin.kadian,183.87.82.66,cvgraph,2016-02-10,72.9635009765625,19.19700050354004
vanita.ahuja,183.87.82.66,cvgraph,2016-02-10,72.9635009765625,19.19700050354004
hctest1,128.46.19.208,workspace,2016-02-10,-86.91470336914062,40.42509841918945
vuphotonic231,141.52.177.117,pntoy,2016-02-10,8.397899627685547,49.00830078125
rajashreeakre,125.99.120.242,piezoharvest,2016-02-10,72.88259887695312,19.072799682617188
dung_master24,207.244.72.231,piezoharvest,2016-02-10,-77.03189849853516,38.90570068359375
swapnalimakdey25,122.15.201.20,vides,2016-02-10,74.01519775390625,15.403400421142578
dr.r.anand.kumar,182.75.45.1,nuitns,2016-02-10,78.4573974609375,17.384599685668945
strachan,128.211.148.74,workspace,2016-02-10,-86.91470336914062,40.42509841918945
shardanarwade8,125.99.100.34,nanofinfet,2016-02-10,72.88259887695312,19.072799682617188
kiran.hemale,183.87.59.99,sugar,2016-02-10,72.88259887695312,19.072799682617188
shardanarwade8,103.250.36.82,nanofinfet,2016-02-10,72.88259887695312,19.072799682617188
dr.r.anand.kumar,111.93.5.194,dftqe,2016-02-10,78.51809692382812,17.34119987487793
moe.ender,193.202.255.201,dualfoil,2016-02-10,8.0,47.0
dr.r.anand.kumar,182.75.45.1,orcatool,2016-02-10,78.4573974609375,17.384599685668945
dr.r.anand.kumar,182.75.45.1,dftqe,2016-02-10,78.4573974609375,17.384599685668945
vivek.gavhane1234,183.87.59.99,sugar,2016-02-10,72.88259887695312,19.072799682617188
gpriante,193.48.163.12,qdot,2016-02-10,2.33870005607605,48.85820007324219
mithlesh.kxsp,183.87.59.99,sugar,2016-02-10,72.88259887695312,19.072799682617188
vuphotonic231,141.52.177.117,adeptnpt,2016-02-10,8.397899627685547,49.00830078125
arindutta12345,103.244.13.34,opv,2016-02-10,90.38200378417969,23.746000289916992
jpedros100,138.4.59.130,fettoy,2016-02-10,-3.6839001178741455,40.41709899902344
hctest2,128.46.19.208,workspace,2016-02-10,-86.91470336914062,40.42509841918945
dr.r.anand.kumar,111.93.5.194,semidop,2016-02-10,78.51809692382812,17.34119987487793
alrawi84,130.88.118.13,nanoindentation,2016-02-10,-2.134200096130371,53.46630096435547
alberto.niemiz,79.45.239.62,mosctool,2016-02-10,13.621700286865234,45.94089889526367
mhasan.eee1990,182.160.97.222,1dfdmht,2016-02-10,90.4093017578125,23.72719955444336
monaahmed,41.36.176.235,nanofinfet,2016-02-10,31.285200119018555,30.077800750732422
ken,193.219.52.43,veda,2016-02-10,23.90019989013672,54.90019989013672
giovannighione1,130.192.164.191,pntoy,2016-02-10,12.109700202941895,43.14789962768555
monaahmed,41.36.176.235,mosfet,2016-02-10,31.285200119018555,30.077800750732422
chebotarev.sergei,195.209.115.209,mosfetsat,2016-02-10,40.09389877319336,47.41809844970703
dmacailceta,194.60.106.5,abinit,2016-02-10,-0.12240000069141388,51.49639892578125
drderuiter,130.89.201.147,workspace,2016-02-10,6.900700092315674,52.22010040283203
chebotarev.sergei,195.209.115.209,ddsolarcell,2016-02-10,40.09389877319336,47.41809844970703
ashwini,103.231.217.50,nanofinfet,2016-02-10,80.27850341796875,13.087800025939941
sobh1,50.129.99.102,legogen,2016-02-10,-97.8219985961914,37.750999450683594
oves,158.110.28.163,bandstrlab,2016-02-10,13.23639965057373,46.06740188598633
ken,158.129.152.246,veda,2016-02-10,25.322500228881836,54.68159866333008
oves,158.110.27.217,bandstrlab,2016-02-10,13.23639965057373,46.06740188598633
mrvorobus,129.69.46.23,meep,2016-02-10,9.183300018310547,48.76620101928711
ken,158.129.152.246,phcband,2016-02-10,25.322500228881836,54.68159866333008
noranzi,128.227.50.19,polymod,2016-02-10,-82.35690307617188,29.68400001525879
jagaa,159.93.14.8,uvspec,2016-02-10,37.16669845581055,56.733299255371094
tompeach,131.227.3.225,workspace,2016-02-10,-0.12240000069141388,51.49639892578125
rahulchangder,14.139.160.227,prolabcdd,2016-02-10,80.27850341796875,13.087800025939941
erinev,129.161.205.245,vkmllive,2016-02-10,-73.66960144042969,42.727298736572266
raphael79,66.253.183.227,ddaplus,2016-02-10,-88.23650360107422,40.11199951171875
raphael79,130.126.255.67,ddaplus,2016-02-10,-88.2061996459961,40.104698181152344
anwarker53,162.38.28.47,1dhetero,2016-02-10,3.8808999061584473,43.61069869995117
faltens,128.46.94.229,oommf,2016-02-10,-86.91470336914062,40.42509841918945
bg22,136.165.223.20,abinit,2016-02-10,-85.67680358886719,38.18899917602539
tunanohub,131.169.134.72,photonicstk,2016-02-10,10.115599632263184,53.647098541259766
sumanshu,103.21.127.81,meep,2016-02-10,72.88259887695312,19.072799682617188
sumanshu,103.21.127.81,s4sim,2016-02-10,72.88259887695312,19.072799682617188
tunanohub,131.169.134.72,meep,2016-02-10,10.115599632263184,53.647098541259766
carpediem,14.139.38.11,vachecker,2016-02-10,80.34980010986328,26.465200424194336
azharsyed18,109.177.244.252,crystal_viewer,2016-02-10,54.0,24.0
guoj,70.185.112.28,prolabcdd,2016-02-10,-82.38600158691406,29.613800048828125
yilunyang,10.186.69.109,workspace,2016-02-10,,
anwarker53,162.38.28.47,bsclab,2016-02-10,3.8808999061584473,43.61069869995117
sobh1,50.129.99.102,workspace,2016-02-10,-97.8219985961914,37.750999450683594
hu341,128.46.194.87,abinit,2016-02-10,-86.91470336914062,40.42509841918945
hu341,128.46.194.87,lammpstool,2016-02-10,-86.91470336914062,40.42509841918945
prabhat10,14.97.135.251,fettoy,2016-02-10,77.0,20.0
mef231,128.227.231.94,nusimm,2016-02-10,-82.35690307617188,29.68400001525879
budhendrasingh,193.137.168.16,ucb_compnano,2016-02-10,-8.645500183105469,40.6442985534668
sashado,70.209.142.224,1dhetero,2016-02-10,-97.8219985961914,37.750999450683594
achilles449,117.199.202.49,vides,2016-02-10,77.0,20.0
sahraee97,65.49.68.153,matsimtk,2016-02-10,-122.5988998413086,45.537498474121094
pramesh,128.119.16.68,kronig_penney,2016-02-10,-72.5248031616211,42.39189910888672
achilles449,117.199.202.49,pete,2016-02-10,77.0,20.0
afsana,130.184.202.154,bandstrlab,2016-02-10,-94.15670013427734,36.05569839477539
mef231,128.227.146.132,workspace,2016-02-10,-82.35690307617188,29.68400001525879
sahraee97,65.49.68.153,nsoptics,2016-02-10,-122.5988998413086,45.537498474121094
sslone2,130.126.255.199,legogen,2016-02-10,-88.2061996459961,40.104698181152344
xueling,72.19.71.162,crystal_viewer,2016-02-10,-72.5248031616211,42.39189910888672
bhaley,69.174.137.20,workspace,2016-02-10,-86.92559814453125,40.444400787353516
aksamija,72.19.125.237,kronig_penney,2016-02-10,-72.5248031616211,42.39189910888672
shreyasvkul,120.62.8.31,atcadlab,2016-02-10,77.0,20.0
dgmakris,73.4.114.177,kronig_penney,2016-02-10,-72.46710205078125,42.36539840698242
shreyasvkul,120.62.8.31,crystal_viewer,2016-02-10,77.0,20.0
shreyasvkul,120.62.8.31,vides,2016-02-10,77.0,20.0
xueling,72.19.71.162,kronig_penney,2016-02-10,-72.5248031616211,42.39189910888672
sanjibkabi,131.96.4.216,fermi,2016-02-10,-84.38860321044922,33.75529861450195
m.weasel,24.56.236.124,vkmllive,2016-02-10,-122.3104019165039,47.61370086669922
nkinsey,128.46.220.210,photonicsrt,2016-02-10,-86.91470336914062,40.42509841918945
sunidhi,128.227.249.70,polymod,2016-02-10,-82.35690307617188,29.68400001525879
shreyasvkul,120.62.8.31,gfettool,2016-02-10,77.0,20.0
sdhaka,10.184.28.48,workspace,2016-02-10,,
brajabif,128.46.222.213,abase,2016-02-10,-86.91470336914062,40.42509841918945
sdhaka,10.186.118.145,workspace,2016-02-10,,
brajabif,128.46.222.213,sugar,2016-02-10,-86.91470336914062,40.42509841918945
brajabif,128.46.222.213,veda,2016-02-10,-86.91470336914062,40.42509841918945
ibrahim.m.sadiq,103.60.175.30,nmie,2016-02-10,90.36109924316406,23.770999908447266
rkwende,128.119.180.219,kronig_penney,2016-02-10,-72.5248031616211,42.39189910888672
dgmakris,128.119.91.18,kronig_penney,2016-02-10,-72.5248031616211,42.39189910888672
shreyasvkul,120.62.8.31,gnrinterconnect,2016-02-10,77.0,20.0
ibrahim.m.sadiq,103.60.175.30,adept,2016-02-10,90.36109924316406,23.770999908447266
ibrahim.m.sadiq,103.60.175.30,adeptnpt,2016-02-10,90.36109924316406,23.770999908447266
raullaasner,152.3.43.164,minimol,2016-02-10,-78.89550018310547,35.99679946899414
ibrahim.m.sadiq,103.60.175.30,nwabsorption,2016-02-10,90.36109924316406,23.770999908447266
yilunyang,10.186.72.94,workspace,2016-02-10,,
rkwende,128.119.180.219,crystal_viewer,2016-02-10,-72.5248031616211,42.39189910888672
ahmed_refaat,197.47.156.154,nanofinfet,2016-02-10,31.285200119018555,30.077800750732422
asaranat,128.119.86.71,crystal_viewer,2016-02-10,-72.5248031616211,42.39189910888672
kyferwing,128.46.208.238,meep,2016-02-10,-86.91470336914062,40.42509841918945
rkwende,50.187.49.174,kronig_penney,2016-02-10,-97.8219985961914,37.750999450683594
nanofast.lit,168.150.32.249,dda,2016-02-10,-121.73909759521484,38.55590057373047
p1jain,137.110.88.199,bandstrlab,2016-02-10,-117.27670288085938,32.84870147705078
cmgtam,128.104.200.85,diffanalyzer,2016-02-10,-89.40750122070312,43.07820129394531
ariknoss,188.25.120.243,nmst_dft,2016-02-10,26.103300094604492,44.43539810180664
nanofast.lit,71.197.105.70,dda,2016-02-10,-121.73909759521484,38.55590057373047
erinev,129.161.139.168,vkmllive,2016-02-10,-73.7739028930664,42.7130012512207
mpbuteler,128.227.189.127,polymod,2016-02-10,-82.35690307617188,29.68400001525879
kharroufi.ayman,46.193.64.199,1dhetero,2016-02-10,2.3526999950408936,48.85430145263672
sslone2,130.126.255.199,cadnanocvrt,2016-02-10,-88.2061996459961,40.104698181152344
budhendrasingh,95.136.118.107,matsimtk,2016-02-10,-8.420499801635742,41.55149841308594
budhendrasingh,95.136.118.107,nmst_dft,2016-02-10,-8.420499801635742,41.55149841308594
ariknoss,188.25.120.243,dftqe,2016-02-10,26.103300094604492,44.43539810180664
anwarker53,82.229.134.226,1dhetero,2016-02-10,4.5971999168396,43.878700256347656
ahmed_refaat,197.47.157.135,nanofinfet,2016-02-10,31.285200119018555,30.077800750732422
esraa,41.130.89.119,nanofinfet,2016-02-10,31.222999572753906,30.035499572753906
budhendrasingh,95.136.118.107,1dphononbte,2016-02-10,-8.420499801635742,41.55149841308594
crisdavbed08,191.95.245.24,semidop,2016-02-10,-74.07579803466797,4.598100185394287
lzentner,128.46.94.228,ddsolarcell,2016-02-10,-86.91470336914062,40.42509841918945
budhendrasingh,95.136.118.107,dftqe,2016-02-10,-8.420499801635742,41.55149841308594
karansahni14,104.194.101.127,dftqe,2016-02-10,-87.62879943847656,41.84859848022461
jag06dish,134.225.204.168,dualfoil,2016-02-10,-0.9207000136375427,51.4031982421875
bagchi2,128.174.133.101,polymod,2016-02-10,-88.2061996459961,40.104698181152344
aa3559,160.39.138.244,photonicstk,2016-02-10,-73.97630310058594,40.79999923706055
xueling,72.19.69.37,kronig_penney,2016-02-10,-72.5248031616211,42.39189910888672
tunanohub,87.174.231.139,photonicstk,2016-02-10,12.152299880981445,48.5359001159668
baylonc2,128.174.212.148,partsub,2016-02-10,-88.2061996459961,40.104698181152344
ahmed_refaat,197.47.157.135,mosfet,2016-02-10,31.285200119018555,30.077800750732422
asaranat,128.119.86.71,kronig_penney,2016-02-10,-72.5248031616211,42.39189910888672
mazenahmed09,197.34.243.99,nanofinfet,2016-02-10,31.285200119018555,30.077800750732422
vnp827,199.111.113.150,photonicsdb,2016-02-10,-76.27290344238281,36.85919952392578
vnp827,199.111.113.150,photonicsrt,2016-02-10,-76.27290344238281,36.85919952392578
lalzatev,68.50.254.180,workspace,2016-02-10,-86.12999725341797,39.59920120239258
qzk0001,192.94.65.60,abinit,2016-02-10,-97.8219985961914,37.750999450683594
delaramq,128.227.114.235,polymod,2016-02-10,-82.35690307617188,29.68400001525879
all2hanul,129.25.147.42,orcatool,2016-02-10,-75.19950103759766,39.95970153808594
ikoz56,108.16.60.102,qcrf4photo,2016-02-10,-75.27239990234375,40.00210189819336
lucywang,141.219.102.20,ucb_compnano,2016-02-10,-88.55349731445312,47.1172981262207
missboubouk9,169.237.38.240,dda,2016-02-10,-121.73909759521484,38.55590057373047
prasadsarang,128.211.140.105,workspace,2016-02-10,-86.91470336914062,40.42509841918945
hsnix.kim,160.39.194.79,gfettool,2016-02-10,-73.97630310058594,40.79999923706055
nanofast.lit,168.150.4.51,dda,2016-02-10,-121.73909759521484,38.55590057373047
hsnix.kim,160.39.194.79,xpsts,2016-02-10,-73.97630310058594,40.79999923706055
jagujiobi,128.119.202.111,1dchainmd,2016-02-10,-72.5248031616211,42.39189910888672
mrbenjijunior6,169.237.38.240,dda,2016-02-10,-121.73909759521484,38.55590057373047
mqsu,169.237.38.240,dda,2016-02-10,-121.73909759521484,38.55590057373047
jenniferjlien,169.237.38.240,dda,2016-02-10,-121.73909759521484,38.55590057373047
jagujiobi,128.119.202.111,kronig_penney,2016-02-10,-72.5248031616211,42.39189910888672
ariknoss,188.25.120.243,matsimtk,2016-02-10,26.103300094604492,44.43539810180664
yjz210,216.165.95.4,ddsolarcell,2016-02-10,-73.99040222167969,40.73590087890625
yjz210,216.165.95.4,crystal_viewer,2016-02-10,-73.99040222167969,40.73590087890625
srinupunyala,50.82.196.210,pntoy,2016-02-10,-84.59339904785156,30.938100814819336
vdusetty,128.119.202.230,crystal_viewer,2016-02-10,-72.5248031616211,42.39189910888672
priyesh.dhandharia,96.52.133.62,veda,2016-02-10,-113.37840270996094,53.654998779296875
harneet159,151.225.120.226,dualfoil,2016-02-10,-0.9207000136375427,51.4031982421875
yashmehta23,129.137.215.235,advte,2016-02-10,-84.53700256347656,39.16999816894531
anish.dasgupta7,130.203.235.12,wulffman,2016-02-10,-78.07879638671875,40.80179977416992
jefonseca,172.21.229.11,ddaplus,2016-02-10,,
michael_orrill,73.201.224.5,bandstrlab,2016-02-10,-75.5385971069336,38.352298736572266
michael_orrill,73.201.224.5,cntbands-ext,2016-02-10,-75.5385971069336,38.352298736572266
lanlibsu,132.178.129.112,ucb_compnano,2016-02-10,-116.24400329589844,43.45989990234375
yilunyang,10.186.75.100,workspace,2016-02-10,,
pramesh,50.187.50.132,crystal_viewer,2016-02-10,-97.8219985961914,37.750999450683594
ankit2492,72.49.3.57,advte,2016-02-10,-84.51719665527344,39.141700744628906
ravindranajith18,117.206.45.29,atcadlab,2016-02-10,76.52130126953125,9.586899757385254
samiul001,108.250.137.18,ucb_compnano,2016-02-10,-93.30390167236328,37.167999267578125
samiul001,108.250.137.18,dftqe,2016-02-10,-93.30390167236328,37.167999267578125
aud224,75.102.114.16,wulffman,2016-02-10,-77.74700164794922,39.78179931640625
samiul001,108.250.137.18,bulkmc,2016-02-10,-93.30390167236328,37.167999267578125
kanderton,128.227.53.159,polymod,2016-02-10,-82.35690307617188,29.68400001525879
alabaolumide1,129.137.215.235,advte,2016-02-10,-84.53700256347656,39.16999816894531
jeanschollhammer,84.216.229.213,oommf,2016-02-10,18.071800231933594,59.3306999206543
yujiatang,73.238.133.166,crystal_viewer,2016-02-10,-72.46710205078125,42.36539840698242
abhishekkuma,71.234.178.57,crystal_viewer,2016-02-10,-72.46710205078125,42.36539840698242
ankit2492,72.49.3.57,thermo,2016-02-10,-84.51719665527344,39.141700744628906
mrlees2003,143.248.175.210,teg,2016-02-10,127.4197006225586,36.3213996887207
mrlees2003,143.248.175.210,thermo,2016-02-10,127.4197006225586,36.3213996887207
meilideguozhi,141.219.103.50,ucb_compnano,2016-02-10,-88.55349731445312,47.1172981262207
donaldkellis,66.87.127.18,ucb_compnano,2016-02-10,-104.81929779052734,41.13990020751953
samiul001,108.250.137.18,fettoy,2016-02-10,-93.30390167236328,37.167999267578125
yujiatang,73.238.133.166,kronig_penney,2016-02-10,-72.46710205078125,42.36539840698242
cjfoss,73.238.75.84,crystal_viewer,2016-02-10,-72.46710205078125,42.36539840698242
ravindranajith18,117.206.41.6,pete,2016-02-10,76.52130126953125,9.586899757385254
atpastore09,128.227.106.252,polymod,2016-02-10,-82.35690307617188,29.68400001525879
lnguyenhoang,71.192.247.199,crystal_viewer,2016-02-10,-70.57050323486328,41.595298767089844
ravindranajith18,117.206.41.6,atcadlab,2016-02-10,76.52130126953125,9.586899757385254
ihussain899,93.38.199.232,mosfet,2016-02-10,12.109700202941895,43.14789962768555
pramesh,50.187.50.132,kronig_penney,2016-02-10,-97.8219985961914,37.750999450683594
piyukitty1993,35.2.199.228,abacus,2016-02-10,-83.70590209960938,42.306800842285156
kwu,65.96.210.83,kronig_penney,2016-02-10,-71.18340301513672,42.72869873046875
lnguyenhoang,71.192.247.199,kronig_penney,2016-02-10,-70.57050323486328,41.595298767089844
prajnesh,198.175.68.37,sha2d,2016-02-10,77.59369659423828,12.97189998626709
enassakr,10.186.8.170,workspace,2016-02-10,,
akumar19,152.14.96.178,abacus,2016-02-10,-78.70999908447266,35.763301849365234
arifcangungor,169.231.9.11,1dhetero,2016-02-10,-119.83529663085938,34.43429946899414
manhha92,203.10.91.87,reaxff597a,2016-02-10,150.89410400390625,-34.42679977416992
