user,tool,start,end,ip,lon,lat
samsmith,bjt,2016-03-12,2016-03-16,128.32.44.187,-122.25700378417969,37.873600006103516
samsmith,moscap,2016-04-05,2016-04-09,128.32.44.187,-122.25700378417969,37.873600006103516
samsmith,archimedes,2016-04-11,2016-04-15,128.32.44.187,-122.25700378417969,37.873600006103516
samsmith,mosfet,2016-04-23,2016-04-27,136.152.142.34,-122.25700378417969,37.873600006103516
samsrajer,dftqe,2016-03-31,2016-04-06,128.174.181.79,-88.2061996459961,40.104698181152344
samsrajer,dftqe,2016-03-31,2016-04-06,130.126.255.249,-88.2061996459961,40.104698181152344
samsrajer,dftqe,2016-03-31,2016-04-06,130.126.28.71,-88.2061996459961,40.104698181152344
samsrajer,dftqe,2016-03-28,2016-04-01,130.126.28.66,-88.2061996459961,40.104698181152344
samsrajer,abacus,2016-04-27,2016-05-01,128.174.181.73,-88.2061996459961,40.104698181152344
sana.ilhussainy,pntoy,2016-01-22,2016-01-27,197.53.24.250,31.285200119018555,30.077800750732422
sana.ilhussainy,pntoy,2016-01-22,2016-01-27,84.233.49.233,31.222999572753906,30.035499572753906
sana.ilhussainy,pntoy,2016-01-10,2016-01-15,197.246.23.187,31.222999572753906,30.035499572753906
sanchez.ebe,pnlongbasedda,2016-04-01,2016-04-05,189.202.32.57,-106.37879943847656,31.617399215698242
sanchez.ebe,pntoy,2016-04-01,2016-04-07,189.202.32.57,-106.37879943847656,31.617399215698242
sanchez.ebe,pntoy,2016-04-01,2016-04-07,129.108.41.79,-106.49030303955078,31.77750015258789
sanchez.franklin.27,bandstrlab,2016-02-02,2016-02-06,70.171.13.189,-82.36060333251953,29.6825008392334
sanchez.franklin.27,prolabcdd,2016-02-16,2016-02-20,70.171.13.189,-82.36060333251953,29.6825008392334
sanchez.franklin.27,moscap,2016-04-03,2016-04-07,128.227.1.255,-82.35690307617188,29.68400001525879
sanchirelbegdorj,mgbasic,2016-02-13,2016-02-17,103.9.90.229,105.0,46.0
sanchirelbegdorj,abacus,2016-02-26,2016-03-02,203.194.114.95,120.97209930419922,14.595499992370605
sanchirelbegdorj,abacus,2016-02-26,2016-03-02,103.9.90.229,105.0,46.0
sanchirelbegdorj,abacus,2016-02-19,2016-02-25,203.194.114.227,120.97209930419922,14.595499992370605
sanchirelbegdorj,abacus,2016-02-19,2016-02-25,203.194.114.194,120.97209930419922,14.595499992370605
sanchirelbegdorj,abacus,2016-02-19,2016-02-25,103.9.90.229,105.0,46.0
sanchirelbegdorj,abacus,2016-02-13,2016-02-18,103.9.90.229,105.0,46.0
sanchirelbegdorj,crystal_viewer,2016-02-26,2016-03-01,203.194.114.95,120.97209930419922,14.595499992370605
sanchirelbegdorj,crystal_viewer,2016-02-19,2016-02-25,203.194.114.227,120.97209930419922,14.595499992370605
sanchirelbegdorj,crystal_viewer,2016-02-19,2016-02-25,203.194.114.194,120.97209930419922,14.595499992370605
sanchirelbegdorj,crystal_viewer,2016-02-19,2016-02-25,103.9.90.229,105.0,46.0
sanchirelbegdorj,crystal_viewer,2016-02-13,2016-02-18,103.9.90.229,105.0,46.0
sandeepkmbl136,sugartangcd,2016-03-07,2016-03-11,115.115.126.107,77.0,20.0
sandeepnagar,oommf,2016-03-07,2016-03-11,103.29.222.122,77.02629852294922,28.460100173950195
sandeepss,meep,2016-05-10,2016-05-14,202.128.98.209,103.85469818115234,1.2928999662399292
sandeepss,photonicstk,2016-05-28,2016-06-01,202.128.98.209,103.85469818115234,1.2928999662399292
sandeepss,sha2d,2016-05-28,2016-06-01,202.128.98.209,103.85469818115234,1.2928999662399292
sandholia1986,cntbands-ext,2016-05-18,2016-05-22,202.78.175.199,77.0,20.0
sandholia1986,cntbands-ext,2016-05-15,2016-05-19,202.78.175.199,77.0,20.0
sandholia1986,cntbands-ext,2016-05-03,2016-05-07,202.78.175.199,77.0,20.0
sandholia1986,1dphononbte,2016-05-23,2016-05-27,202.78.175.199,77.0,20.0
sandip83,pvanalyzer,2016-02-05,2016-02-09,24.125.3.198,-84.37969970703125,33.83359909057617
sandip83,archimedes,2016-02-05,2016-02-09,24.125.3.198,-84.37969970703125,33.83359909057617
sandip83,atcadlab,2016-02-05,2016-02-09,24.125.3.198,-84.37969970703125,33.83359909057617
sandrota,pntoy,2016-06-11,2016-06-15,217.216.19.60,-6.2947001457214355,36.52980041503906
sandrota,pntoy,2016-06-02,2016-06-06,217.216.19.60,-6.2947001457214355,36.52980041503906
sandy12992,xpsts,2016-06-03,2016-06-07,49.207.185.189,80.27850341796875,13.087800025939941
sandy8111112004,kronig_penney,2016-01-23,2016-01-27,128.211.253.166,-86.91470336914062,40.42509841918945
sandy8111112004,abacus,2016-01-23,2016-01-27,128.211.253.166,-86.91470336914062,40.42509841918945
sandy8111112004,bandstrlab,2016-01-30,2016-02-04,128.211.253.166,-86.91470336914062,40.42509841918945
sandy9555,abacus,2016-01-30,2016-02-03,131.230.42.224,-89.2156982421875,37.72019958496094
sandy9555,mosfet,2016-04-18,2016-04-24,131.230.194.98,-89.2156982421875,37.72019958496094
sandy9555,mosfet,2016-04-18,2016-04-24,173.28.158.23,-89.2156982421875,37.72019958496094
sandy9555,mosfet,2016-03-26,2016-03-30,131.230.191.68,-89.2156982421875,37.72019958496094
sandy9555,mosfet,2016-01-30,2016-02-03,131.230.42.15,-89.2156982421875,37.72019958496094
sandy9555,crystal_viewer,2016-02-07,2016-02-11,173.28.147.116,-89.2156982421875,37.72019958496094
sandy9555,crystal_viewer,2016-01-30,2016-02-03,131.230.42.224,-89.2156982421875,37.72019958496094
sandy9555,pntoy,2016-04-04,2016-04-08,131.230.194.145,-89.2156982421875,37.72019958496094
sandy9555,pntoy,2016-02-07,2016-02-13,173.28.147.116,-89.2156982421875,37.72019958496094
sandy9555,pntoy,2016-01-30,2016-02-03,131.230.42.15,-89.2156982421875,37.72019958496094
sandy9555,pntoy,2016-01-30,2016-02-03,131.230.42.224,-89.2156982421875,37.72019958496094
sandy9555,qdot,2016-03-09,2016-03-13,173.28.158.23,-89.2156982421875,37.72019958496094
sandytezu,moscap,2016-01-27,2016-01-31,202.46.22.10,78.40799713134766,17.397300720214844
saneja575,bowtie,2016-04-24,2016-04-28,14.139.244.210,74.63870239257812,26.45210075378418
sangaravadivel,atcadlab,2016-06-04,2016-06-08,14.139.181.229,77.0,20.0
sangaravadivel,atcadlab,2016-05-31,2016-06-05,14.139.181.229,77.0,20.0
sangaravadivel,atcadlab,2016-05-18,2016-05-22,14.139.181.229,77.0,20.0
sangaravadivel,rtdnegf,2016-06-04,2016-06-08,14.139.181.229,77.0,20.0
sangaravadivel,mosfet,2016-06-23,2016-06-27,14.139.181.229,77.0,20.0
sangeetarout1988,crystal_viewer,2016-01-14,2016-01-20,199.111.113.153,-76.27290344238281,36.85919952392578
sangeetarout1988,crystal_viewer,2016-01-14,2016-01-20,66.87.128.113,-77.0364990234375,38.89390182495117
sangkona,orcatool,2016-01-11,2016-01-15,122.128.176.8,126.93009948730469,37.61970138549805
sangram.milan,pcpbt,2016-02-11,2016-02-15,66.87.128.221,-77.0364990234375,38.89390182495117
sangram.milan,qudosim,2016-02-12,2016-02-17,66.87.128.107,-77.0364990234375,38.89390182495117
sangram.milan,qdot,2016-02-12,2016-02-17,66.87.128.107,-77.0364990234375,38.89390182495117
sangram.milan,bandstrlab,2016-02-13,2016-02-17,199.111.113.153,-76.27290344238281,36.85919952392578
sangya,prolabcdd,2016-01-30,2016-02-03,103.21.127.81,72.88259887695312,19.072799682617188
sani,nanocmos,2016-02-03,2016-02-07,49.248.31.226,72.88259887695312,19.072799682617188
sani,piezoharvest,2016-02-03,2016-02-07,49.248.31.226,72.88259887695312,19.072799682617188
sani,atcadlab,2016-02-03,2016-02-07,49.248.31.226,72.88259887695312,19.072799682617188
sanielpatrickk,uvspec,2016-03-30,2016-04-03,108.169.151.41,-78.6594009399414,35.710899353027344
sanielpatrickk,uvspec,2016-03-21,2016-03-25,152.7.224.7,-78.70999908447266,35.763301849365234
