,year_month,simtotal_track,clustered_track,clustered_m_track,clustered_x_track,clustered_mx_track,self_identified_track,self_track,researcher_track,all_researchers,clustered_track_per,self_identified_track_per,researcher_track_per,self_track_per,all_researchers_per
176,2014-09-01,64108,25808,5085,4965,15758,148,37300,1526,1674,39.83822666790158,0.2284585224290698,2.355592602883517,57.57772220678583,2.5840511253125866
177,2014-10-01,65149,26555,5169,5086,16300,161,37581,1539,1700,40.335075034935294,0.24454705632176924,2.337626830305608,57.08275107843733,2.5821738866273773
178,2014-11-01,65990,26964,5261,5147,16556,181,37987,1549,1730,40.437305979214464,0.27144164004738985,2.3230005548807005,56.96825182585744,2.5944421949280905
179,2014-12-01,66901,27398,5345,5203,16850,196,38448,1559,1755,40.52898625759974,0.2899365394003047,2.3061789026789548,56.874898300321,2.596115442079259
180,2015-01-01,67513,27683,5419,5262,17002,217,38763,1567,1784,40.57306170306317,0.318041917045288,2.296643705115052,56.81225267477649,2.6146856221603403
181,2015-02-01,68428,28181,5522,5378,17281,265,39151,1576,1841,40.739884058809075,0.38309745131771067,2.2783455972706115,56.59867289260261,2.661443048588322
182,2015-03-01,69540,28874,5618,5472,17784,317,39529,1590,1907,41.06670459394112,0.45086047503911253,2.26141373915517,56.221021191864594,2.7122742141942826
183,2015-04-01,70644,29561,5738,5595,18228,365,39918,1603,1968,41.37472532086722,0.5108681960054307,2.243621145744398,55.870785337382955,2.754489341749829
184,2015-05-01,71407,29906,5834,5653,18419,390,40317,1613,2003,41.40614183258107,0.5399717553235677,2.2332677982997815,55.82061861379558,2.7732395536233487
185,2015-06-01,71841,30034,5862,5680,18492,414,40604,1621,2035,41.327590714570746,0.5696751200583435,2.2305395401318235,55.87219462523908,2.800214660190167
