toolname,class_id
0,0
1,1
0,2
1,2
0,3
1,4
2,5
0,6
1,6
2,6
3,6
7,6
8,6
9,6
10,6
13,6
16,6
1,7
4,7
37,7
5,7
11,7
14,7
4,8
5,8
6,8
8,8
10,8
12,8
13,8
17,8
50,8
53,8
2,9
35,9
3,9
4,9
7,9
39,9
10,9
12,9
13,9
15,9
16,9
48,9
20,9
29,9
8,10
9,10
9,11
10,12
11,12
1,13
2,13
3,13
4,13
5,13
11,13
13,13
15,13
17,14
8,15
11,15
18,15
20,15
21,15
22,15
30,15
19,16
21,17
44,18
23,18
24,19
22,19
25,20
49,20
26,21
11,22
27,22
28,23
10,24
31,24
32,25
33,26
34,27
15,27
36,28
38,29
40,30
41,31
17,31
6,31
7,31
42,32
43,33
16,34
20,34
45,34
9,35
18,35
46,35
22,35
17,36
21,36
47,36
51,37
52,38
54,39
23,39
27,40
55,40
56,41
24,41
57,42
25,42
32,43
3,43
6,43
28,43
58,43
60,43
29,43
26,44
59,44
30,44
0,45
1,45
3,45
4,45
5,45
6,45
61,45
2,46
62,46
6,46
64,47
0,47
4,47
5,47
7,47
63,47
65,48
31,48
32,49
66,49
33,50
67,50
0,51
1,51
2,51
0,52
1,53
2,53
3,54
4,55
9,55
12,55
14,55
16,55
18,55
20,55
23,55
5,56
22,56
7,56
8,57
11,57
21,57
6,57
13,58
4,59
15,59
17,60
19,61
24,62
0,63
1,63
2,63
7,63
0,64
1,64
5,64
6,64
5,65
1,66
2,67
0,68
2,68
6,68
10,68
14,68
0,69
0,70
1,70
10,70
19,70
2,71
0,72
0,73
0,74
0,75
1,76
0,77
1,77
2,77
3,77
4,77
6,77
5,78
7,79
1,80
2,81
0,82
0,83
1,83
3,83
1,84
0,85
1,85
7,85
0,86
1,87
2,88
3,89
4,90
6,90
0,91
1,91
3,91
5,91
7,92
8,93
9,94
11,95
17,96
13,96
14,97
18,98
12,98
14,98
15,98
16,99
5,99
16,100
20,100
21,101
22,102
23,103
24,104
25,105
26,106
27,106
30,107
31,108
33,109
0,110
1,110
2,111
3,112
4,113
6,114
19,115
24,116
25,117
26,118
27,119
30,119
28,120
0,121
1,121
2,121
3,121
0,122
2,123
1,124
2,124
2,125
0,126
1,126
4,126
5,126
13,126
16,126
22,126
26,126
1,127
3,127
2,128
4,129
0,130
2,131
4,131
7,131
8,131
14,131
5,132
7,132
11,133
6,133
9,134
3,135
5,135
10,135
12,135
13,135
15,136
0,137
1,137
6,137
18,137
19,137
20,138
21,139
22,140
0,141
1,141
5,141
1,142
2,142
0,143
1,143
0,144
0,145
1,145
3,145
4,145
5,145
0,146
1,147
3,147
0,148
0,149
1,149
6,149
2,150
3,150
8,151
9,152
10,153
11,153
13,153
12,154
0,155
1,156
0,157
1,158
6,158
3,159
4,159
5,159
6,159
7,160
3,161
7,162
0,163
1,164
2,165
3,166
0,167
1,168
0,169
1,170
0,171
1,171
2,171
8,171
0,172
0,173
1,173
2,174
0,175
18,175
0,176
0,177
3,177
0,178
1,178
2,179
13,179
3,180
15,180
0,181
8,182
2,182
4,182
14,182
0,183
3,183
8,184
9,185
10,185
11,186
12,187
15,188
0,189
1,190
2,191
6,192
9,193
2,194
11,194
6,194
12,195
14,195
17,196
0,197
0,198
2,198
6,198
1,199
3,199
7,199
2,200
4,200
4,201
0,202
5,202
8,203
9,203
10,204
11,205
0,206
2,207
3,207
4,208
2,209
4,209
1,210
3,210
4,210
5,211
6,211
7,212
8,213
0,214
0,215
0,216
1,216
0,217
1,217
2,217
0,218
1,218
3,219
4,220
5,220
7,221
0,222
5,222
0,223
1,224
2,224
0,225
1,225
2,225
3,225
4,225
5,226
6,227
0,228
0,229
1,230
2,231
3,232
5,233
0,234
0,235
0,236
3,237
4,238
0,239
1,239
2,239
3,239
4,239
5,239
2,240
3,241
0,242
2,243
3,244
8,245
9,246
10,247
12,248
14,249
16,250
18,251
19,252
0,253
2,254
4,255
5,256
7,257
8,258
9,259
12,260
15,261
17,262
18,262
19,263
20,264
21,265
23,266
24,267
25,268
28,269
29,270
0,271
2,271
1,272
0,273
1,274
2,275
3,276
4,277
5,278
1,279
1,280
2,281
0,282
1,283
3,284
0,285
1,285
2,285
0,286
3,287
4,287
5,287
1,288
4,289
3,290
2,291
3,292
4,293
3,294
4,295
0,296
1,297
1,298
2,299
4,300
9,301
10,302
0,303
1,304
0,305
0,306
0,307
3,308
